,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,자본총계 변화율,매출액 변화율,금리 변화율,영업이익 변화율,Label,Code
33,CJ대한통운,2016,Q3,산업재,-0.10884308667554576,0.017431146147030452,0.037386249917358505,-0.0013417905563494203,-0.01580212644002854,-0.16954353663214605,-0.07841316963768563,-0.23530932741448607,000120
33,두산,2016,Q3,산업재,0.010615777412827014,-0.003441792711371683,-0.004659983266886991,0.0005238329058327995,-0.24924777333036496,-0.16954353663214605,-0.9021789715628148,-0.284123174556213,000150
33,LG상사,2016,Q3,산업재,-0.10499041889703539,-0.15478840832846086,-0.0263766007389582,0.018543828321034628,-0.05934178218343222,-0.16954353663214605,-1.1556157372176994,-0.0869465638279954,001120
33,대한항공,2016,Q3,산업재,-0.028690139370241032,-0.021909541204571226,-0.032340149382650396,0.16213158227599345,0.10477149004513442,-0.16954353663214605,2.01595776629216,0.020052186212663123,003490
33,S&T중공업,2016,Q3,산업재,-0.07835715774132139,-0.02992141029815487,-0.014524427884034186,-0.005203621600149089,-0.26240357607521725,-0.16954353663214605,-0.33608395372865507,-0.05398689182014529,003570
33,LS,2016,Q3,산업재,0.13213228635192797,-0.005922896721688886,0.0015907608906207127,0.2653437117980375,2.223513312318076,-0.16954353663214605,1.535993151681787,-0.09827802366491606,006260
33,LS산전,2016,Q3,산업재,-0.0692098982491852,0.01514362162859384,-0.0074688796204870345,0.01816009626833015,0.043308093147051974,-0.16954353663214605,-0.04390339408947663,0.027358971239124716,010120
33,현대상선,2016,Q3,산업재,0.23826805472105386,-0.01885566768075897,0.019439115145635677,5.089453153749908,0.05019216011646943,-0.16954353663214605,-0.05943681710030879,-0.1170884070194826,011200
33,한국단자,2016,Q3,산업재,-0.1124331605324087,-0.0029933472056035137,0.020687104310603388,0.018953918793355617,-0.005292324536593118,-0.16954353663214605,0.01956513029572826,-0.14280752496315224,025540
33,대우인터내셔널,2016,Q3,산업재,0.08085533832688312,-0.05783967174927451,-0.027515991997119293,0.005233586959836778,-0.023650018099107384,-0.16954353663214605,-0.2089176417491425,-0.18324086135636292,047050
33,한국항공우주,2016,Q3,산업재,-0.12054811873481577,0.058334237820121704,0.010444783229508925,0.03631682867438757,0.00014350800961882015,-0.16954353663214605,-0.008818509387445439,-0.30041710409207,047810
33,한전KPS,2016,Q3,산업재,-0.198087937934127,0.019214897756174132,0.017784987006076447,0.03715987623694805,-0.15468803723576618,-0.16954353663214605,-0.3899280402930225,0.01224909933831654,051600
33,현대글로비스,2016,Q3,산업재,-0.045976701927484785,-0.021006966073721323,-0.003231239305592548,0.06320506072450405,0.010881421197558971,-0.16954353663214605,-0.021273143502120173,-0.18597478913536974,086280
