,p1,p2,p3,p4,Average
CAGR,0.7845496525122353,-0.289740509427344,-0.2667450163345796,0.21763690208645725,0.11142525720919225
Sharpe Ratio,2.272513937286268,-1.384021029842633,-1.314611755837658,0.7728253604811083,0.08667662802177137
MDD_model,0.0998353830294198,0.09664616158004317,0.07758382363698088,0.13919196233429884,0.10331433264518569
