,p1,p2,p3,p4,Average
CAGR,0.540616025659818,0.07315184643597084,-0.3752590247181955,0.0701945257841099,0.07717584329042582
Sharpe Ratio,1.4707623463773223,0.41349553692029073,-1.6344815101993495,0.39448332695321214,0.16106492501286895
MDD_model,0.13972117857483932,0.09962623517666426,0.1202265470233273,0.11765280450227165,0.11930669131927564
