Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2022,Q1,BS,유동자산,2022.03.31 현재,"792,619,261,645"
2022,Q1,BS,비유동자산,2022.03.31 현재,"553,711,982,378"
2022,Q1,BS,자산총계,2022.03.31 현재,"1,346,331,244,023"
2022,Q1,BS,유동부채,2022.03.31 현재,"509,286,876,558"
2022,Q1,BS,비유동부채,2022.03.31 현재,"90,052,902,431"
2022,Q1,BS,부채총계,2022.03.31 현재,"599,339,778,989"
2022,Q1,BS,자본금,2022.03.31 현재,"45,053,080,000"
2022,Q1,BS,이익잉여금,2022.03.31 현재,"597,954,796,763"
2022,Q1,BS,자본총계,2022.03.31 현재,"746,991,465,034"
2022,Q1,IS,매출액,2022.01.01 ~ 2022.03.31,368149679882
2022,Q1,IS,영업이익,2022.01.01 ~ 2022.03.31,40743394205
2022,Q1,IS,법인세차감전 순이익,2022.01.01 ~ 2022.03.31,45557241373
2022,Q1,IS,당기순이익,2022.01.01 ~ 2022.03.31,37584526075
2022,Q1,IS,당기순이익(손실),2022.01.01 ~ 2022.03.31,37584526075
2022,Q2,BS,유동자산,2022.06.30 현재,"865,008,112,949"
2022,Q2,BS,비유동자산,2022.06.30 현재,"574,993,631,832"
2022,Q2,BS,자산총계,2022.06.30 현재,"1,440,001,744,781"
2022,Q2,BS,유동부채,2022.06.30 현재,"540,710,568,354"
2022,Q2,BS,비유동부채,2022.06.30 현재,"108,968,575,218"
2022,Q2,BS,부채총계,2022.06.30 현재,"649,679,143,572"
2022,Q2,BS,자본금,2022.06.30 현재,"45,053,080,000"
2022,Q2,BS,이익잉여금,2022.06.30 현재,"642,103,897,863"
2022,Q2,BS,자본총계,2022.06.30 현재,"790,322,601,209"
2022,Q2,IS,매출액,2022.01.01 ~ 2022.06.30,398050163034
2022,Q2,IS,영업이익,2022.01.01 ~ 2022.06.30,52601121168
2022,Q2,IS,법인세차감전 순이익,2022.01.01 ~ 2022.06.30,57242260886
2022,Q2,IS,당기순이익,2022.01.01 ~ 2022.06.30,44149101100
2022,Q2,IS,당기순이익(손실),2022.01.01 ~ 2022.06.30,44149101100
2022,Q3,BS,유동자산,2022.09.30 현재,"801,715,445,467"
2022,Q3,BS,비유동자산,2022.09.30 현재,"673,187,341,567"
2022,Q3,BS,자산총계,2022.09.30 현재,"1,474,902,787,034"
2022,Q3,BS,유동부채,2022.09.30 현재,"538,532,966,566"
2022,Q3,BS,비유동부채,2022.09.30 현재,"118,816,413,959"
2022,Q3,BS,부채총계,2022.09.30 현재,"657,349,380,525"
2022,Q3,BS,자본금,2022.09.30 현재,"45,053,080,000"
2022,Q3,BS,이익잉여금,2022.09.30 현재,"662,579,682,736"
2022,Q3,BS,자본총계,2022.09.30 현재,"817,553,406,509"
2022,Q3,IS,매출액,2022.01.01 ~ 2022.09.30,327384427181
2022,Q3,IS,영업이익,2022.01.01 ~ 2022.09.30,22273203419
2022,Q3,IS,법인세차감전 순이익,2022.01.01 ~ 2022.09.30,26530825028
2022,Q3,IS,당기순이익,2022.01.01 ~ 2022.09.30,20501765833
2022,Q3,IS,당기순이익(손실),2022.01.01 ~ 2022.09.30,20501765833
2022,Q4,BS,유동자산,2022.12.31 현재,"616,697,698,121"
2022,Q4,BS,비유동자산,2022.12.31 현재,"685,716,548,111"
2022,Q4,BS,자산총계,2022.12.31 현재,"1,302,414,246,232"
2022,Q4,BS,유동부채,2022.12.31 현재,"373,051,733,834"
2022,Q4,BS,비유동부채,2022.12.31 현재,"121,916,782,574"
2022,Q4,BS,부채총계,2022.12.31 현재,"494,968,516,408"
2022,Q4,BS,자본금,2022.12.31 현재,"45,053,080,000"
2022,Q4,BS,이익잉여금,2022.12.31 현재,"659,468,096,261"
2022,Q4,BS,자본총계,2022.12.31 현재,"807,445,729,824"
2022,Q4,IS,매출액,2022.01.01 ~ 2022.12.31,283617426186
2022,Q4,IS,영업이익,2022.01.01 ~ 2022.12.31,11471896039
2022,Q4,IS,법인세차감전 순이익,2022.01.01 ~ 2022.12.31,-2928785867
2022,Q4,IS,당기순이익,2022.01.01 ~ 2022.12.31,-3111586475
2022,Q4,IS,당기순이익(손실),2022.01.01 ~ 2022.12.31,-3111586475
