,name,sector,year,quarter,유동자산변화율,비유동자산변화율,자산총계변화율,유동부채변화율,비유동부채변화율,부채총계변화율,자본금변화율,이익잉여금변화율,자본총계변화율,매출액변화율,영업이익변화율,법인세차감전 순이익변화율,당기순이익변화율,당기순이익(손실)변화율,Label,Code
0,SK_Networks,Consumer_Services,2024,Q3,0.13935233559157467,0.005037372272881702,0.06311031526328303,0.13390227499362262,0.033790567732712606,0.10768364548966369,-0.0,-0.08670048681279896,-0.0018207785207553506,-0.21932600719081496,1.0557804768331085,1.6623409669211195,-17.08651188501935,-17.08651188501935,-0.20073884948976603,001740
1,SK_Networks,Consumer_Services,2024,Q2,-0.23853910203273654,0.2245943620282208,0.07505242740011031,0.05527076709224121,0.26453053998410636,0.1207857936963338,-0.0,-0.0038126071224529046,-0.0007799562396233473,0.2476136261081453,0.40646137415450334,-0.1982925094013619,0.5620915032679739,0.5620915032679739,-0.20073884948976603,001740
2,SK_Networks,Consumer_Services,2024,Q1,-0.24954780861096082,-0.011871156313906006,-0.07808413602803022,-0.21588050091676037,0.005264892779313968,-0.13675908376651758,-0.0,0.174622835172919,0.006910984494971406,-0.07286990297047025,-0.21971341728180627,0.3112837743245135,0.42425087108013937,0.42425087108013937,-0.0231873551315743,001740
3,SK_Networks,Consumer_Services,2023,Q4,0.26137258976917965,-0.023370692472881816,0.07587576978230581,0.18049755430983516,0.0049895986759190825,0.1252966576308271,-0.0,-0.014278471648720314,-0.006501101737731219,-0.09934175646695098,-0.3704254686105326,-7.413427561837455,-0.6801311321859267,-0.6801311321859267,-0.15292925149135886,001740
4,SK_Networks,Consumer_Services,2023,Q3,-0.18748038089039398,-0.020353585932116003,-0.07298879805538583,-0.247870535020831,0.05343510718929578,-0.13430749778705686,-0.0,-0.01619955965193376,0.015702922704594835,-0.07479198170700396,0.5089487910000731,0.10725552050473186,-2.023362831858407,-2.023362831858407,0.2242885081025989,001740
5,SK_Networks,Consumer_Services,2023,Q2,0.06618824825420544,0.01895023762331427,0.03433493916877606,-0.01323006739535404,0.12042130600817025,0.04165453853872003,-0.0,0.09712596432614917,0.02354779821506814,0.17272128299057077,-0.06853485286082273,0.7592405063291139,0.07589139679424273,0.07589139679424273,0.08570103251499477,001740
6,SK_Networks,Consumer_Services,2023,Q1,0.04615390189729329,0.029986373605252137,0.03531174363519762,0.07100165909317824,0.008064226219687054,0.04614839640867385,-0.0,0.03756470666079137,0.018884929889003477,0.038794073704307985,2.565562752046927,1.4399888610414926,1.507976071784646,1.507976071784646,0.06915845348119948,001740
7,SK_Networks,Consumer_Services,2022,Q4,0.11940253266335932,-0.013025044695842869,0.03478626658124251,0.05279392689745699,0.03657271451745148,0.0464540565452094,-0.0,0.003458260964721571,0.016544800694136552,-0.007406336891688348,3.151156677181914,-8.293478260869565,0.2660080497621661,0.2660080497621661,-0.05065109660958744,001740
8,SK_Networks,Consumer_Services,2022,Q3,-0.14052753168568377,0.02174756528149613,-0.031225096811223763,-0.13175534400545552,0.046877902808037386,-0.054511787987840954,-0.0,0.007389025361652868,0.003189300512466242,-0.22239577049688908,-1.1063122923588038,1.1986428130783466,2.354758757435558,2.354758757435558,0.014939785327532401,001740
9,SK_Networks,Consumer_Services,2022,Q2,0.1740131504790532,0.025365441119173493,0.07944518937700451,0.22580909533822713,-0.046943843884874825,0.12752097907566373,-0.0,-0.008853734949914926,-0.002164726705097264,0.22771756672667431,0.6139375801624626,0.5089118909366321,0.5754472115047351,0.5754472115047351,0.05341029092986682,001740
10,SK_Networks,Consumer_Services,2022,Q1,0.051382300358418176,0.023970024886055374,0.03412436058083146,0.04506227048258493,0.058836967243372174,0.0500722888251518,-0.0,0.0178928690680199,0.0057903404061254715,0.13891935956034362,1.9429550493852046,-3.3671444321940465,1.78905125650393,1.78905125650393,0.01967806084554924,001740
11,SK_Networks,Consumer_Services,2021,Q4,0.1520799014851374,0.037454571586136964,0.08335666407460118,0.16318054157479167,0.06202253855699591,0.1290160251610004,-0.0,0.021777773578640858,-0.010785121680322751,0.012767552378976754,-66.04054054054055,-0.16610953972743636,19.97689075630252,19.97689075630252,-0.004246819758813535,001740
12,SK_Networks,Consumer_Services,2021,Q3,-0.09084067914025273,0.025147292069251925,-0.01820778111624155,-0.07627368803103596,0.06035649473511573,-0.025893383050674235,-0.0,-0.005750301700791605,-0.0027193420074183017,-0.15184690408697454,0.9926448663154755,0.852387459196842,0.9550073254879721,0.9550073254879721,-0.05553313287979188,001740
13,SK_Networks,Consumer_Services,2021,Q2,-0.1156984830383958,-0.0018447609236631468,-0.04157468909598805,-0.0013344064737821348,-0.16587694670633923,-0.05630480440242547,-0.0,-0.03136848059228403,-0.013103827303320825,0.12141065914477978,-0.12816775061673025,3.0311464035155344,0.5915093246843508,0.5915093246843508,0.01497654841119895,001740
14,SK_Networks,Consumer_Services,2021,Q1,-0.05248010091870503,0.029032643379160672,0.0020623560419636977,-0.01941123507068876,0.06165499082829773,0.009185755415304087,-0.0,-0.031880205436407794,-0.012000392123199921,-0.023336886165972848,0.7379294131476094,1.1943337428460132,3.36014033808721,3.36014033808721,0.09286496880563343,001740
15,SK_Networks,Consumer_Services,2020,Q4,0.16029571237000717,0.10314838103600699,0.12289893497505955,0.14619498185209745,0.21935353466338703,0.17351774504079176,-0.0,0.02571454309497867,0.002262782822513687,-0.07979592740523911,-5.114824797843665,4.069487238445619,-0.6422478299910206,-0.6422478299910206,-0.24573527235050344,001740
