,name,sector,year,quarter,영업이익변화율,법인세차감전 순이익변화율,매출액변화율,Code
13,SK_Networks,Consumer_Services,2021,Q2,-0.12816775061673025,3.0311464035155344,0.12141065914477978,001740
13,Hotel_Shilla,Consumer_Services,2021,Q2,-0.8164112725200781,-2.2725268035294484,-0.36006325383720794,008770
13,Daekyo,Consumer_Services,2021,Q2,1.5207035496903822,2.602413721002246,-0.02282461298865801,019680
13,Kangwon_Land,Consumer_Services,2021,Q2,1.0375328835745452,1.5076180097275356,-1.0887290652727373,035250
13,GKL,Consumer_Services,2021,Q2,0.45340244668181207,0.5275384599324238,-5.2579767270824584,114090
