,name,sector,year,quarter,영업이익변화율,법인세차감전 순이익변화율,매출액변화율,Code
21,SK_Networks,Consumer_Services,2019,Q2,-1.029346716570262,1.6093733087996536,-0.019544801424949076,001740
21,Hotel_Shilla,Consumer_Services,2019,Q2,-0.03944321067986101,-0.054933120691834425,-0.02330907892029721,008770
21,Daekyo,Consumer_Services,2019,Q2,0.5374862218219342,1.1308504838988793,0.025139105466016498,019680
21,Kangwon_Land,Consumer_Services,2019,Q2,-0.37950351918057357,0.1682642251651838,0.035495808930528616,035250
21,GKL,Consumer_Services,2019,Q2,-0.5783384769770534,-1.528875264227012,-0.0749097467732518,114090
