video_id,published_at,view_count
5tCe3AEYjEk,2022-05-13T09:21:23Z,3477
_n-mnmkxm1o,2022-05-13T07:48:52Z,2947
dg8KltOtnkU,2022-05-13T05:14:43Z,3656
uR7wNrcY1J8,2022-05-13T04:32:33Z,3015
ME8mLyYq8NA,2022-05-13T04:24:01Z,1208
z-0Ffm_jYAc,2022-05-13T00:07:50Z,2194
hJ_eYI3VJRE,2022-05-12T08:32:39Z,2369
1F0MUaYNBio,2022-05-12T08:32:36Z,1020
XZbJ6lGcyy8,2022-05-12T08:00:31Z,2175
ugpyfsK0lEs,2022-05-12T05:10:35Z,1809
cQpCGW-0jWM,2022-05-12T03:00:03Z,6045
u0N-ASRosMo,2022-05-12T02:55:53Z,2826
sBbQB0z2lmI,2022-05-12T01:16:59Z,1749
s7aw9a10NGk,2022-05-12T01:15:36Z,1375
svm82aXnHlE,2022-05-11T07:58:38Z,1094
rYrCc6HFevs,2022-05-11T02:50:45Z,3141
iJrQzgMmuIA,2022-05-11T02:48:08Z,5089
uL9dIAd2Fbw,2022-05-11T01:22:28Z,1219
zsL_OAOCFAA,2022-05-11T01:20:32Z,2161
66gkSrxq64I,2022-05-11T01:17:21Z,2999
r9fgK3sCfss,2022-05-10T09:00:31Z,4766
rU-YG4TkDEA,2022-05-10T06:53:50Z,2730
VSBgozY59GU,2022-05-10T06:48:15Z,3662
rkECre6FRYo,2022-05-10T02:51:47Z,2203
IdMclZGUPnE,2022-05-10T02:52:07Z,1280
bWM01gy1Fxo,2022-05-10T02:51:16Z,3076
lUlKbwqD7n0,2022-05-10T01:09:01Z,1555
du9T2gq13Ps,2022-05-09T23:41:56Z,1337
6kwtpmGcnDE,2022-05-09T02:55:11Z,1760
1q2g_KQz1G4,2022-05-08T23:40:51Z,14523
Yd3jNjzkSN0,2022-05-06T07:04:38Z,4788
lju6BkJKfV4,2022-05-06T05:08:43Z,1056
61K2IpOHtmc,2022-05-06T02:48:59Z,1322
2m5_C7OarZE,2022-05-06T02:26:06Z,2349
B9tvj4XeqAI,2022-05-06T01:13:41Z,1526
0VPzVIPTP_4,2022-05-05T10:00:00Z,4669
1vqAALJGckk,2022-05-04T09:45:00Z,5919
PFYSL2M95Qc,2022-05-04T07:52:18Z,7529
rxbns5B8Zpw,2022-05-04T02:54:48Z,3292
8pjBVl9sh6k,2022-05-04T01:27:07Z,1548
j8RGeEwzUQQ,2022-05-04T00:30:30Z,1445
D5nrSDmjsIQ,2022-05-04T00:23:35Z,1762
KWgtdA-JqLU,2022-05-03T08:08:33Z,1490
b4SYIsec29s,2022-05-03T07:05:33Z,17296
lqWjhwNa_jw,2022-05-03T05:11:39Z,1927
oe0sa7cxBaw,2022-05-03T03:14:10Z,12025
hjGRxiLKfc4,2022-05-03T03:07:47Z,3664
hE8bJsc3Lqo,2022-05-03T01:13:44Z,1162
jipylfimI4Q,2022-05-02T23:59:07Z,1309
zVufHeleGIs,2022-05-02T07:01:07Z,1525
4Z-7s0lEG4E,2022-05-02T06:58:04Z,1547
fJdvnQJLVTI,2022-05-02T02:53:22Z,1443
0pIsM5R-IAU,2022-05-02T02:52:52Z,2449
DHotQ9bxNsA,2022-05-02T02:49:56Z,1595
qPB9YgDqkKU,2022-05-02T01:25:45Z,2708
lQnvk7cJZ4c,2022-05-02T01:18:21Z,1123
J4JPCw5TmIk,2022-04-29T07:38:16Z,4138
hEtWY1zyjLY,2022-04-29T05:05:19Z,3921
WH0_dDVCA3s,2022-04-29T03:03:48Z,3582
5T3H_nlu1I0,2022-04-29T03:01:18Z,3401
AZN-6Bxcgvs,2022-04-29T01:16:01Z,2330
Q0o0goP9mH4,2022-04-29T00:11:55Z,1196
bv7yZjUywLw,2022-04-28T10:00:15Z,2517
Hz6oR5Y6gQA,2022-04-28T05:06:38Z,2372
qOkDYdW98FQ,2022-04-28T02:52:42Z,1881
vUZkOqnSwWM,2022-04-28T02:50:30Z,7582
7MTKvBOZQ04,2022-04-28T01:05:14Z,1579
Yt63MckUwz0,2022-04-27T08:17:57Z,1714
QlJ3efbRsl4,2022-04-27T06:44:50Z,4746
ZeTs_9pexVI,2022-04-27T05:12:43Z,2531
h7V6J8QFK1g,2022-04-27T03:03:40Z,14286
VNibcpdqb0s,2022-04-27T02:55:40Z,2765
SPC8cv9SUrQ,2022-04-26T02:53:15Z,16495
