,name,year,quarter,sector,Relative Return,국제유가 변화율,영업이익 변화율,이익잉여금 변화율,비유동자산 변화율,매출액 변화율,소비자물가지수 변화율,Label,Code
7,하이트진로,2023,Q1,생활소비재,-0.024821968334735087,-0.08337411073888668,1.4916901443666823,-0.1167912853350569,0.004991940490844948,-0.009369547541689394,-0.11353477832962133,-0.15510437639735503,000080
7,대림산업,2023,Q1,건설,-0.11473241338712198,-0.08337411073888668,7.732858770467139,0.012220418857342707,0.00014259258833293487,4.259523079211761,-0.11353477832962133,-0.20777257239510422,000210
7,현대건설,2023,Q1,건설,0.04414312617702444,-0.08337411073888668,0.8335698517817722,0.00843962804605547,-0.001818906475307025,-0.01729184712159515,-0.11353477832962133,-0.13300168657771466,000720
7,CJ,2023,Q1,생활소비재,-0.13613870129101321,-0.08337411073888668,6.539313764554192,-0.0021971101494422385,-0.0006821353075396885,-0.06493411932124582,-0.11353477832962133,-0.17919900942632128,001040
7,대상,2023,Q1,생활소비재,-0.042117077353037366,-0.08337411073888668,2.3431612021787993,-0.012416447825644217,0.0465109212280701,0.016864459613057825,-0.11353477832962133,-0.11603061908663619,001680
7,오리온,2023,Q1,생활소비재,0.011134679133489672,-0.08337411073888668,5.822828313814628,-0.9434818744753767,0.0010006887586466728,2.521082735955617,-0.11353477832962133,-0.10112309208470176,001800
7,KCC,2023,Q1,건설,-0.04391398905085796,-0.08337411073888668,0.28780972362467283,0.0008976132768978573,-0.00415964325970597,-0.04645368327920463,-0.11353477832962133,-0.07029206557249212,002380
7,아모레G,2023,Q1,생활소비재,-0.21228938790982174,-0.08337411073888668,-0.777891329448626,0.005373371118110093,-0.013512016011962724,-0.06495491256885289,-0.11353477832962133,-0.0006872790240209092,002790
7,한일시멘트,2023,Q1,건설,-0.011799147529933125,-0.08337411073888668,-18.69027945150808,0.0077095544006846595,-0.0001131655324800862,-0.06496393089959329,-0.11353477832962133,-0.0745508993809575,003300
7,남양유업,2023,Q1,생활소비재,-0.14136842400622174,-0.08337411073888668,-0.4294194658820446,-0.020135511567352493,-0.023368538716622034,-0.009765560111637095,-0.11353477832962133,-0.14653587963211323,003920
7,농심,2023,Q1,생활소비재,0.04817080089397604,-0.08337411073888668,0.48010423387647294,0.004848800790240748,0.0036274316584421484,0.01922558645193706,-0.11353477832962133,0.02837237111550478,004370
7,빙그레,2023,Q1,생활소비재,0.05721983925373751,-0.08337411073888668,-5.829125309239528,-0.684108825672193,-0.02435319507518563,0.11829828820224253,-0.11353477832962133,0.0038271566715171526,005180
7,롯데칠성,2023,Q1,생활소비재,-0.1154013960664157,-0.08337411073888668,1.4441225216264861,0.002275569893561702,0.00632324274723528,0.015987817471184274,-0.11353477832962133,-0.12258151255371992,005300
7,현대그린푸드,2023,Q1,생활소비재,0.0,-0.08337411073888668,-0.3784157387960374,0.08232048479078702,-0.2642129181690265,-0.04280613986536175,-0.11353477832962133,-0.1294554152404964,005440
7,삼립식품,2023,Q1,생활소비재,0.05611561802100263,-0.08337411073888668,-0.4419279795922664,-0.017071973014454178,-0.001639975943337757,-0.0780746345257719,-0.11353477832962133,-0.15021653276331445,005610
7,크라운제과,2023,Q1,생활소비재,-0.03870077982092998,-0.08337411073888668,-44.83172674910401,0.014983219970667205,-0.0005236389773505268,1.3105920830427022,-0.11353477832962133,-0.12217600288614477,005740
7,GS리테일,2023,Q1,생활소비재,-0.10480710195193943,-0.08337411073888668,-0.5175809729751171,0.00014406226849228432,0.0009926243329703155,-0.052470360952762696,-0.11353477832962133,-0.10015120560834488,007070
7,오뚜기,2023,Q1,생활소비재,0.006792620522862752,-0.08337411073888668,0.817819275374364,0.0027944531610006873,-0.009213372640319184,0.03341679045890267,-0.11353477832962133,-0.21360309296137564,007310
7,아이에스동서,2023,Q1,건설,-0.1481796641342082,-0.08337411073888668,0.238371402801274,0.14235988383400855,0.15060052775134225,-0.011512145004196173,-0.11353477832962133,-0.1648916859685114,010780
7,현대산업,2023,Q1,건설,-0.07444094751314137,-0.08337411073888668,8.068194290883422,0.008224004114744776,-0.021754637966279078,2.877202602129981,-0.11353477832962133,-0.14014061774942949,012630
7,한국전력,2023,Q1,생활소비재,0.05526042307158455,-0.08337411073888668,-0.36279503692350534,-1.1377792930582646,0.021831278163115586,0.11032454188724938,-0.11353477832962133,-0.08901985447336633,015760
7,삼성엔지니어링,2023,Q1,건설,0.07749482344260783,-0.08337411073888668,-0.14001033147404618,0.586391631026042,-0.028440615993327922,-0.1186475690746629,-0.11353477832962133,0.22446642607790984,028050
7,KT&G,2023,Q1,생활소비재,-0.11801050185888873,-0.08337411073888668,0.013026940130778764,-0.7431687114703942,0.02440045734518259,-0.10047020742122792,-0.11353477832962133,-0.045784684525965166,033780
7,무학,2023,Q1,생활소비재,0.09152075309320146,-0.08337411073888668,0.10293991029454941,0.06803526368054835,-0.09759139861007082,0.014622538998224854,-0.11353477832962133,-0.04775486317670235,033920
