Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2020,Q1,BS,유동자산,2020.03.31 현재,"2,217,995,224,191"
2020,Q1,BS,비유동자산,2020.03.31 현재,"23,830,558,060,271"
2020,Q1,BS,자산총계,2020.03.31 현재,"26,048,553,284,462"
2020,Q1,BS,유동부채,2020.03.31 현재,"4,704,094,761,915"
2020,Q1,BS,비유동부채,2020.03.31 현재,"10,803,383,378,105"
2020,Q1,BS,부채총계,2020.03.31 현재,"15,507,478,140,020"
2020,Q1,BS,자본금,2020.03.31 현재,"141,443,775,000"
2020,Q1,BS,이익잉여금,2020.03.31 현재,"9,572,302,208,552"
2020,Q1,BS,자본총계,2020.03.31 현재,"10,541,075,144,442"
2020,Q1,IS,매출액,2020.01.01 ~ 2020.03.31,2263937150258
2020,Q1,IS,영업이익,2020.01.01 ~ 2020.03.31,11546758106
2020,Q1,IS,당기순이익,2020.01.01 ~ 2020.03.31,-3740181148
2020,Q1,IS,당기순이익(손실),2020.01.01 ~ 2020.03.31,-3740181148
2020,Q2,BS,유동자산,2020.06.30 현재,"2,854,949,985,020"
2020,Q2,BS,비유동자산,2020.06.30 현재,"22,796,413,870,596"
2020,Q2,BS,자산총계,2020.06.30 현재,"25,651,363,855,616"
2020,Q2,BS,유동부채,2020.06.30 현재,"5,284,564,953,055"
2020,Q2,BS,비유동부채,2020.06.30 현재,"10,301,631,124,066"
2020,Q2,BS,부채총계,2020.06.30 현재,"15,586,196,077,121"
2020,Q2,BS,자본금,2020.06.30 현재,"141,443,775,000"
2020,Q2,BS,이익잉여금,2020.06.30 현재,"9,022,244,308,866"
2020,Q2,BS,자본총계,2020.06.30 현재,"10,065,167,778,495"
2020,Q2,IS,매출액,2020.01.01 ~ 2020.06.30,2122934207442
2020,Q2,IS,영업이익,2020.01.01 ~ 2020.06.30,-78684876117
2020,Q2,IS,법인세차감전 순이익,2020.01.01 ~ 2020.06.30,-726733134662
2020,Q2,IS,당기순이익,2020.01.01 ~ 2020.06.30,-560698858922
2020,Q2,IS,당기순이익(손실),2020.01.01 ~ 2020.06.30,-560698858922
2020,Q3,BS,유동자산,2020.09.30 현재,"3,509,392,007,039"
2020,Q3,BS,비유동자산,2020.09.30 현재,"22,607,319,276,225"
2020,Q3,BS,자산총계,2020.09.30 현재,"26,116,711,283,264"
2020,Q3,BS,유동부채,2020.09.30 현재,"5,762,089,249,224"
2020,Q3,BS,비유동부채,2020.09.30 현재,"10,209,682,140,684"
2020,Q3,BS,부채총계,2020.09.30 현재,"15,971,771,389,908"
2020,Q3,BS,자본금,2020.09.30 현재,"141,443,775,000"
2020,Q3,BS,이익잉여금,2020.09.30 현재,"9,198,851,821,941"
2020,Q3,BS,자본총계,2020.09.30 현재,"10,144,939,893,356"
2020,Q3,IS,매출액,2020.01.01 ~ 2020.09.30,2261520169058
2020,Q3,IS,영업이익,2020.01.01 ~ 2020.09.30,54257997548
2020,Q3,IS,법인세차감전 순이익,2020.01.01 ~ 2020.09.30,95379893530
2020,Q3,IS,당기순이익,2020.01.01 ~ 2020.09.30,29523040639
2020,Q3,IS,당기순이익(손실),2020.01.01 ~ 2020.09.30,29523040639
2020,Q4,BS,유동자산,2020.12.31 현재,"3,715,374,395,889"
2020,Q4,BS,비유동자산,2020.12.31 현재,"21,208,830,578,036"
2020,Q4,BS,자산총계,2020.12.31 현재,"24,924,204,973,925"
2020,Q4,BS,유동부채,2020.12.31 현재,"5,332,915,517,233"
2020,Q4,BS,비유동부채,2020.12.31 현재,"9,992,331,039,905"
2020,Q4,BS,부채총계,2020.12.31 현재,"15,325,246,557,138"
2020,Q4,BS,자본금,2020.12.31 현재,"141,443,775,000"
2020,Q4,BS,이익잉여금,2020.12.31 현재,"8,743,149,333,568"
2020,Q4,BS,자본총계,2020.12.31 현재,"9,598,958,416,787"
2020,Q4,IS,매출액,2020.01.01 ~ 2020.12.31,2059692232543
2020,Q4,IS,영업이익,2020.01.01 ~ 2020.12.31,146888228653
2020,Q4,IS,법인세차감전 순이익,2020.01.01 ~ 2020.12.31,-486593033825
2020,Q4,IS,당기순이익,2020.01.01 ~ 2020.12.31,-497080637924
2020,Q4,IS,당기순이익(손실),2020.01.01 ~ 2020.12.31,-497080637924
