Variable,VIF
const,1.1245852617283933
F_유동자산 변화율,1.1902526053869376
F_비유동자산 변화율,3.553466942579272
F_유동부채 변화율,1.1516820413477287
F_비유동부채 변화율,1.0243626235675305
F_부채총계 변화율,1.904430970234897
F_이익잉여금 변화율,1.0045908871945064
F_자본총계 변화율,2.7299567513325114
F_매출액 변화율,1.5201913752228022
F_영업이익 변화율,1.5156756221728094
F_법인세차감전 순이익 변화율,1.0235554726361842
F_당기순이익(손실) 변화율,1.0072252502427583
M_소비자물가지수 변화율,1.308100110754794
M_금리 변화율,3.3540083453795506
M_수출액 변화율,7.362030954472635
M_실업률 변화율,3.3953894727117535
M_국제유가 변화율,3.786545499304618
