,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,이익잉여금 변화율,유동자산 변화율,유동부채 변화율,당기순이익(손실) 변화율,국제유가 변화율,Label,Code
32,유한양행,2016,Q4,헬스케어,-0.0777993263259322,8.903734344669317,0.0426784109198739,0.05292086420349462,-0.03579681886620145,10.41868814209412,0.07425742574257432,0.05727365236155104,000100
32,일동제약,2016,Q4,헬스케어,-0.44602156784564295,6.123940197599727,0.0007244241067685397,0.027584593198592966,0.04361272968896568,-0.9972951543587065,0.07425742574257432,-0.07016772285535461,000230
32,조선내화,2016,Q4,철강_소재,-0.14737252375136384,0.11786187693217753,0.0162658941913012,0.062408710660015076,0.33149815781361536,0.3966461935807486,0.07425742574257432,-0.0291484299802046,000480
32,동아쏘시오홀딩스,2016,Q4,헬스케어,-0.2526357168042266,-0.21383452917995927,0.00579446502533254,0.44779009135539005,0.00816748806045453,-1.2927506941642604,0.07425742574257432,0.054852963462831396,000640
32,영풍,2016,Q4,철강_소재,-0.23635428470249803,0.2728223891832693,0.0039462044052551715,0.019344881444874673,-0.02379695064042886,0.19471892787211242,0.07425742574257432,-0.04912454758259855,000670
32,동국제강,2016,Q4,철강_소재,0.2366102338807522,-2.4169203896982956,-0.055431784565136644,0.008778943993220656,0.003315355900231687,-1.9895918469219747,0.07425742574257432,-0.1353534143764927,001230
32,세아베스틸,2016,Q4,철강_소재,0.013813479603057802,-0.014759998866663682,0.015248611007558699,0.043796763977874464,1.266351355679184,2.561691861727792,0.07425742574257432,-0.08047981011969141,001430
32,고려제강,2016,Q4,철강_소재,-0.1449928696559611,0.34930231863261985,0.005797279844001357,0.09912303905968356,0.1328554694626214,0.08864584140787013,0.07425742574257432,-0.08755903846896625,002240
32,부광약품,2016,Q4,헬스케어,-0.15125339957992842,-0.2112132200182104,0.005975085894379006,-0.0032826245820556377,0.12888512906426386,-0.1235145451395937,0.07425742574257432,-0.011175219433781601,003000
32,세아제강,2016,Q4,철강_소재,-0.010978750295810732,1.7514074189846052,-0.0072307915758352825,0.13263718886235298,0.004465198152206584,-2.452221661994699,0.07425742574257432,0.004857649723900681,003030
32,영진약품,2016,Q4,헬스케어,-0.2861865203969422,-1.4002195078504467,0.09397093618617736,-0.0009312232616398575,0.024538633845596403,-1.1868555884922374,0.07425742574257432,0.11486002590197653,003520
32,현대제철,2016,Q4,철강_소재,0.04664328826368218,-0.6026907087677421,0.014277709254098214,0.0261409133210051,0.05016750178688434,-0.6221541148856881,0.07425742574257432,-0.10366545839367891,004020
32,삼광글라스,2016,Q4,철강_소재,-0.149271919845978,1.1755051177276323,-0.02386779693286578,-0.04976014645511151,0.2266641308538122,0.8047691090225011,0.07425742574257432,-0.0609245815231092,005090
32,POSCO,2016,Q4,철강_소재,0.025641436592305125,-0.3895338402295845,0.009765042998288509,0.04330269360357675,0.126311079589009,-0.22343225279823586,0.07425742574257432,-0.12269171515578473,005490
32,녹십자,2016,Q4,헬스케어,-0.13201985373027553,-0.17435825092375978,0.026754197662302692,-0.10121716249187862,-0.16140646548601967,-0.2372042847114697,0.07425742574257432,0.057138069288829675,006280
32,일양약품,2016,Q4,헬스케어,-0.22605738399661934,-0.06584283299512794,-0.18735571971763565,-0.1320264409967491,-0.06500926800034934,0.9131458742079719,0.07425742574257432,0.030326225598005095,007570
32,서흥,2016,Q4,헬스케어,-0.17877250932823466,0.26973925254871434,0.030696192064319616,-0.05129765336122605,-0.01748674462176114,0.20684065109568506,0.07425742574257432,-0.04941481079204429,008490
32,광동제약,2016,Q4,헬스케어,-0.0900739170257911,-0.690831244927651,0.009268426738030522,-0.009796229607698215,-0.046503280391291035,-0.6830855901995301,0.07425742574257432,-0.04471522932080928,009290
32,무림P&P,2016,Q4,철강_소재,-0.10232083653125833,-2.2758732678823126,-0.03454349538767354,0.013425850212250623,0.04676489605932477,-2.285966404028449,0.07425742574257432,-0.08745173200031178,009580
32,고려아연,2016,Q4,철강_소재,-0.21336761181161024,0.45602251731381704,0.030541135191520352,-0.13914189408826694,0.0020885049326673233,0.4893052834115632,0.07425742574257432,-0.08259713105397186,010130
32,대웅제약,2016,Q4,헬스케어,-0.052516061062766045,0.6901637643201044,0.04928001348134048,0.09915343280354394,0.44603446276908953,1.7605204272365755,0.07425742574257432,0.08004819637260743,069620
32,풍산,2016,Q4,철강_소재,-0.14695127517665957,1.1246017923939586,-0.05180458230385965,0.008345398169703477,0.04405429599054944,1.2717722789577128,0.07425742574257432,-0.03965446938268989,103140
32,한국철강,2016,Q4,철강_소재,-0.1800884569441198,0.24474328732577977,0.05124966156687605,0.01854455340926764,-0.000638105814662393,-0.12028322009126113,0.07425742574257432,0.005729494479534837,104700
32,한미약품,2016,Q4,헬스케어,-0.3288709999347528,7.055552299138949,-0.2720612627820843,0.07300904611900161,0.002415616754143146,-91.57112320925594,0.07425742574257432,0.22556129134254177,128940
32,동아에스티,2016,Q4,헬스케어,-0.15258150747025187,0.1643917229132308,0.058898200702318215,0.05542060544930383,0.11862558930254274,0.45232430212832875,0.07425742574257432,-0.011747162235888509,170900
32,종근당,2016,Q4,헬스케어,-0.0911545614360885,-0.12479702114894986,0.4426377601475724,0.057376220923670784,0.17640619503836397,-0.11645182865375758,0.07425742574257432,0.0750055499277125,185750
