,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,소비자물가지수 변화율,환율 변화율,주택가격 변화율,GDP 변화율,금리 변화율,Label,Code
0,경방,2025,Q2,경기소비재,-0.32714376417064067,0.29243286640451815,0.09310001818956182,-0.03660744169047303,-1.2012264078434025,0.047557177658022365,-0.027942221169784176,-0.32714376417064067,000050
0,유한양행,2025,Q2,헬스케어,-0.18038781866152037,-0.00840653802685598,0.09310094012993764,-0.03660744169047303,-1.2012227228216532,0.047557177658022365,-0.027942221169784176,-0.18038781866152037,000100
0,일동제약,2025,Q2,헬스케어,0.1653324801427998,-1.3435640240767788,0.0931319303113145,-0.03660744169047303,-1.2012044364855485,0.047557177658022365,-0.027942221169784176,0.1653324801427998,000230
0,한국타이어월드와이드,2025,Q2,경기소비재,0.1589532424544379,-0.8931893992565676,0.09303728509816911,-0.03660744169047303,-1.2012338663443578,0.047557177658022365,-0.027942221169784176,0.1589532424544379,000240
0,기아차,2025,Q2,경기소비재,-0.1222168122093142,-0.09443060012794235,0.09386924171187738,-0.03660744169047303,-1.1681506921151925,0.047557177658022365,-0.027942221169784176,-0.1222168122093142,000270
0,동아쏘시오홀딩스,2025,Q2,헬스케어,-0.12477854110563781,-1.400998272111038,0.09312223740320036,-0.03660744169047303,-1.2012073623124895,0.047557177658022365,-0.027942221169784176,-0.12477854110563781,000640
0,SK네트웍스,2025,Q2,경기소비재,-0.15569650268829285,-4.053604820278412,0.07681743588525558,-0.03660744169047303,-0.995707236128817,0.047557177658022365,-0.027942221169784176,-0.15569650268829285,001740
0,넥센타이어,2025,Q2,경기소비재,-0.2603792537585893,-0.07926107254310177,0.09313184105220684,-0.03660744169047303,-1.2011882590148126,0.047557177658022365,-0.027942221169784176,-0.2603792537585893,002350
0,부광약품,2025,Q2,헬스케어,-0.32301761425089603,2.200558508004523,0.09312548332397852,-0.03660744169047303,-1.2012037835008815,0.047557177658022365,-0.027942221169784176,-0.32301761425089603,003000
0,일신방직,2025,Q2,경기소비재,-0.15775650841196331,-1.0433181776197045,0.09312335155513995,-0.03660744169047303,-1.2012030636062974,0.047557177658022365,-0.027942221169784176,-0.15775650841196331,003200
0,영진약품,2025,Q2,헬스케어,-0.20777006726536287,-0.6529528993055396,0.09313230630010438,-0.03660744169047303,-1.201203421509479,0.047557177658022365,-0.027942221169784176,-0.20777006726536287,003520
0,쌍용차,2025,Q2,경기소비재,-0.232208251344071,-0.705986605764877,0.09314381323490761,-0.03660744169047303,-1.2012506983786737,0.047557177658022365,-0.027942221169784176,-0.232208251344071,003620
0,한솔홀딩스,2025,Q2,경기소비재,-0.001933307812643309,-0.19555321494486588,0.09312823322002584,-0.03660744169047303,-1.2012058569657855,0.047557177658022365,-0.027942221169784176,-0.001933307812643309,004150
0,신세계,2025,Q2,경기소비재,-0.25724655709088956,-0.970571979924626,0.09277258532990285,-0.03660744169047303,-1.201343243957927,0.047557177658022365,-0.027942221169784176,-0.25724655709088956,004170
0,세방전지,2025,Q2,경기소비재,-0.3387116267092566,-0.5809729960838809,0.09313042724922749,-0.03660744169047303,-1.2012132662816353,0.047557177658022365,-0.027942221169784176,-0.3387116267092566,004490
0,조광피혁,2025,Q2,경기소비재,-0.05308615557566057,-0.2162626422660746,0.0931348184970191,-0.03660744169047303,-1.2012019494374244,0.047557177658022365,-0.027942221169784176,-0.05308615557566057,004700
0,현대차,2025,Q2,경기소비재,-0.13861917400670626,-0.4748939960085301,0.06398974323221762,-0.03660744169047303,-0.9923737109554898,0.047557177658022365,-0.027942221169784176,-0.13861917400670626,005380
0,에스엘,2025,Q2,경기소비재,-0.2330736766232088,-0.09686528301518604,0.09317168483896343,-0.03660744169047303,-1.2011834123431684,0.047557177658022365,-0.027942221169784176,-0.2330736766232088,005850
0,녹십자,2025,Q2,헬스케어,-0.12338699016110612,-0.33817269270694916,0.09313486289693151,-0.03660744169047303,-1.2012156338077322,0.047557177658022365,-0.027942221169784176,-0.12338699016110612,006280
0,동아타이어,2025,Q2,경기소비재,-0.06775719621717688,-0.521404064650397,0.09317440238941166,-0.03660744169047303,-1.20115644090173,0.047557177658022365,-0.027942221169784176,-0.06775719621717688,007340
0,일양약품,2025,Q2,헬스케어,-0.2157647863500042,-1.0183609186926432,0.09313090095444454,-0.03660744169047303,-1.2012046887546366,0.047557177658022365,-0.027942221169784176,-0.2157647863500042,007570
0,서연,2025,Q2,경기소비재,-0.06565695560708756,-1.0158052302837848,0.09312927139775051,-0.03660744169047303,-1.2012045494631363,0.047557177658022365,-0.027942221169784176,-0.06565695560708756,007860
0,서흥,2025,Q2,헬스케어,-0.12209020690401884,2.1147611777740636,0.09313134564610404,-0.03660744169047303,-1.2012038653874342,0.047557177658022365,-0.027942221169784176,-0.12209020690401884,008490
0,호텔신라,2025,Q2,경기소비재,-0.09784476451296314,4.532433727997219,0.09312005677642987,-0.03660744169047303,-1.2012781311419722,0.047557177658022365,-0.027942221169784176,-0.09784476451296314,008770
0,한샘,2025,Q2,경기소비재,-0.1840254719191959,2.764995567705409,0.09310600441419759,-0.03660744169047303,-1.2012187794284317,0.047557177658022365,-0.027942221169784176,-0.1840254719191959,009240
0,광동제약,2025,Q2,헬스케어,-0.1417282751938176,-0.5805215473984009,0.09313232193881649,-0.03660744169047303,-1.2012019527044795,0.047557177658022365,-0.027942221169784176,-0.1417282751938176,009290
0,모토닉,2025,Q2,경기소비재,-0.19818982991186204,-0.15998008331057412,0.09312654744957438,-0.03660744169047303,-1.201204423671444,0.047557177658022365,-0.027942221169784176,-0.19818982991186204,009680
0,화신,2025,Q2,경기소비재,-0.18116688922013777,-1.3029189855318433,0.09313536766400854,-0.03660744169047303,-1.2012008643739494,0.047557177658022365,-0.027942221169784176,-0.18116688922013777,010690
0,현대위아,2025,Q2,경기소비재,-0.08722068578294812,-0.9997725407786526,0.0925127657563507,-0.03660744169047303,-1.201632618617741,0.047557177658022365,-0.027942221169784176,-0.08722068578294812,011210
0,현대모비스,2025,Q2,경기소비재,-0.07262753144804343,-0.10295560513622226,0.08260514509127082,-0.03660744169047303,-1.084284493575324,0.047557177658022365,-0.027942221169784176,-0.07262753144804343,012330
0,에스원,2025,Q2,경기소비재,-0.09239877327810878,0.6371058574214588,0.0931069820334236,-0.03660744169047303,-1.2012154369032368,0.047557177658022365,-0.027942221169784176,-0.09239877327810878,012750
0,한온시스템,2025,Q2,경기소비재,-0.17046390737772565,-0.2912250969180771,0.09335506330663756,-0.03660744169047303,-1.200886441629288,0.047557177658022365,-0.027942221169784176,-0.17046390737772565,018880
0,대교,2025,Q2,경기소비재,-0.30631192223492587,-2.8322537788064004,0.09311431266925996,-0.03660744169047303,-1.2012197589844065,0.047557177658022365,-0.027942221169784176,-0.30631192223492587,019680
0,한섬,2025,Q2,경기소비재,-0.2862378271140041,-1.0044263766531623,0.09311759189931457,-0.03660744169047303,-1.2011937845623586,0.047557177658022365,-0.027942221169784176,-0.2862378271140041,020000
0,코웨이,2025,Q2,경기소비재,-0.153234402295556,-0.29193505431374867,0.09324879651935558,-0.03660744169047303,-1.2011949700535676,0.047557177658022365,-0.027942221169784176,-0.153234402295556,021240
0,롯데쇼핑,2025,Q2,경기소비재,-0.3450415982893549,-1.1478009766294364,0.07365795575266998,-0.03660744169047303,-0.9399035344932134,0.047557177658022365,-0.027942221169784176,-0.3450415982893549,023530
0,삼성물산,2025,Q2,경기소비재,0.055387510185048144,-0.8303965149675622,0.0538017183267705,-0.03660744169047303,-0.5728673992649409,0.047557177658022365,-0.027942221169784176,0.055387510185048144,028260
0,세종공업,2025,Q2,경기소비재,-0.17605212709275292,-0.7171166509809245,0.09303594785567237,-0.03660744169047303,-1.2011888051680262,0.047557177658022365,-0.027942221169784176,-0.17605212709275292,033530
0,강원랜드,2025,Q2,경기소비재,-0.15775776783084228,-0.1922515641169703,0.09291735907607879,-0.03660744169047303,-1.2012064796235022,0.047557177658022365,-0.027942221169784176,-0.15775776783084228,035250
0,한라홀딩스,2025,Q2,경기소비재,-0.2606604220236285,-0.6780795690003355,0.09311621189143171,-0.03660744169047303,-1.2011992894031878,0.047557177658022365,-0.027942221169784176,-0.2606604220236285,060980
0,S&T모티브,2025,Q2,경기소비재,-0.07968359330940769,-0.26004358318216325,0.09312117899098826,-0.03660744169047303,-1.2012041998301115,0.047557177658022365,-0.027942221169784176,-0.07968359330940769,064960
0,대웅제약,2025,Q2,헬스케어,-0.3136310323544046,0.6741335804496675,0.09315002959314111,-0.03660744169047303,-1.2011956685038934,0.047557177658022365,-0.027942221169784176,-0.3136310323544046,069620
0,현대백화점,2025,Q2,경기소비재,-0.14178148932749152,-0.2826541757938713,0.09287089570220752,-0.03660744169047303,-1.2011749015230664,0.047557177658022365,-0.027942221169784176,-0.14178148932749152,069960
