,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,부채총계 변화율,이익잉여금 변화율,영업이익 변화율,비유동자산 변화율,기말 소유주식 지분율 변화율,Label,Code
26,대림산업,2018,Q2,건설,-0.018774693966500014,0.3971853095173552,-0.01844083635489735,0.023281696970536947,-0.1288337117840348,-0.007932405246263374,0.0,0.10832945931949682,000210
26,현대건설,2018,Q2,건설,-0.11637786043398607,0.3971853095173552,-0.0007918600333016723,0.03445893158719038,0.15000412779658223,0.011112908624344442,0.0,-0.060928753437617986,000720
26,KCC,2018,Q2,건설,-0.035773377730494466,0.3971853095173552,-0.2048994808410538,-0.06198452312359948,0.5363071192152258,-0.13248476907553897,0.0,-0.1296050422332642,002380
26,한일시멘트,2018,Q2,건설,-0.20600830892219196,0.3971853095173552,1.781427771761138,0.016798610935990554,-1.3039374601962934,-0.4063172322313674,0.0,-0.2000711357221891,003300
26,아이에스동서,2018,Q2,건설,0.07712530375400571,0.3971853095173552,-0.2566698562902713,0.3793381938432665,7.994881247456782,-0.011600036577747441,0.0,-0.0011112333954137188,010780
26,현대산업,2018,Q2,건설,0.0,0.3971853095173552,-0.9850575422499437,0.32195097123738603,-1.470205593387627,0.22621982599332946,0.0,-0.24677706086944673,012630
26,삼성엔지니어링,2018,Q2,건설,-0.0625116088235376,0.3971853095173552,-0.05716400424272883,1.2690374749547888,2.226890326205693,0.013469848769974035,0.0,0.17281523017777195,028050
26,대우건설,2018,Q2,건설,-0.14720956152333123,0.3971853095173552,0.02862519674190822,-0.2644914666256174,-0.17599656819839105,-0.005102283320134515,0.0,-0.040184176886632145,047040
26,한전기술,2018,Q2,건설,-0.39984559357520577,0.3971853095173552,-0.11974720845356979,0.0014954703462515262,-0.8217791545752462,-0.01749376021627247,0.0,0.00956350929381184,052690
26,LG하우시스,2018,Q2,건설,-0.022239899240993025,0.3971853095173552,-0.09544908419619658,0.016903572800614608,-0.0737015793195569,0.01369006079820756,0.0,-0.21825607578212913,108670
