code,name,sector
30,Woori_Bank,Financials
50,Kyungbang,Materials_&_Chemicals
80,Hite_Jinro,Consumer_Goods_&_Retail
100,Yuhan_Corporation,Healthcare
120,CJ_Logistics,Trading_&_Logistics
150,Doosan_Corp,Conglomerate
210,DL_Holdings,Conglomerate
230,Ildong_Pharmaceutical,Healthcare
240,Hankook_Tire_Worldwide,Automotive_&_Parts
270,Kia_Corp,Automotive_&_Parts
480,Chosun_Refractories,Materials_&_Chemicals
640,Dong-A_Socio_Holdings,Conglomerate
660,S_hynix,Technology
670,Youngpoong,Materials_&_Chemicals
720,Hyundai_E&C,Construction_&_Real_Estate
810,Samsung_Fire_&_Marine_Insurance,Financials
880,Hanwha_Corp,Conglomerate
1040,CJ_Corp,Conglomerate
1120,LG_International,Conglomerate
1230,Dongkuk_Steel,Materials_&_Chemicals
1430,SeAH_Besteel,Materials_&_Chemicals
1680,Daesang,Consumer_Goods_&_Retail
1740,SK_Networks,Consumer_Services
1800,Orion_Corp,Agriculture_&_Food
2240,KIS_Wire,Materials_&_Chemicals
2270,Lotte_Foods,Agriculture_&_Food
2350,Nexen_Tire,Automotive_&_Parts
2380,KCC,Materials_&_Chemicals
2790,AmoreG,Consumer_Goods_&_Retail
2960,Korea_Shell_Petroleum,Energy_&_Utilities
3000,Bukwang_Pharmaceutical,Healthcare
3030,SeAH_Steel,Materials_&_Chemicals
3200,Ilshin_Spinning,Materials_&_Chemicals
3240,Taekwang_Industrial,Industrials_&_Machinery
3300,Hanil_Cement,Materials_&_Chemicals
3410,Ssangyong_Cement,Materials_&_Chemicals
3450,Hyundai_Securities,Financials
3490,Korean_Air,Automotive_&_Parts
3520,Youngjin_Pharmaceutical,Healthcare
3550,LG_Corp,Conglomerate
3570,S&T_Heavy_Industries,Industrials_&_Machinery
3620,SsangYong_Motor,Automotive_&_Parts
3920,Namyang_Dairy_Products,Agriculture_&_Food
4000,Samsung_Fine Chemicals,Materials_&_Chemicals
4020,Hyundai_Steel,Materials_&_Chemicals
4150,Hansol_Holdings,Conglomerate
4170,Shinsegae,Consumer_Goods_&_Retail
4370,Nongshim,Agriculture_&_Food
4490,SEBANG_Global_Battery,Automotive_&_Parts
4700,Chokwang_Leather,Consumer_Goods_&_Retail
4710,Hansol_Technics,Technology
4800,Hyosung,Industrials_&_Machinery
4990,Lotte_Confectionery,Consumer_Goods_&_Retail
5090,Samkwang_Glass,Industrials_&_Machinery
5180,Binggrae,Agriculture_&_Food
5300,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail
5380,Hyundai_Motor,Automotive_&_Parts
5440,Hyundai_Green_Food,Agriculture_&_Food
5490,POSCO_Holdings,Materials_&_Chemicals
5610,SPC_Samlip,Agriculture_&_Food
5740,Crown_Confectionery,Agriculture_&_Food
