code,name,sector
5830,DB_Insurance,Financials
5850,SL_Corp,Consumer_Goods_&_Retail
5930,Samsung_Electronics,Technology
5940,NH_Investment_&_Securities,Financials
6120,SK_Chemicals,Healthcare
6260,LS_Corp,Conglomerate
6280,GC_Biopharma,Healthcare
6400,Samsung_SDI,Technology
6650,Korea_Petrochemical_Ind,Materials_&_Chemicals
6800,Daewoo_Securities,Financials
7070,GS_Retail,Consumer_Goods_&_Retail
7310,Ottogi,Agriculture_&_Food
7340,Dong-A_Tire,Automotive_&_Parts
7570,Ilyang_Pharmaceutical,Healthcare
7690,Kukdo_Chemical,Materials_&_Chemicals
7860,Seoyon,Automotive_&_Parts
8060,Daeduck_Electronics,Technology
8490,Seohung,Automotive_&_Parts
8770,Hotel_Shilla,Consumer_Services
9150,Samsung_Electro-Mechanics,Technology
9240,Hanssem,Consumer_Goods_&_Retail
9290,Kwang_Dong_Pharmaceutical,Healthcare
9540,Hyundai_Heavy_Industries,Industrials_&_Machinery
9580,Moorim_P&P,Materials_&_Chemicals
9680,Motonic,Automotive_&_Parts
9830,Hanwha_Solutions,Materials_&_Chemicals
10060,OCI,Materials_&_Chemicals
10120,LS_Electric,Industrials_&_Machinery
10130,Korea_Zinc,Materials_&_Chemicals
10140,Samsung_Heavy Industries,Industrials_&_Machinery
10620,Hyundai_Mipo_Dockyard,Industrials_&_Machinery
10690,Hwashin,Automotive_&_Parts
10780,IS_Dongseo,Technology
10950,S-Oil,Energy_&_Utilities
11070,LG_Innotek,Technology
11170,Lotte_Chemical,Materials_&_Chemicals
11200,Hyundai_Merchant_Marine,Transportation
11210,Hyundai_WIA,Industrials_&_Machinery
11780,Kumho_Petrochemical,Materials_&_Chemicals
11790,SKC,Materials_&_Chemicals
12330,Hyundai_Mobis,Automotive_&_Parts
12450,Hanwha_Aerospace,Industrials_&_Machinery
12630,Hyundai_Development_Company,Construction_&_Real_Estate
12750,S-1_Corporation,Financials
14680,Hansol_Chemical,Materials_&_Chemicals
14820,Dongwon_Systems,Industrials_&_Machinery
14830,UNID,Consumer_Goods_&_Retail
15760,Korea_Electric_Power_Corporation_(KEPCO),Energy_&_Utilities
16360,Samsung_Securities,Financials
17670,SK_Telecom,Telecommunications_&_Media
17800,Hyundai_Elevator,Industrials_&_Machinery
18260,Samsung_SDS,Technology
18880,Hanon_Systems,Automotive_&_Parts
19680,Daekyo,Consumer_Services
20000,Hansum,Automotive_&_Parts
20150,Iljin_Materials,Materials_&_Chemicals
21240,Coway,Consumer_Goods_&_Retail
23530,Lotte_Shopping,Consumer_Goods_&_Retail
24110,IBK_(Industrial_Bank_of_Korea),Financials
25540,Korea_Electric_Terminal,Energy_&_Utilities
25860,Namhae_Chemical,Materials_&_Chemicals
28050,Samsung_Engineering,Industrials_&_Machinery
28260,Samsung_C&T,Construction_&_Real_Estate
29530,Sindoh,Consumer_Goods_&_Retail
29780,Samsung_Card,Financials
30000,Cheil_Worldwide,Consumer_Goods_&_Retail
30200,KT_Corp,Telecommunications_&_Media
32640,LG_Uplus,Telecommunications_&_Media
32830,Samsung_Life_Insurance,Financials
33530,Sejong_Industrial,Industrials_&_Machinery
33780,KT&G,Consumer_Goods_&_Retail
33920,Muhak,Agriculture_&_Food
34020,Doosan_Heavy_Industries,Industrials_&_Machinery
34120,SBS_Media,Telecommunications_&_Media
34220,LG_Display,Technology
34730,SK_Holdings,Conglomerate
35250,Kangwon_Land,Consumer_Services
35420,NAVER_Corp,Technology
36460,Korea_Gas_Corporation,Energy_&_Utilities
36570,NCSOFT,Technology
36580,Farmsco,Agriculture_&_Food
37620,Mirae_Asset_Securities,Financials
42660,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery
42670,Doosan_Infracore,Industrials_&_Machinery
42700,Hanmi_Semiconductor,Technology
47040,Daewoo_E&C,Construction_&_Real_Estate
47050,Daewoo_International,Trading_&_Logistics
47810,Korea_Aerospace_Industries,Industrials_&_Machinery
49770,Dongwon_F&B,Agriculture_&_Food
51600,KEPCO_KPS,Energy_&_Utilities
51900,LG_Household & Health Care,Consumer_Goods_&_Retail
51910,LG_Chem,Materials_&_Chemicals
52690,KEPCO_E&C,Construction_&_Real_Estate
55550,Shinhan_Financial_Group,Financials
60980,Halla_Holdings,Conglomerate
64350,Hyundai_Rotem,Industrials_&_Machinery
64960,S&T_Motiv,Industrials_&_Machinery
66570,LG_Electronics,Technology
68870,LG_Life Sciences,Healthcare
69260,Huchems,Materials_&_Chemicals
69620,Daewoong_Pharmaceutical,Healthcare
69960,Hyundai_Department_Store,Consumer_Goods_&_Retail
71050,Korea_Investment_Holdings,Financials
73240,Kumho_Tire,Automotive_&_Parts
78520,Able_C&C,Consumer_Goods_&_Retail
78930,GS_Holdings,Conglomerate
79430,Hyundai_Livart,Consumer_Goods_&_Retail
79980,Huvepharma,Healthcare
82740,Doosan_Engine,Industrials_&_Machinery
84870,Basic_House,Consumer_Goods_&_Retail
86280,Hyundai_Glovis,Automotive_&_Parts
86790,Hana_Financial_Group,Financials
88350,Hanwha_Life_Insurance,Financials
90430,Amorepacific,Consumer_Goods_&_Retail
93050,LF_Corp,Consumer_Goods_&_Retail
93370,Huvis,Materials_&_Chemicals
96770,SK_Innovation,Energy_&_Utilities
97230,HHI_Heavy_Industries,Industrials_&_Machinery
97950,CJ_CheilJedang,Consumer_Goods_&_Retail
103140,Poongsan,Materials_&_Chemicals
104700,Korea_Steel,Materials_&_Chemicals
105560,KB_Financial_Group,Financials
105630,Hansea,Consumer_Goods_&_Retail
108670,LG_Hausys,Materials_&_Chemicals
111770,Youngone_Corporation,Consumer_Goods_&_Retail
114090,GKL,Consumer_Services
115390,Lock_&_Lock,Consumer_Goods_&_Retail
120110,Kolon_Industries,Materials_&_Chemicals
128940,Hanmi_Pharmaceutical,Healthcare
138930,BNK_Financial_Group,Financials
139480,Emart,Consumer_Goods_&_Retail
145990,Samyang_Foods,Agriculture_&_Food
161390,Hankook_Tire_&_Technology,Automotive_&_Parts
161890,KOLMAR_Korea,Healthcare
170900,Dong-A_ST,Consumer_Goods_&_Retail
185750,Jongkundang,Consumer_Goods_&_Retail
192820,COSMAX,Healthcare
