code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,영업비용
1040,CJ_Corp,생활소비재,2015,Q4,"155,690,795,000","2,796,151,186,000","2,951,841,981,000","171,149,945,000","110,442,851,000","281,592,796,000","157,698,560,000","1,685,790,522,000","2,670,249,185,000",103624034000.0,52873578000,46862651000,44173601000,44173601000,,
1040,CJ_Corp,생활소비재,2016,Q1,"185,096,075,000","2,794,071,169,000","2,979,167,244,000","198,679,567,000","110,570,297,000","309,249,864,000","157,762,310,000","1,684,567,368,000","2,669,917,380,000",54237893000.0,42183544000,40782061000,37258536000,37258536000,,
1040,CJ_Corp,생활소비재,2016,Q2,"159,221,415,000","2,794,154,953,000","2,953,376,368,000","162,587,580,000","111,369,634,000","273,957,214,000","157,806,310,000","1,692,224,716,000","2,679,419,154,000",21983043000.0,11107916000,9502786000,7657348000,7657348000,,
1040,CJ_Corp,생활소비재,2016,Q3,"172,454,168,000","2,792,426,248,000","2,964,880,416,000","164,451,264,000","112,176,974,000","276,628,238,000","157,899,810,000","1,699,965,811,000","2,688,252,178,000",22981066000.0,11206722000,9777082000,7741095000,7741095000,,
1040,CJ_Corp,생활소비재,2016,Q4,"43,300,443,000","2,784,072,474,000","2,827,372,917,000","28,619,124,000","106,497,130,000","135,116,254,000","157,914,810,000","1,703,760,830,000","2,692,256,663,000",25212697000.0,-5690556000,5561237000,4348105000,4348105000,,
1040,CJ_Corp,생활소비재,2017,Q1,"71,913,126,000","2,781,057,851,000","2,852,970,977,000","50,259,010,000","107,363,248,000","157,622,258,000","157,914,810,000","1,706,906,636,000","2,695,348,719,000",56677737000.0,45421051000,45540806000,41685878000,41685878000,,
1040,CJ_Corp,생활소비재,2017,Q2,"46,416,896,000","2,781,059,726,000","2,827,476,622,000","119,479,774,000","8,223,572,000","127,703,346,000","157,914,810,000","1,712,357,811,000","2,699,773,276,000",23498614000.0,7434277000,6827108000,5451175000,5451175000,,
1040,CJ_Corp,생활소비재,2017,Q3,"48,305,527,000","2,788,013,335,000","2,836,318,862,000","120,107,601,000","10,690,250,000","130,797,851,000","157,914,810,000","1,718,105,546,000","2,705,521,011,000",24958591000.0,8008277000,7386803000,5747735000,5747735000,,
1040,CJ_Corp,생활소비재,2017,Q4,"54,058,009,000","2,789,526,288,000","2,843,584,297,000","127,098,466,000","6,976,259,000","134,074,725,000","157,914,810,000","1,725,052,995,000","2,709,509,572,000",,7677593000,7311101000,6141402000,6141402000,,
1040,CJ_Corp,생활소비재,2018,Q1,"152,867,855,000","2,682,922,209,000","2,835,790,064,000","161,065,729,000","8,509,818,000","169,575,547,000","157,914,810,000","1,690,865,162,000","2,666,214,517,000",,47535243000,-4867516000,4287617000,4287617000,,
1040,CJ_Corp,생활소비재,2018,Q2,"112,744,434,000","2,705,910,805,000","2,818,655,239,000","23,887,411,000","109,303,526,000","133,190,937,000","157,914,810,000","1,710,114,947,000","2,685,464,302,000",,11410916000,27343735000,19249785000,19249785000,,
1040,CJ_Corp,생활소비재,2018,Q3,"80,017,191,000","2,718,922,704,000","2,798,939,895,000","39,262,699,000","110,803,351,000","150,066,050,000","157,914,810,000","1,714,082,561,000","2,648,873,845,000",,11278726000,5238620000,3967616000,3967616000,,
1040,CJ_Corp,생활소비재,2018,Q4,"53,528,228,000","2,758,417,010,000","2,811,945,238,000","49,584,193,000","108,655,327,000","158,239,520,000","157,914,810,000","1,718,914,435,000","2,653,705,718,000",,8738225000,12714063000,8640029000,8640029000,,
1040,CJ_Corp,생활소비재,2019,Q1,"66,176,198,000","2,776,910,081,000","2,843,086,279,000","96,006,996,000","112,217,419,000","208,224,415,000","157,914,810,000","1,700,070,581,000","2,634,861,864,000",,46099190000,43539211000,43257957000,43257957000,,
1040,CJ_Corp,생활소비재,2019,Q2,"26,979,619,000","2,766,879,288,000","2,793,858,907,000","32,919,216,000","113,323,076,000","146,242,292,000","179,047,370,000","1,691,794,208,000","2,647,616,615,000",,6825701000,-9673903000,-8276373000,-8276373000,,
1040,CJ_Corp,생활소비재,2019,Q3,"36,906,720,000","2,776,482,734,000","2,813,389,454,000","45,199,646,000","108,939,461,000","154,139,107,000","179,047,370,000","1,704,219,698,000","2,659,250,347,000",,11646033000,16107620000,12425490000,12425490000,,
1040,CJ_Corp,생활소비재,2019,Q4,"79,889,999,000","2,900,422,114,000","2,980,312,113,000","92,209,701,000","104,178,290,000","196,387,991,000","179,047,370,000","1,718,919,485,000","2,783,924,122,000",,10165006000,17706166000,15874819000,15874819000,,
1040,CJ_Corp,생활소비재,2020,Q1,"190,642,289,000","2,885,612,339,000","3,076,254,628,000","205,144,907,000","105,312,078,000","310,456,985,000","179,047,370,000","1,700,793,006,000","2,765,797,643,000",,54054372000,43672864000,44018723000,44018723000,,
1040,CJ_Corp,생활소비재,2020,Q2,"96,655,389,000","2,882,186,343,000","2,978,841,732,000","196,747,384,000","6,541,663,000","203,289,047,000","179,047,370,000","1,710,548,048,000","2,775,552,685,000",,5925720000,13926736000,9755042000,9755042000,,
1040,CJ_Corp,생활소비재,2020,Q3,"47,396,566,000","2,963,150,741,000","3,010,547,307,000","220,257,423,000","7,645,747,000","227,903,170,000","179,047,370,000","1,717,639,500,000","2,782,644,137,000",,8882752000,9269582000,7091453000,7091453000,,
1040,CJ_Corp,생활소비재,2020,Q4,"44,607,472,000","3,140,865,986,000","3,185,473,458,000","409,466,153,000","2,027,328,000","411,493,481,000","179,047,370,000","1,708,975,340,000","2,773,979,977,000",,21158764000,-291058000,-8678436000,-8678436000,,
1040,CJ_Corp,생활소비재,2021,Q1,"96,918,907,000","3,128,631,650,000","3,225,550,557,000","211,807,255,000","252,091,899,000","463,899,154,000","179,047,370,000","1,696,646,766,000","2,761,651,403,000",,57790952000,56380336000,54846263000,54846263000,,
1040,CJ_Corp,생활소비재,2021,Q2,"25,566,079,000","3,126,273,507,000","3,151,839,586,000","130,030,491,000","252,839,426,000","382,869,917,000","179,047,370,000","1,703,965,032,000","2,768,969,669,000",,11667998000,9711518000,7318266000,7318266000,,
1040,CJ_Corp,생활소비재,2021,Q3,"40,778,337,000","3,123,093,640,000","3,163,871,977,000","119,747,657,000","253,093,612,000","372,841,269,000","179,047,370,000","1,726,026,071,000","2,791,030,708,000",,25538110000,24545317000,22076889000,22076889000,,
1040,CJ_Corp,생활소비재,2021,Q4,"66,527,614,000","3,120,625,273,000","3,187,152,887,000","131,981,647,000","254,442,971,000","386,424,618,000","179,047,370,000","1,735,723,632,000","2,800,728,269,000",,17441921000,15279194000,11138658000,11138658000,,
1040,CJ_Corp,생활소비재,2022,Q1,"116,485,296,000","3,118,558,381,000","3,235,043,677,000","170,255,311,000","256,091,325,000","426,346,636,000","179,047,370,000","1,743,692,404,000","2,808,697,041,000",,88266948000,87261579000,85202889000,85202889000,,
1040,CJ_Corp,생활소비재,2022,Q2,"44,249,696,000","3,125,311,999,000","3,169,561,695,000","92,071,540,000","257,840,842,000","349,912,382,000","179,047,370,000","1,754,644,676,000","2,819,649,313,000",,14747934000,12375566000,10952273000,10952273000,,
1040,CJ_Corp,생활소비재,2022,Q3,"73,821,013,000","3,147,217,456,000","3,221,038,469,000","129,152,857,000","269,547,569,000","398,700,426,000","179,047,370,000","1,757,333,406,000","2,822,338,043,000",,3525808000,1796016000,2688730000,2688730000,,
1040,CJ_Corp,생활소비재,2022,Q4,"228,230,188,000","3,121,943,662,000","3,350,173,850,000","235,316,061,000","286,090,875,000","521,406,936,000","179,047,370,000","1,763,762,277,000","2,828,766,914,000",,11062792000,9628671000,8294266000,8294266000,,
1040,CJ_Corp,생활소비재,2023,Q1,"135,784,634,000","3,119,814,074,000","3,255,598,708,000","239,721,297,000","190,985,677,000","430,706,974,000","179,047,370,000","1,759,887,097,000","2,824,891,734,000",,83405860000,81966186000,80083908000,80083908000,,
1040,CJ_Corp,생활소비재,2023,Q2,"56,336,979,000","3,119,250,978,000","3,175,587,957,000","145,075,864,000","195,355,119,000","340,430,983,000","179,047,370,000","1,770,152,337,000","2,835,156,974,000",,11891665000,11279400000,10265240000,10265240000,,
1040,CJ_Corp,생활소비재,2023,Q3,"56,243,916,000","3,218,001,977,000","3,274,245,893,000","227,185,641,000","200,288,710,000","427,474,351,000","179,047,370,000","1,781,766,905,000","2,846,771,542,000",,10166195000,13123082000,11614565000,11614565000,11614565000.0,
1040,CJ_Corp,생활소비재,2023,Q4,"44,843,195,000","3,217,743,523,000","3,262,586,718,000","163,475,779,000","244,243,617,000","407,719,396,000","179,047,370,000","1,789,862,685,000","2,854,867,322,000",235726799000.0,26955915000,9810963000,8914523000,8914523000,98426143000.0,103307164000.0
1040,CJ_Corp,생활소비재,2024,Q1,"136,095,956,000","3,217,205,815,000","3,353,301,771,000","139,983,399,000","396,606,278,000","536,589,677,000","179,047,370,000","1,751,707,457,000","2,816,712,094,000",87812361000.0,67501188000,64993586000,62550540000,62550540000,62550540000.0,20311173000.0
1040,CJ_Corp,생활소비재,2024,Q2,"63,185,569,000","3,374,782,302,000","3,437,967,871,000","128,038,246,000","347,221,146,000","475,259,392,000","179,047,370,000","1,897,703,842,000","2,962,708,479,000",62045377000.0,25561081000,186656806000,145996385000,145996385000,145996385000.0,36484296000.0
1040,CJ_Corp,생활소비재,2024,Q3,"59,340,393,000","3,374,569,201,000","3,433,909,594,000","130,089,320,000","338,131,141,000","468,220,461,000","179,047,370,000","1,900,684,496,000","2,965,689,133,000",38617017000.0,7565482000,3394748000,2980655000,2980655000,2980655000.0,31051535000.0
