,name,year,quarter,sector,Relative Return,영업이익 변화율,실업률 변화율,매출액 변화율,국제유가 변화율,자본총계 변화율,이익잉여금 변화율,전체 주식 수 변화율,전체 주주 수 변화율,비유동자산 변화율,Label,Code
4,S-1_Corporation,2023,Q3,일반서비스,-0.07484598352145133,-0.0030813704236321016,-0.03896103896103886,0.006907522035146885,-0.106533304958502,-0.02636250251994321,-0.028091286021268758,-0.0,-0.0,0.005461994520560953,0.10173618474516069,012750
4,Daekyo,2023,Q3,일반서비스,-0.06464147946448826,0.4965414675213269,-0.03896103896103886,0.02841524252616434,-0.106533304958502,0.02246495202006682,0.02758437788645418,-0.0,-0.0,-0.00603176969888497,-0.023884075021440528,019680
4,Coway,2023,Q3,일반서비스,-0.20213202794352042,-0.010824391971423264,-0.03896103896103886,-0.046611549371117444,-0.106533304958502,-0.054727583000165225,-0.058824963943580055,-0.0,-0.0,-0.0213325630479253,-0.018330304929472033,021240
4,Samsung_Engineering,2023,Q3,일반서비스,-0.15855475010189685,0.0773988115710581,-0.03896103896103886,0.1379495166109369,-0.106533304958502,-0.04693109479085322,-0.08507267816515318,-0.0,-0.0,0.013519913380888648,0.09936714717899359,028050
5,Cheil_Worldwide,2023,Q3,일반서비스,-0.0725405181606284,-0.06914010929744885,-0.03896103896103886,0.07373510307417508,-0.106533304958502,-0.045498562585777336,-0.03660892562807083,-0.0,-0.0,0.03462633401029647,0.14147084033347482,030000
4,KEPCO_E&C,2023,Q3,일반서비스,-0.11903541885842765,0.5473551076709027,-0.03896103896103886,0.005828418527660695,-0.106533304958502,-0.012700632838660963,-0.012630302814719885,-0.0,-0.0,0.01188251961580622,-0.0468252385876041,052690
