,name,year,quarter,sector,Relative Return,영업이익 변화율,실업률 변화율,매출액 변화율,국제유가 변화율,자본총계 변화율,이익잉여금 변화율,전체 주식 수 변화율,전체 주주 수 변화율,비유동자산 변화율,Label,Code
11,S-1_Corporation,2021,Q4,일반서비스,0.10665483629653005,0.7876356283365287,-0.02083333333333348,-0.03183205405491396,-0.08325393584683072,-0.008138942931263049,-0.008856320727395284,-0.12389557494698566,-0.26033140347374717,-0.014305617865133957,-0.09627284951384148,012750
11,Daekyo,2021,Q4,일반서비스,-0.08139897084990468,41.28424797059991,-0.02083333333333348,-0.0038837145079229085,-0.08325393584683072,0.08190186864560411,0.07980626225565557,-0.0,0.0716629000510316,0.06534291703423922,-0.10039993807285569,019680
11,Coway,2021,Q4,일반서비스,0.019231148872842635,-0.07814084791547904,-0.02083333333333348,-0.08198699216114602,-0.08325393584683072,-0.054468638943588,-0.059935875936261374,-0.0,0.10583322998056965,-0.09283657156931158,0.025610602662209665,021240
11,Samsung_Engineering,2021,Q4,일반서비스,0.15270366105099153,0.48927068005835506,-0.02083333333333348,-0.4827240487450759,-0.08325393584683072,-0.007886876803329113,-0.05507780101301929,-0.0,-0.5800820499523074,-0.004182537794336971,-0.08149595537602539,028050
12,Cheil_Worldwide,2021,Q4,일반서비스,-0.02173427839395449,0.39869773904664585,-0.02083333333333348,-0.172430466255999,-0.08325393584683072,-0.0026574838961159752,-0.0014701417902929226,-0.0,-0.2347570657351541,0.059907613707981144,0.006843965572591212,030000
11,KEPCO_E&C,2021,Q4,일반서비스,0.05025425118307366,3.012190599482866,-0.02083333333333348,-1.1451337680033467,-0.08325393584683072,-0.03981339095597658,-0.03957903054726053,0.004617870225013032,-1.6154950495049505,0.02167554793903037,0.7569554482927696,052690
