,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
14,Hyundai_Livart,2021,Q1,기타제조,-0.25404895159578644,-0.015428372481669506,-0.3732219462632649,-0.016000000000000014,0.011847248445459369,-0.0,-2.0127382750040668,0.003980375432345529,-0.04436824032027009,-0.01349367070508456,0.05865235729833593,079430
