,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
27,Hyundai_Livart,2017,Q4,기타제조,-0.06237846540880498,0.002275605061653474,-0.18077144502014986,0.0267857142857143,-0.2718577490751499,0.08092098189343155,0.3500195788744318,0.023583906836809665,-0.5509040775339213,-0.44711542727249265,0.41465179242282,079430
