,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
1,Hyundai_Livart,2024,Q2,기타제조,-0.0664662841614661,0.0022763832415567675,-0.01979840167061564,3.3306690738754696e-16,0.019472201371496856,-0.0,0.110334699467731,-0.030762850791552276,0.03757790313997278,0.030267142751347786,0.19951829464511164,079430
