,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
7,Hyundai_Livart,2022,Q4,기타제조,-0.07028011373519293,0.004520310424048435,0.12070563315019511,-0.023809523809523725,0.05625731355593655,-0.0,0.11456608043309557,-0.01431559495807777,-0.03547414629803436,0.01001456218495922,-0.08324757926713508,079430
