,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
0,Hyundai_Livart,2024,Q3,기타제조,0.19951829464511164,-0.0009958598205548341,0.05674568795778523,0.09523809523809512,0.01859715671800677,-0.0,0.2377021247854798,0.011538677997511404,0.02430996296440524,0.021977555179949593,0.19951829464511164,079430
