,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
12,Hyundai_Livart,2021,Q3,기타제조,0.02137115368965494,-0.0003381422427111147,-0.06736077481840197,0.1504424778761062,-0.002147363776757283,-0.0,-0.01761921683046319,-0.034507991437758845,0.04200094395391585,0.01895267138294865,-0.0497805764202897,079430
