,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
11,Hyundai_Livart,2021,Q4,기타제조,-0.0497805764202897,-0.015938933266124167,-0.08325393584683072,-0.02083333333333348,0.007649735870546737,-0.020934462127804032,-0.4025512712822732,-0.020007078311950588,-0.11294989034645475,-0.04863494412601854,-0.1209200095826883,079430
