,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
29,Hyundai_Livart,2017,Q2,기타제조,0.055622862058685926,-0.007378041034466598,0.07470193740685538,0.00900900900900925,-0.008206394068743794,-0.0406953842515545,0.1259798444991046,0.018329085656645816,-0.0223975427893508,-0.01674705147279343,-0.22269785393930422,079430
