,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
6,Hyundai_Livart,2023,Q1,기타제조,-0.08324757926713508,-0.004395562960080701,0.08337411073888668,0.05813953488372092,0.0015805873569739726,-0.0,0.11353477832962133,0.06294645789640896,0.039412079166743164,0.02152812446214636,-0.1721383809157485,079430
