,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
5,Hyundai_Livart,2023,Q2,기타제조,-0.1721383809157485,-0.005514657406169521,0.03519218134034163,0.04938271604938271,0.011614475985039063,-0.0,0.3075171004307199,-0.031973087460080984,-0.07875737861214316,-0.03516526182609647,0.05201365051551482,079430
