,0
K_전체 주식 수 변화율,0.2148478925766866
K_특정 증권 등 소유 수 변화율,0.16918068141253828
K_전체 주주 수 변화율,0.15498748488869182
K_특정 증권 등 소유 증감 비율 변화율,0.12030435661852695
K_특정 증권 등 소유 비율 변화율,0.116088069411113
