,name,year,quarter,sector,Relative Return,GDP 변화율,국제유가 변화율,실업률 변화율,비유동자산 변화율,전체 주식 수 변화율,소비자물가지수 변화율,환율 변화율,유동자산 변화율,자산총계 변화율,Label,Code
13,Hyundai_Livart,2021,Q2,기타제조,0.05865235729833593,-0.013438380398341998,-0.131754905184698,0.11023622047244086,-0.004424305431686371,-0.0,-0.7421096287815034,-0.007129469356493168,-0.06001250362009425,-0.03024581242623925,0.02137115368965494,079430
