,name,sector,year,quarter,영업이익변화율,매출액변화율,비유동자산변화율,이익잉여금변화율,비유동부채변화율,1인평균급여변화율,Relative Return,전체 주주 수변화율,보유 주식 수변화율,주주 수변화율,Label,Code
22,Hyundai_E&C,Construction_&_Real_Estate,2019,Q1,-1.2491482112436114,0.190564000122597,-0.04315014654622873,-0.01594470597224662,-0.10313614756540579,0.12770797191424887,-0.06107865549371791,-0.02621974461759491,0.241075211067871,0.09389351680627145,-0.10470370741997502,000720
22,Hyundai_Development_Company,Construction_&_Real_Estate,2019,Q1,-1.5323292536091784,-0.4470719802090033,-0.007459306411149447,-0.004513055794622467,-0.03012645507928413,0.1210134382899708,-0.11550287126411649,-0.004696384026688705,0.14475303820990237,-0.2569538691431448,0.04551811859423547,012630
23,Samsung_C&T,Construction_&_Real_Estate,2019,Q1,0.8247888612535157,0.04950650911998977,-0.09836027611906561,0.04554186240395264,-0.1747296033052097,0.19553934410015072,-0.050948523070081075,-0.09393528547885888,-0.09904542930836313,-0.093935374787663,-0.03563959447044414,028260
22,Daewoo_E&C,Construction_&_Real_Estate,2019,Q1,-0.031229396551727184,0.11002537801854384,-0.003943637687398915,0.5090819317596712,-0.5041911168388207,-0.0046384989430232615,0.03862942697298524,-0.18330761075922064,0.14036296806190462,-2.0044905158599224,-0.11603407453735243,047040
22,KEPCO_E&C,Construction_&_Real_Estate,2019,Q1,0.42770896360287014,0.4757402770623791,0.013310707186177884,0.0032458613660348856,-0.13890911913682058,0.42215436893641545,0.12646011480367306,0.08001296977507022,0.11644889484468368,-0.4268512194958691,0.08683304353289728,052690
