,name,sector,year,quarter,영업이익변화율,매출액변화율,비유동자산변화율,이익잉여금변화율,비유동부채변화율,1인평균급여변화율,Relative Return,전체 주주 수변화율,보유 주식 수변화율,주주 수변화율,Label,Code
32,Hyundai_E&C,Construction_&_Real_Estate,2016,Q3,-0.12382138981552182,0.05817396525826446,0.022512186796494138,-0.01839996675062472,-0.03452363188719354,0.02035610413969069,-0.20659433400204477,0.024529849086161293,0.02043171835681945,0.01964401233740043,0.11702963652030539,000720
32,Hyundai_Development_Company,Construction_&_Real_Estate,2016,Q3,0.10619739652015026,0.0354565313666525,0.04811617727395634,-0.039674657814171566,-0.01996669751247171,-0.01596107590732676,-0.14626537653984187,-0.031366222830387036,-0.04089215922571543,-0.023711706419343725,0.2459650264214686,012630
33,Samsung_C&T,Construction_&_Real_Estate,2016,Q3,-0.529931492786611,0.05874313411697374,-0.051703473669038935,-0.06988809054852307,-0.08410810140930147,-0.019269910418480363,-0.13395599066839747,-0.12086158568255256,-0.13590248842795383,-0.12086213449073213,0.1751862401991221,028260
32,Daewoo_E&C,Construction_&_Real_Estate,2016,Q3,0.07326684940865236,0.07168121926408677,-0.029489946704740255,-0.06939503859292073,0.032802340953354436,0.019595106833125042,-0.10078374889742958,0.028773878080911364,0.01166552088009154,0.03142916129950646,0.07252370330022873,047040
32,KEPCO_E&C,Construction_&_Real_Estate,2016,Q3,1.061726340376881,0.20208171486348991,-0.002353461311948024,0.011995459769662209,0.17682117458457725,0.07338420624108644,-0.15098967014264747,0.02181930339914484,0.015657136204925814,0.020095199365007033,0.03249191431603127,052690
