,name,year,quarter,sector,Relative Return,매출액 변화율,실업률 변화율,국제유가 변화율,이익잉여금 변화율,차입부채 변화율,유동부채 변화율,비유동부채 변화율,특정 증권 등 소유 수 변화율,총포괄손익 변화율,Label,Code
9,Hanwha_Corp,2022,Q2,에너지_화학,0.08103137370874613,-0.053503582587976606,0.033707865168539186,-0.13207484462760455,-0.010814640905272732,4.757506379198976e-06,-0.012722421761793168,-0.10903430685457716,-0.056441212164801025,-0.056441212164801025,-0.018147012256829353,000880
9,Korea_Shell_Petroleum,2022,Q2,에너지_화학,0.06390503643832378,-0.12047931662687072,0.033707865168539186,-0.13207484462760455,-0.09059022257352622,-1.2379269482320904e-06,0.22253968665181223,-0.06101481589752433,0.0,-0.05655051063575334,0.1245402088181344,002960
9,Taekwang_Industrial,2022,Q2,에너지_화학,0.07561492524264538,0.02448808957572368,0.033707865168539186,-0.13207484462760455,-0.002647702828487697,1.3677374234547e-05,0.004331887909918786,0.009995964915453182,-0.0564884608251186,-0.056488460825118825,0.02712823964781555,003240
9,Samsung_Fine Chemicals,2022,Q2,에너지_화학,0.13967998087626973,-0.049653935899694135,0.033707865168539186,-0.13207484462760455,-0.06954639183182731,2.5922415983423193e-06,0.11537833066797454,0.031063116913316202,-0.056542986488125724,-0.056542986488125724,-0.02425088810803311,004000
9,Hyosung,2022,Q2,에너지_화학,-0.013473937057287666,-0.07875884080755591,0.033707865168539186,-0.13207484462760455,-0.005456206753087889,-1.0977201024862628e-05,0.42143076233676546,-0.0477715760275752,-0.05659943290319447,-0.05681071082835509,0.09965954228036605,004800
9,SK_Chemicals,2022,Q2,에너지_화학,-0.024232689242650873,-0.05653663052706559,0.033707865168539186,-0.13207484462760455,0.014395392095240767,2.1717858142544138e-05,0.28311103105672364,-0.6817350899195564,0.0,-0.05653663052706581,0.003247120766696643,006120
10,Korea_Petrochemical_Ind,2022,Q2,에너지_화학,-0.00023131264948161867,0.003279326083128642,0.033707865168539186,-0.13207484462760455,0.01687150836480289,1.167669929347426e-06,0.11670548521129087,0.07712773460178679,-0.05652537585053774,-0.05652537585053774,-0.10607379927711494,006650
10,Kukdo_Chemical,2022,Q2,에너지_화학,0.10947435270989397,-0.08121827828720041,0.033707865168539186,-0.13207484462760455,-0.07383350938733013,-5.272115427545644e-06,-0.06170135780520414,-0.21005067328611093,-0.05655179795329257,-0.05655179795329257,0.010923198954720242,007690
9,Hanwha_Solutions,2022,Q2,에너지_화학,0.09212839813128179,-0.06451993146817014,0.033707865168539186,-0.13207484462760455,-0.10791253023425962,-5.928439495955857e-05,-0.06225166952499506,-0.0001904269950099291,-0.05631664637036904,-0.055346585440002816,0.21316707783864586,009830
9,OCI,2022,Q2,에너지_화학,0.08423183020951389,-0.0697530218890845,0.033707865168539186,-0.13207484462760455,-0.022123567417080325,8.299937465605847e-07,0.0005221430408957062,-0.3292650138240807,-0.0565340272879129,-0.0565340272879129,0.5357841800483472,010060
9,S-Oil,2022,Q2,에너지_화학,0.1973580921653567,-0.23111230282648387,0.033707865168539186,-0.13207484462760455,-0.17273502118208062,-3.032312014130564e-06,0.12757713108474011,0.04351938861980498,-0.05509638472784495,-0.05509638472784495,0.22593324123059488,010950
9,Lotte_Chemical,2022,Q2,에너지_화학,0.04488051721679082,0.048310552970278864,0.033707865168539186,-0.13207484462760455,0.003285278559383875,1.857337672117627e-05,0.1895244109005949,-0.08937075379589432,-0.05496996658958753,-0.05496996658958753,0.023443846300769455,011170
9,Kumho_Petrochemical,2022,Q2,에너지_화학,0.01036994795177898,-0.039326383699944456,0.033707865168539186,-0.13207484462760455,-0.0580192465606264,3.7582883026953355e-06,0.3152164504800865,0.08730983137032988,-0.056378550139737804,-0.056378550139738026,0.058571796091371975,011780
9,SKC,2022,Q2,에너지_화학,-0.03517416349491127,0.37199468370035327,0.033707865168539186,-0.13207484462760455,0.010052555866328139,1.7926428225467656e-05,-0.6438855602473339,0.00046037198252057987,-0.056564747737666954,-0.056564747737666954,0.028105541034952997,011790
10,Hansol_Chemical,2022,Q2,에너지_화학,-0.11166477210600534,0.01988785521687031,0.033707865168539186,-0.13207484462760455,-0.06587070445763699,1.3953155583255742e-06,0.2021356228252036,-0.2749188948481607,-0.05654963541855729,-0.05654963541855729,0.0006948903883793323,014680
9,Dongwon_Systems,2022,Q2,에너지_화학,0.2366099404000229,-0.15118711640217986,0.033707865168539186,-0.13207484462760455,-0.16131885770184784,-2.1805755057001598e-05,-0.11131686621871495,0.0017208911151820327,-0.056550421508707815,-0.056550421508707815,0.08063192774054473,014820
9,UNID,2022,Q2,에너지_화학,0.12422130382720468,-0.056410384757430654,0.033707865168539186,-0.13207484462760455,-0.045736890939546804,-0.05654934859367389,-0.08365255706141284,0.10489819833085234,-0.05654934859367389,-0.05654934859367389,0.07407134231692201,014830
9,Namhae_Chemical,2022,Q2,에너지_화학,0.13181996940180044,-0.028819135095858206,0.033707865168539186,-0.13207484462760455,-0.06131445167891547,6.9609015911177106e-06,-0.3098989203639537,0.12934066452745652,0.0,-0.05655522408721403,0.04745421412177207,025860
9,LG_Chem,2022,Q2,에너지_화학,-0.06525551674120983,-0.015263531667068841,0.033707865168539186,-0.13207484462760455,-0.05661650707011456,7.385804417556434e-06,0.11827924560891545,-0.09922086484433512,-0.055607569572672766,-0.0574103208460115,0.1150822001854192,051910
9,Huchems,2022,Q2,에너지_화학,0.05991624044817993,0.020024288162935555,0.033707865168539186,-0.13207484462760455,-0.055969326234995176,2.9935282154431394e-06,0.09871969929111402,-0.02902431937927563,-0.0565481213403467,-0.056548121340346924,0.03767082206539796,069260
9,GS_Holdings,2022,Q2,에너지_화학,0.20363876093890182,0.8903528371379785,0.033707865168539186,-0.13207484462760455,-0.0038539051821464554,1.4706091114122535e-05,-0.11668245115577536,0.18696767353575305,-0.056373714677429465,-0.056373714677429465,0.11804335901121077,078930
9,Huvepharma,2022,Q2,에너지_화학,-0.08162703164659113,0.05719094159695515,0.033707865168539186,-0.13207484462760455,0.0417444690710862,-1.0955194858764611e-05,-0.013318504675614573,-0.03179734103921206,-0.05654857034583305,-0.05654857034583327,0.08681810027128611,079980
9,Huvis,2022,Q2,에너지_화학,-0.0655585449278199,0.008642588722252431,0.033707865168539186,-0.13207484462760455,-0.05373155183540845,5.261273115261682e-06,-0.30886096648200345,0.3737608288162032,-0.05655003830324734,-0.05655003830324734,0.05471972738032359,093370
9,SK_Innovation,2022,Q2,에너지_화학,-0.03213265392944509,0.3892556297709907,0.033707865168539186,-0.13207484462760455,0.008438586662948389,4.147372280434642e-06,-1.5968334345014132,0.053058552539685055,-0.055213393290095336,-0.055213393290095336,0.055271304567738974,096770
9,Kolon_Industries,2022,Q2,에너지_화학,-0.03755262643319095,-0.05178417812267622,0.033707865168539186,-0.13207484462760455,-0.024972112736839858,-9.428086007305142e-07,-0.08239187956155747,0.2229618089394202,-0.056485933406272615,-0.05648593340627284,-0.015454177934602048,120110
