,name,year,quarter,sector,Relative Return,매출액 변화율,실업률 변화율,국제유가 변화율,이익잉여금 변화율,차입부채 변화율,유동부채 변화율,비유동부채 변화율,특정 증권 등 소유 수 변화율,총포괄손익 변화율,Label,Code
23,Hanwha_Corp,2018,Q4,에너지_화학,0.0382783137904042,-0.11243203080144548,0.08800000000000008,0.09983604378074207,-0.03561117352449372,7.691540122289152e-07,0.11415193692083525,-0.04223565769944937,0.008369329396754832,0.008369329396754832,0.0870147024924071,000880
23,Korea_Shell_Petroleum,2018,Q4,에너지_화학,-0.030287990070017305,-0.03462213424937444,0.08800000000000008,0.09983604378074207,-0.06746934348803046,-1.1247193463195278e-06,-0.09386324109022803,1.0,0.0,0.008256816388985677,0.09956734330658502,002960
23,Taekwang_Industrial,2018,Q4,에너지_화학,0.21481170418841875,0.05489824942782329,0.08800000000000008,0.09983604378074207,-0.007136512421449526,1.4096132311012371e-05,-0.088320091791946,0.032947329049850205,0.008239406346211231,0.00823940634621112,-0.06877798043442218,003240
23,Samsung_Fine Chemicals,2018,Q4,에너지_화학,-0.2024831313532575,0.026237105118248616,0.08800000000000008,0.09983604378074207,-0.02958298399145587,4.718353386366709e-06,0.043987922460318685,-0.020321164193933372,0.008253133245167854,0.008253133245167854,-0.07323534477550744,004000
23,Hyosung,2018,Q4,에너지_화학,0.0,16.597837372571625,0.08800000000000008,0.09983604378074207,0.0005038610442297253,-0.006247832411952505,0.13710598201090451,0.07608848167907767,0.008064138040520197,0.007909710860127372,0.1728988282200741,004800
23,SK_Chemicals,2018,Q4,에너지_화학,-0.0904780270992914,0.00826063810973443,0.08800000000000008,0.09983604378074207,0.018491550553257685,1.1139851346601644e-05,0.002797514834713577,0.0031574830579378377,0.0,0.00826063810973432,-0.0919922661487079,006120
24,Korea_Petrochemical_Ind,2018,Q4,에너지_화학,-0.25616826260343384,0.003303169407719575,0.08800000000000008,0.09983604378074207,-0.008451316339923354,1.319649595710341e-05,0.3831421400649401,0.4026813844197509,0.008267951033486876,0.008267951033486876,-0.03453884999963955,006650
24,Kukdo_Chemical,2018,Q4,에너지_화학,-0.11573932696089355,0.06360345071637508,0.08800000000000008,0.09983604378074207,-0.011851554108655682,8.064187845745309e-06,0.22802008072472735,-0.528875555995397,0.008259156973727033,0.008259156973727033,-0.032670547107393616,007690
23,Hanwha_Solutions,2018,Q4,에너지_화학,-0.12129218432150549,0.1101055958890903,0.08800000000000008,0.09983604378074207,0.026796682501431857,2.577621665004153e-05,0.030804078295768478,0.04480755577049578,0.008473980353076782,0.009335687338375975,0.17519825786635992,009830
23,OCI,2018,Q4,에너지_화학,0.05815167868261119,0.07541374372572829,0.08800000000000008,0.09983604378074207,0.02409757168978699,-0.0008051422404422197,0.24711640568171722,0.056242868547979885,0.008328727073776632,0.00832872707377652,0.10394887629005502,010060
23,S-Oil,2018,Q4,에너지_화학,0.24649458808242386,0.04544106316714713,0.08800000000000008,0.09983604378074207,0.06640251098478289,3.645349442224026e-05,0.09239693703081586,0.0072234780534845555,0.009348918666205464,0.009348918666205575,-0.1556392943030353,010950
23,Lotte_Chemical,2018,Q4,에너지_화학,-0.20233635641730832,0.09896446875333165,0.08800000000000008,0.09983604378074207,-0.011866291644366145,1.1294735872831312e-05,0.15255230665788955,0.14704409837403298,0.0085374087013258,0.0085374087013258,0.12762679909396948,011170
23,Kumho_Petrochemical,2018,Q4,에너지_화학,-0.15183311161513885,0.07601575715670084,0.08800000000000008,0.09983604378074207,-0.012171029334684613,4.835823760904473e-06,0.15390512055804806,0.09322686000183122,0.008317004381261595,0.008317004381261595,0.029370167713725984,011780
23,SKC,2018,Q4,에너지_화학,-0.020794599953789815,0.08016935724896268,0.08800000000000008,0.09983604378074207,0.017457473631647846,9.732356170692484e-06,0.17539546287467256,-0.18665936057005994,0.00824551960992137,0.008245519609921481,-0.029387593564551118,011790
24,Hansol_Chemical,2018,Q4,에너지_화학,0.01578726290178739,0.023118069690952536,0.08800000000000008,0.09983604378074207,-0.039758211981641534,7.182082572302331e-06,0.3159944161978777,0.030743541431996757,0.008257637169427734,0.008257637169427734,0.10852340670303054,014680
23,Dongwon_Systems,2018,Q4,에너지_화학,-0.07201223389006951,0.054145008452961774,0.08800000000000008,0.09983604378074207,-0.047486534328483154,-3.0665078174513166e-06,-0.05972501582280554,-0.3730646148982988,0.008253130066238956,0.008253130066238956,0.0008563597881533491,014820
23,UNID,2018,Q4,에너지_화학,-0.12382672331968766,0.061082439143466005,0.08800000000000008,0.09983604378074207,0.005937942478847935,0.008252635757194593,-0.28692144046681367,-0.008734908592281432,0.008252635757194482,0.008252635757194704,0.05735285498156882,014830
23,Namhae_Chemical,2018,Q4,에너지_화학,-0.10300762016669658,0.10603747092591742,0.08800000000000008,0.09983604378074207,0.04714809331425296,4.3558478174351005e-05,0.2036123943517364,-1.3000998303344757,0.0,0.008259213226303297,-0.03544464710108883,025860
23,LG_Chem,2018,Q4,에너지_화학,0.09460115587176021,-0.002025610264626776,0.08800000000000008,0.09983604378074207,-0.00896894026422923,9.764075677107164e-06,-0.004488537571828433,0.009230210683265572,0.007816107054054333,0.0100505221229652,0.08060642449033843,051910
23,Huchems,2018,Q4,에너지_화학,-0.1501949096344711,0.16246065457795045,0.08800000000000008,0.09983604378074207,0.0040868859241210975,1.1350125124374017e-05,0.33444701857506576,-0.021981059842786532,0.008259797048545181,0.008259797048545181,0.09329786786897104,069260
23,GS_Holdings,2018,Q4,에너지_화학,0.013837323925906675,-10.517992260151331,0.08800000000000008,0.09983604378074207,-0.0035169660971350325,-0.00014399385603990072,-0.24126573449502065,0.13221738656817839,0.008213184799881201,0.00821318479988109,0.06431424379704256,078930
23,Huvepharma,2018,Q4,에너지_화학,0.036355313475336354,0.03274531740343045,0.08800000000000008,0.09983604378074207,0.1242672580892904,0.0006506277146053391,-0.09550165023360258,0.32686836481905956,0.008258943557832188,0.008258943557832077,-0.043503255159696885,079980
23,Huvis,2018,Q4,에너지_화학,0.029455242769258483,0.01383566658473856,0.08800000000000008,0.09983604378074207,-0.03976802832291093,9.933309984035326e-06,-0.08179447792445393,-0.18946439320300335,0.008256124920287156,0.008256124920287156,-0.17531449110529979,093370
23,SK_Innovation,2018,Q4,에너지_화학,0.0650086508471077,-1.7276414269597429,0.08800000000000008,0.09983604378074207,-0.03355794826618341,0.00039728860805834714,0.03161872346824568,-0.13904669434926942,0.007437285546322614,0.007437285546322836,-0.05286523582551925,096770
23,Kolon_Industries,2018,Q4,에너지_화학,-0.07767229974940895,-0.2023564877685715,0.08800000000000008,0.09983604378074207,-0.03106495546757304,-5.552898238114209e-05,-0.054637663102163225,0.058561720716264754,0.008258563543801833,0.008258563543801833,0.05096519773572229,120110
