,name,year,quarter,sector,Relative Return,매출액 변화율,실업률 변화율,국제유가 변화율,이익잉여금 변화율,차입부채 변화율,유동부채 변화율,비유동부채 변화율,특정 증권 등 소유 수 변화율,총포괄손익 변화율,Label,Code
25,Hanwha_Corp,2018,Q2,에너지_화학,-0.03149375439942608,0.005649036887660941,-0.009009009009008917,-0.11515816784752042,-0.01345229589806407,4.777503628725807e-06,0.00532936490999969,-0.06629978503125389,-0.02257402634976069,-0.02257402634976069,-0.14476644695145147,000880
25,Korea_Shell_Petroleum,2018,Q2,에너지_화학,-0.08174671283220253,0.013298602540562587,-0.009009009009008917,-0.11515816784752042,-0.08300642334943698,9.942238324301072e-07,0.4540600407189085,0.7061463013311677,0.0,-0.022630786381724777,0.09162372767510019,002960
25,Taekwang_Industrial,2018,Q2,에너지_화학,-0.011419382725900332,-0.03703062556920522,-0.009009009009008917,-0.11515816784752042,-0.025286420938462006,-1.8007591141369547e-05,-0.0876207516798635,0.011088108358452309,-0.022660449310616615,-0.022660449310616393,0.16158661427303833,003240
25,Samsung_Fine Chemicals,2018,Q2,에너지_화학,0.13026273484221607,-0.056865966268141666,-0.009009009009008917,-0.11515816784752042,-0.06575109592367134,-9.827219762293247e-07,0.16218657343252507,-0.021042400247151205,-0.022627142988492333,-0.022627142988492333,-0.03023573367604228,004000
25,Hyosung,2018,Q2,에너지_화학,-0.08137201096034716,0.9579044769736473,-0.009009009009008917,-0.11515816784752042,-0.9669580263052013,0.00035717943134040936,0.9695751394055835,0.8536062960525774,-0.029958694149324838,-0.04356805916748341,0.1442927439580481,004800
25,SK_Chemicals,2018,Q2,에너지_화학,0.0,-0.022672225661868106,-0.009009009009008917,-0.11515816784752042,0.0025000097512393182,1.9578669255561697e-05,-0.4217460786524181,0.0003995303943634676,0.0,-0.022672225661867884,-0.061661578498046,006120
26,Korea_Petrochemical_Ind,2018,Q2,에너지_화학,0.1502435727483218,-0.06403526148154426,-0.009009009009008917,-0.11515816784752042,-0.07002042036770151,-9.970687957112827e-07,-0.004515056999540024,0.10869731268502647,-0.022637183352145263,-0.022637183352145263,-0.10900935888132407,006650
26,Kukdo_Chemical,2018,Q2,에너지_화학,-0.0059109444899049166,0.01272379519950162,-0.009009009009008917,-0.11515816784752042,-0.025120621610628335,1.1000694693603185e-06,0.001706891839394098,0.08259842563778463,-0.022630003134175958,-0.02263000313417618,0.06690037574092825,007690
25,Hanwha_Solutions,2018,Q2,에너지_화학,-0.03459869861527486,-0.03396570178528191,-0.009009009009008917,-0.11515816784752042,-0.04296832392434058,3.343785603933105e-06,0.05395336613793522,0.06889348845158216,-0.02226864355178093,-0.020690136835155526,-0.21882819890283353,009830
25,OCI,2018,Q2,에너지_화학,0.1718254139072332,0.09867840131253403,-0.009009009009008917,-0.11515816784752042,-0.023828527761798224,4.163948173154765e-06,-0.21946223104822504,0.14736711388307222,-0.02261907683596598,-0.02261907683596598,-0.28935170107149166,010060
25,S-Oil,2018,Q2,에너지_화학,0.059779729475489776,-0.10944026748940017,-0.009009009009008917,-0.11515816784752042,-0.033428346849558865,-1.1960534817219425e-06,-0.17101019296426978,0.05504729229480265,-0.02357028161167518,-0.02357028161167518,-0.040899692780903565,010950
25,Lotte_Chemical,2018,Q2,에너지_화학,0.210769557247374,-0.05157340747321504,-0.009009009009008917,-0.11515816784752042,-0.051997063392734244,-4.1587841811337295e-07,0.053289512288525076,0.30777940166750084,-0.0220232560144189,-0.0220232560144189,-0.14031012895228925,011170
25,Kumho_Petrochemical,2018,Q2,에너지_화학,0.003957617315349448,-0.06491287758096154,-0.009009009009008917,-0.11515816784752042,-0.05762977342653475,3.6948805789172427e-06,0.015862227115846284,0.30735307823010494,-0.02259167435743703,-0.02259167435743703,0.26773248679132466,011780
25,SKC,2018,Q2,에너지_화학,-0.1631330695128601,-0.057050627791810804,-0.009009009009008917,-0.11515816784752042,-0.013533889790271925,2.7508694451046075e-06,0.06810165544889701,0.006543198255442473,-0.022613145236997534,-0.022613145236997756,0.18740901216500144,011790
