,name,year,quarter,sector,Relative Return,매출액 변화율,실업률 변화율,국제유가 변화율,이익잉여금 변화율,차입부채 변화율,유동부채 변화율,비유동부채 변화율,특정 증권 등 소유 수 변화율,총포괄손익 변화율,Label,Code
13,Hanwha_Corp,2021,Q2,에너지_화학,0.04418485237483949,-0.6704550413821162,0.11023622047244086,-0.131754905184698,-0.023377637105098437,-0.00039320330979555066,0.05311677239384682,-0.1078956676004783,-0.06474747255016533,-0.06474747255016533,-0.05865911902129198,000880
13,Korea_Shell_Petroleum,2021,Q2,에너지_화학,-0.08882705913962449,-0.07682486690074675,0.11023622047244086,-0.131754905184698,-0.08781133263257668,3.0819326692391906e-06,0.26759320828544775,-0.10954859550185447,0.0,-0.06502592638632021,0.0910269567070934,002960
13,Taekwang_Industrial,2021,Q2,에너지_화학,0.0730426162000025,-0.06484192689870771,0.11023622047244086,-0.131754905184698,-0.028599279296516622,-5.125177128034386e-06,-0.07939785377056063,-0.038269836365417254,-0.06499266378709523,-0.06499266378709523,0.2233118216237942,003240
13,Samsung_Fine Chemicals,2021,Q2,에너지_화학,-0.015481799747853471,-0.22677612136499747,0.11023622047244086,-0.131754905184698,-0.036776923616500756,-2.4049862459192927e-06,-0.07091657763683523,-0.057566183189121434,-0.06501644011029883,-0.06501644011029906,0.05871177299748736,004000
13,Hyosung,2021,Q2,에너지_화학,0.09805677717466112,-0.6561311364250737,0.11023622047244086,-0.131754905184698,-0.02314431090305402,-1.7665564820785738e-05,0.45664429304615584,-0.03376378791419632,-0.06504432574576557,-0.06518768474165215,0.10361208446344952,004800
13,SK_Chemicals,2021,Q2,에너지_화학,-0.15946096202667265,-0.06501132630752271,0.11023622047244086,-0.131754905184698,0.0031070200679859106,1.6520921556059776e-05,0.3283432225483298,-0.009083428014809103,0.0,-0.06501132630752293,-0.18233354863993953,006120
14,Korea_Petrochemical_Ind,2021,Q2,에너지_화학,0.3314244629683703,-0.13412345532516912,0.11023622047244086,-0.131754905184698,-0.034332402930047135,2.4484895443564824e-06,-0.4057018735254163,0.00999361436686963,-0.06501782377209309,-0.06501782377209286,-0.3245705919362537,006650
14,Kukdo_Chemical,2021,Q2,에너지_화학,0.20570319690308198,-0.4419982867534049,0.11023622047244086,-0.131754905184698,-0.1403905470379121,-2.622416835802459e-05,-0.20742390329882632,-0.16804836703930692,-0.06503423680593268,-0.06503423680593268,0.1087435190292334,007690
13,Hanwha_Solutions,2021,Q2,에너지_화학,0.0001394843836921844,-0.09729038405217438,0.11023622047244086,-0.131754905184698,-0.08527684593711626,9.771592403780294e-06,-0.28852154475789304,-0.26979696719846724,-0.06663087754588615,-0.07340951742768898,-0.1737058374100998,009830
13,OCI,2021,Q2,에너지_화학,0.21204847666483845,-0.2037702313115859,0.11023622047244086,-0.131754905184698,-0.04074939943876288,-1.5238841503472314e-05,-0.029197888508040837,0.12790561369661269,-0.06496695236770078,-0.06496695236770078,-0.09710887955947098,010060
13,S-Oil,2021,Q2,에너지_화학,0.09942158121271609,-0.25472638450133256,0.11023622047244086,-0.131754905184698,-0.09384509381463868,-1.6793917633239601e-07,0.04069381982185771,-0.026115624690226547,-0.06384649844447998,-0.06384649844447998,0.20991593282233684,010950
13,Lotte_Chemical,2021,Q2,에너지_화학,0.017167920058051858,-0.029124208875982216,0.11023622047244086,-0.131754905184698,-0.027118294541454757,9.799995303957892e-07,0.058967733722638305,-0.12513941912369542,-0.06400734822094911,-0.06400734822094933,-0.18462993995374619,011170
13,Kumho_Petrochemical,2021,Q2,에너지_화학,0.7494972479645489,-0.08605453301686206,0.11023622047244086,-0.131754905184698,-0.14888508050313454,9.474627388181274e-07,-0.10524091136484026,0.36187054148776276,-0.06505666523065723,-0.06505666523065723,-0.2259842437740011,011780
13,SKC,2021,Q2,에너지_화학,0.27576487172409353,0.040210932338232364,0.11023622047244086,-0.131754905184698,0.012073692352009724,7.257272731465977e-06,-0.21313424389498126,0.2304561522468006,-0.064965010889658,-0.06496501088965823,0.16216004885955634,011790
14,Hansol_Chemical,2021,Q2,에너지_화학,0.15160047198558108,-0.04603985794715326,0.11023622047244086,-0.131754905184698,-0.07775206520177336,1.576134022969775e-06,0.19318183935555644,0.09185441443584752,-0.06502226706069791,-0.06502226706069791,-0.05847221260755087,014680
13,Dongwon_Systems,2021,Q2,에너지_화학,0.27839546771261564,-0.1290654015267274,0.11023622047244086,-0.131754905184698,-0.07293035857461572,-9.322895114131779e-06,-0.04663503164129157,0.004099442469555181,-0.065023930419291,-0.065023930419291,-0.13436655122837785,014820
13,UNID,2021,Q2,에너지_화학,0.334020350278424,-0.042991528062096496,0.11023622047244086,-0.131754905184698,-0.12470394284210684,-0.06502550452694456,0.17850915304756376,0.07411403332761468,-0.06502550452694478,-0.06502550452694456,0.09553692604456401,014830
13,Namhae_Chemical,2021,Q2,에너지_화학,0.01746124578859312,-0.3013588414047699,0.11023622047244086,-0.131754905184698,-0.01734758332954578,-2.009816492906167e-05,-0.5310781163055054,-0.13214865413504895,0.0,-0.06502953592402183,0.08698119285982758,025860
13,LG_Chem,2021,Q2,에너지_화학,-0.1173969224535095,-0.17198691158521906,0.11023622047244086,-0.131754905184698,-0.05008834185663025,-3.954170085081647e-06,0.05614945285547357,-0.028980311403383086,-0.0635893466381714,-0.06730036457876265,-0.012007661247038677,051910
13,Huchems,2021,Q2,에너지_화학,-0.22710970672459768,-0.21064155680110574,0.11023622047244086,-0.131754905184698,-0.046391913632891635,5.944212596340393e-07,0.18694823559378426,-0.005763660066928633,-0.06502240913161539,-0.06502240913161539,0.011527602525645657,069260
13,GS_Holdings,2021,Q2,에너지_화학,-0.028435966671547262,0.6922184498319486,0.11023622047244086,-0.131754905184698,-0.0027828935378357844,1.3106825664173236e-05,0.06184321165539186,0.12434858472038857,-0.0647489697243342,-0.06474896972433442,0.1304651120142535,078930
13,Huvepharma,2021,Q2,에너지_화학,0.006030696561436691,-0.0,0.11023622047244086,-0.131754905184698,-0.024554880350748265,1.5331125924358214e-05,-0.06472438224732202,0.2528772993373333,-0.06502331124100658,-0.06502331124100635,0.22288156076278076,079980
13,Huvis,2021,Q2,에너지_화학,-0.1942252220726079,-0.13125124673530442,0.11023622047244086,-0.131754905184698,-0.09656856055421614,-9.956187348977523e-06,0.21975080285666548,-0.2319044883064707,-0.06502573852472238,-0.06502573852472238,-0.02396101917739158,093370
