,name,year,quarter,sector,Relative Return,매출액 변화율,실업률 변화율,국제유가 변화율,이익잉여금 변화율,차입부채 변화율,유동부채 변화율,비유동부채 변화율,특정 증권 등 소유 수 변화율,총포괄손익 변화율,Label,Code
29,Hanwha_Corp,2017,Q2,에너지_화학,-0.067673562972071,0.0037058999238610557,0.00900900900900925,0.07470193740685538,-0.03583184257602867,-5.710501278643965e-06,0.14455390787161448,-0.12195346297867804,-0.04030431864474915,-0.04030431864474915,0.20921044841509479,000880
29,Korea_Shell_Petroleum,2017,Q2,에너지_화학,-0.1845066603691199,-0.011599000542970472,0.00900900900900925,0.07470193740685538,-0.07840990774454792,3.9991100574882067e-07,0.4479766461922561,0.7196593300728261,0.0,-0.04069576453504986,-0.09613546353459075,002960
29,Taekwang_Industrial,2017,Q2,에너지_화학,-0.13388119009071506,-0.013351904173352747,0.00900900900900925,0.07470193740685538,-0.012243803304738732,2.2100780534510054e-06,0.06381197716755538,-0.009943940051320155,-0.040670824010419215,-0.04067082401041899,0.07997487325890222,003240
29,Samsung_Fine Chemicals,2017,Q2,에너지_화학,0.19800346774592953,-0.12239606585927953,0.00900900900900925,0.07470193740685538,-0.043471101313249605,-5.05638623940777e-06,-0.6140556902369347,0.08239356917504426,-0.04070548214432379,-0.04070548214432379,-0.0893449634003429,004000
29,Hyosung,2017,Q2,에너지_화학,-0.14730367361340507,-0.08118022474676612,0.00900900900900925,0.07470193740685538,-0.016204556026072625,6.82208513103545e-06,0.00037369898795147627,-0.06135069174379537,-0.04086190015998192,-0.04126052211918996,0.11968721284525415,004800
29,SK_Chemicals,2017,Q2,에너지_화학,-0.11743136813796977,-0.11054858877571982,0.00900900900900925,0.07470193740685538,0.09284836828409038,-8.297265785008767e-06,-0.07760299016074002,-0.01927059733432479,0.0,-0.040689562258510836,0.03188455126841809,006120
30,Korea_Petrochemical_Ind,2017,Q2,에너지_화학,-0.18106256263973466,0.48718008221393294,0.00900900900900925,0.07470193740685538,0.008510378321333834,1.724747736241195e-05,0.21825840591003476,-0.8567878451940705,-0.040683862194337284,-0.04068386219433706,-0.07900093369872635,006650
30,Kukdo_Chemical,2017,Q2,에너지_화학,-0.1830204427977577,-0.0626270912215634,0.00900900900900925,0.07470193740685538,-0.034509838026015593,-5.207959402928225e-05,-0.09711839071031303,0.01391333195966793,-0.040696070586387245,-0.040696070586387245,-0.04143257659822876,007690
29,Hanwha_Solutions,2017,Q2,에너지_화학,-0.015073275247809076,-0.005567868300823564,0.00900900900900925,0.07470193740685538,-0.038869583942237274,5.369489076603281e-06,0.08438996606994664,0.05740307523322408,-0.0400742734328039,-0.03737704720449653,0.03002159032599687,009830
29,OCI,2017,Q2,에너지_화학,-0.008270790503274741,-0.024322520104665735,0.00900900900900925,0.07470193740685538,-0.014628815775110882,2.680174551357355e-06,-0.062354895926875153,-0.10717222892448919,-0.040688421245766104,-0.040688421245766104,-0.057090039332278596,010060
29,S-Oil,2017,Q2,에너지_화학,0.11037296174795634,0.10291077862102183,0.00900900900900925,0.07470193740685538,-0.014765725487583259,1.2945200900697246e-05,0.21569770247775788,0.0018020479715417093,-0.037976125259597815,-0.03797612525959804,-0.16884235686543325,010950
