,name,year,quarter,sector,Relative Return,이익잉여금 변화율,유동자산 변화율,자본총계 변화율,영업이익 변화율,매출액 변화율,Label,Code
13,대림산업,2021,Q3,건설,-0.05826609885805567,-0.001180121833060599,-0.1647415356055898,-0.002089349424848286,-0.23927399922491577,-0.05718663890455722,0.016286275246006884,000210
13,현대건설,2021,Q3,건설,0.05077114280641535,0.014019839505883924,0.004512130466316933,0.025269856708739047,4.391591182784439,0.012737583524205398,0.06602718996731899,000720
13,KCC,2021,Q3,건설,0.06202467850420049,-0.054686204898651725,-0.018208676711170102,-0.050342710346149344,0.23672089056472267,-0.016390118905230455,0.09321642013939833,002380
13,한일시멘트,2021,Q3,건설,0.05459394157594512,-0.0002287404755040301,-0.3997395707421646,-0.0015726483434659322,1.8009717824059446,0.0693560885334481,0.09613034129676085,003300
13,현대중공업,2021,Q3,중공업,-0.08660154314433355,0.006068808486112021,0.10207036055779484,0.006712067175380421,-0.5342905507763549,-0.07244087163161006,0.014377788943521305,009540
13,삼성중공업,2021,Q3,중공업,0.056452057940304744,0.032822346693940574,-0.010043061943040166,0.044645634875146945,-0.9161745138427059,-0.135929585812667,0.09813076558043005,010140
13,현대미포조선,2021,Q3,중공업,0.03603568655474404,0.026832475613334683,0.0990172815797441,0.020039647106479874,-1.1976433524039296,-0.14379640713938013,0.19278336169893925,010620
13,아이에스동서,2021,Q3,건설,-0.01828287709523673,0.04088424311215433,-0.09635942963770516,0.027354894699659793,0.04407527476772488,-0.06681210853829833,0.3515192113240134,010780
13,한화테크윈,2021,Q3,중공업,-0.13958243873285217,0.031639964087302186,0.006850567188391388,0.022012632179458036,-6.4485641236969515,-0.26467954429717244,0.3251562160011686,012450
13,현대산업,2021,Q3,건설,-0.07202135209355426,0.003341822094034441,-0.08916537194056484,0.004721235113633426,0.958627494164509,-0.13012336345166864,-0.16446527128660887,012630
13,현대엘리베이,2021,Q3,중공업,-0.018128181304509196,0.08236669432133881,-0.10095021070873855,0.01791657663870616,-0.27667062127548114,-0.10135363813572451,-0.12345843558989766,017800
13,삼성엔지니어링,2021,Q3,건설,0.06264068649861534,0.12544780952420154,0.005646700932661286,0.030703607900223195,-0.0014473740520152267,-0.00665280293585091,0.2630475547008763,028050
13,두산중공업,2021,Q3,중공업,0.2675322971535299,-0.18720447695973141,-0.07540033132428303,0.31260098143202386,-0.35070231646586714,0.12162078539929988,-0.0499100355135033,034020
13,대우조선해양,2021,Q3,중공업,-0.08847418608507654,0.0737747144747467,0.07181836232921013,-0.018549690344634162,-0.9871579909303919,-0.10810591531802893,0.07025224122731291,042660
13,두산인프라코어,2021,Q3,중공업,-0.3116409103990613,0.061792559057201046,-0.6112471636222261,-0.32440329951853575,-0.6951569314226984,-0.17166267445596628,-0.06718842603163429,042670
13,대우건설,2021,Q3,건설,-0.0657980998157826,0.09826027933367243,-0.04534624026745726,0.018190865236864306,-0.3334425770379916,-0.021616531956468732,0.24773694142436586,047040
13,한전기술,2021,Q3,건설,1.1542072803850782,-0.0016264079805367038,-0.07921287727036175,-0.0016419292380671635,9.760663906447716,0.17726285674076903,-0.04586400853770163,052690
13,현대로템,2021,Q3,중공업,-0.07015496451288097,-0.028735023670310778,0.049658133509207,0.0028752819385573503,-0.9330200984402639,-0.006792519024298005,-0.00797121099134522,064350
13,두산엔진,2021,Q3,중공업,0.07574179950245123,0.3872564697127874,0.11427825643057554,-0.06493895722131171,3.9025079539852072,-0.30292756916503827,0.19756654369731502,082740
13,한진중공업,2021,Q3,중공업,0.1921028500053314,-0.0032590860018777423,-0.08854843994026285,0.016846355932863988,7.486486486486486,0.08324353753842306,-0.06747440851467687,097230
13,LG하우시스,2021,Q3,건설,-0.20270061435176387,0.026776272306675564,0.0412960602555954,0.003641874658175004,-0.6371803424505226,-0.04143946654569719,0.04074204747130647,108670
