,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,매출액 변화율,자본총계 변화율,비유동부채 변화율,비유동자산 변화율,Label,Code
2,한화,2024,Q4,에너지_화학,0.5400146998330388,-0.03424604098510875,0.4842155314415746,0.12703515684978206,-0.01894762443874698,0.0063098903759426506,-0.08105153880231664,0.17635879983156405,000880
2,한국쉘석유,2024,Q4,에너지_화학,-0.1711514836514837,0.03568872576553761,-0.278611157950595,-0.054766414080240966,0.03403629689038379,3.3172229694462665,0.042577375112020865,0.21533537672948921,002960
2,태광산업,2024,Q4,에너지_화학,0.0884160839160839,0.037770234301523375,-0.6850529599903779,-0.06250543332962033,0.039127661334154684,0.08763541650122941,-0.34398775536195103,0.13106786546556265,003240
2,삼성정밀화학,2024,Q4,에너지_화학,-0.010622428700117967,-0.026903809918184973,0.23594228539939932,0.02289589383025592,-0.019497884339110372,-0.0043768682993925445,-0.05675641400312159,-0.10957164280619569,004000
2,효성,2024,Q4,에너지_화학,-0.114762777872534,0.015346232365369472,5.305125915412472,0.19750025844895913,0.07988720253301662,0.017618755122473573,0.06818343785073022,0.1271137855865498,004800
2,SK케미칼,2024,Q4,에너지_화학,0.05015171609999193,-0.0226501815754363,-0.28065191981144233,-2.9439088840242302,-0.03367730823022652,0.0767274719468869,0.01672525238428113,0.07407128647127777,006120
2,대한유화,2024,Q4,에너지_화학,0.004795972184240313,-0.0050712385403726135,-0.6389313327105741,0.0419167689067339,-0.0041653755010727656,1.6851025341149835,-0.018949636546275683,-0.15352335505059084,006650
2,국도화학,2024,Q4,에너지_화학,-0.08355052710228004,0.012788395641632588,0.6484800104720811,-0.13584075082610947,-0.013177324563589776,0.315407361964974,-0.023459664794334922,0.11214652330462523,007690
2,현대중공업,2024,Q4,중공업,0.014345646349381652,0.0015851108278928105,-4.669336935298366,0.718616406910785,0.0022408588452575984,0.0252663791761103,0.007397394289428538,0.39973562702195053,009540
2,한화케미칼,2024,Q4,에너지_화학,0.12817323511281475,-0.06084918114882465,-1.420139951400942,0.1780099767193981,0.030891738151782366,-0.10932010066372688,-0.007175655270896586,0.8094103296222243,009830
2,OCI,2024,Q4,에너지_화학,0.2978245346203093,-0.027050285084503134,0.08840977895047564,-0.06239721144121979,-0.022402962757723133,-0.6732989008365935,-0.0027351503589159165,0.008874447626754387,010060
2,삼성중공업,2024,Q4,중공업,0.171854680407312,0.03928170651484986,0.810123956094587,0.16272749825417043,0.017229361926022868,1.9267356835646678,0.17822190929385706,0.014751084850146621,010140
2,현대미포조선,2024,Q4,중공업,-0.14021395271395273,0.02864138362242219,0.34102090967158794,0.32704743366667,0.02024789035061758,1.126415840583792,0.0668790467159377,0.6554456452977199,010620
2,S-Oil,2024,Q4,에너지_화학,-0.03385914544171427,-0.014232811609895313,-1.5336625898519067,0.004206812819279371,-0.010895688661002212,0.20458475727755587,0.10410073711750645,-0.09099238497245096,010950
2,롯데케미칼,2024,Q4,에너지_화학,-0.17254943332529543,-0.07113104435459572,-0.48626335702376655,-0.07706126227861365,-0.05432453204380305,-0.30793563273991,-0.03135972291188305,-0.1504296505303528,011170
2,금호석유,2024,Q4,에너지_화학,-0.039338106028050185,0.006789944224067979,-0.49255418568988196,0.011853613303594912,0.00457147958049986,0.025971174705213596,0.011684617222192939,-0.008060856044784764,011780
2,SKC,2024,Q4,에너지_화학,-0.004751930459477652,-0.1885288492470818,-0.7448533796565959,-0.6660206949238712,-0.17827934464997286,0.18892797266860506,-0.1276553085608373,-0.12985164200847715,011790
2,한화테크윈,2024,Q4,중공업,0.6857614106989937,0.19409025544896297,0.8998944928128709,0.966865121305174,0.1931110605462576,-0.1464741662727963,-0.15081130539243726,0.31287740773183076,012450
2,한솔케미칼,2024,Q4,에너지_화학,0.11128462426059886,0.01470174311144068,-0.30641461905685097,0.053130075401577104,-0.022346957214665397,0.021297813618898154,-0.003991292319236228,-0.09411105018374054,014680
2,동원시스템즈,2024,Q4,에너지_화학,-0.2802505827505828,0.035103460150573085,-0.3878881113623365,-0.0565691501027229,0.009214447726582975,0.011403614638415105,-0.011246625814788747,-0.1456777387258359,014820
2,유니드,2024,Q4,에너지_화학,0.20004644695238755,-0.009262790978561863,-0.6264391894096522,-0.10996568101596116,-0.015113805092208277,-0.06746813719444544,-0.0300120951186561,0.1107228808937583,014830
2,현대엘리베이,2024,Q4,중공업,0.024407759254273284,0.0034351530623182303,-0.17806520913352997,0.029213326093110892,0.0014063990720325492,-0.03873016191591039,-0.06664685385417646,0.42913657760934176,017800
2,남해화학,2024,Q4,에너지_화학,-0.07132585156778708,-0.007722844991707389,0.3253429332145139,0.15646688000103315,-0.006426993238459966,-0.11629631364897763,0.05098786819630252,0.07716281701489155,025860
2,두산중공업,2024,Q4,중공업,0.09924627259532919,-1.3245010297659285,0.8107155095835443,0.4711279465410225,-0.06113350190820388,0.1421845370629593,-0.007031339442255979,0.2446664639313073,034020
2,대우조선해양,2024,Q4,중공업,1.099656142826246,-1.15327305061587,7.624503171339951,0.20502898980694684,0.14450198945282522,0.1605418770606497,0.1676329004971342,0.13272207800335284,042660
2,두산인프라코어,2024,Q4,중공업,0.2035786183513456,0.004752192166710856,-2.9951623965641394,-0.08885808386764182,-0.029927725931159666,0.20796523861500105,0.013918854700130101,-0.05419675572399153,042670
2,LG화학,2024,Q4,에너지_화학,-0.21276935802499064,-0.04006947864882138,-3.7415559205614453,-0.04931910784898974,-0.029596096727162347,-0.0024243494067761606,-0.007896830982790926,-0.20922321075044653,051910
2,현대로템,2024,Q4,중공업,0.6241230902855106,0.23474259814210763,0.2506679828456182,0.32450984360640134,0.06847289537157253,0.2370340243925806,0.018659879315379824,0.04467603010531604,064350
2,휴켐스,2024,Q4,에너지_화학,-0.20503319144623494,0.01250519069055156,-0.47903009875321667,0.02520615716218999,0.0026436667508986655,0.193192563526162,0.09864135462888868,0.000698413759706632,069260
2,GS,2024,Q4,에너지_화학,-0.19969097204498665,0.026408381639815293,4.622671723556679,2.6721202793891323,0.01914798117974481,-0.019070116846325758,0.002240606160933911,0.06293598940337002,078930
2,휴비스,2024,Q4,에너지_화학,0.04347490744549566,23.514592288404714,1.6078402906297047,-0.049906027324099544,0.04118971284587114,-0.08760733667227505,0.04983926229476543,0.08212672371875397,079980
2,두산엔진,2024,Q4,중공업,0.49800443600079597,-0.362782707473442,0.19026215778770572,0.10193609401134851,0.115559394525935,0.3327360012402458,0.23457530670482596,0.2929745914473556,082740
