,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,매출액 변화율,자본총계 변화율,비유동부채 변화율,비유동자산 변화율,Label,Code
18,한화,2020,Q4,에너지_화학,-0.13324027512351494,0.007656087365969011,-0.5675121485351535,0.19345528000050716,0.005100813298261064,-0.08555386815065358,-0.00528152792635217,0.049482279190664655,000880
18,한국쉘석유,2020,Q4,에너지_화학,-0.22086365135727729,0.017834747736524825,-0.28005680581707826,0.022731861170564027,0.0167679335938542,0.17749358224661216,-0.01505621712931382,0.11114082104582246,002960
18,태광산업,2020,Q4,에너지_화학,-0.04305632817126348,-0.016066303209106625,-8.097023339183876,-0.015659975616812205,-0.015705292654195402,-0.052140516722329555,-8.158998564145037e-05,0.25528704719089096,003240
18,삼성정밀화학,2020,Q4,에너지_화학,-0.16735584099827483,0.019157601831775395,0.0688930755413828,-0.04452590530207834,0.013817726995736468,-0.41811097441618905,0.3074374583982915,0.06145430122390323,004000
18,효성,2020,Q4,에너지_화학,-0.16738973920061234,0.003880169281304857,1.5108369321312973,0.4406990575778533,-0.0019274003929848904,0.0017699922453815464,0.013651373256058585,0.20262256265532305,004800
18,SK케미칼,2020,Q4,에너지_화학,-0.3461234129235028,0.0047927722432381525,1.1778442353819658,0.015370595954718347,0.007073255079756091,0.03382068391321891,-0.01820701270253766,-0.11462178132425084,006120
18,대한유화,2020,Q4,에너지_화학,0.21512759317055263,0.03555203350032898,0.30655560973012275,0.1789925572302271,0.02948758027771259,-0.02696451353430729,-0.011319060790725866,-0.19835470633533195,006650
18,국도화학,2020,Q4,에너지_화학,0.18639308311870162,0.011122452801895832,1.7867424946796078,0.21461608204716964,0.009326184410367366,-0.259020020211547,-0.01993146148670022,0.14036810366153796,007690
18,현대중공업,2020,Q4,중공업,0.020310645412428385,-0.024855373689161242,-0.6470215160997186,-0.048441764404146825,-0.03292630765971638,0.8290929252120458,-0.028741567108844235,0.25704629681891594,009540
18,한화케미칼,2020,Q4,에너지_화학,-0.32960627303006934,-0.0005216716487035367,-0.6526227454301479,0.011533268677354158,0.00012650709118777748,-0.10064427447791024,0.02288340961278479,-0.008450258678940737,009830
18,OCI,2020,Q4,에너지_화학,0.5265575935665567,-0.12262305131658302,-0.09374392395004894,0.026204550057041365,-0.07690208392407083,-0.10914016121760983,-0.07852044206058006,-0.026135434697953496,010060
18,삼성중공업,2020,Q4,중공업,-0.16032970964474916,-1.3831974608535176,69.68661041230406,-0.005673608196276603,-0.15915120766780888,-0.0980069630159427,-0.0213328763427727,-0.12164611673558728,010140
18,현대미포조선,2020,Q4,중공업,0.3921231413639474,-0.04439021564193946,-4.816427859737656,0.0426376437813305,-0.011917799637408799,0.07779292230575496,0.07974835493476173,0.4517896728342389,010620
18,S-Oil,2020,Q4,에너지_화학,0.03646985899182309,0.02947973519414604,-9.386877828054299,0.09978402985551482,0.020669821014863476,-0.167694824506344,-0.010265351432113379,0.15431940474312822,010950
18,롯데케미칼,2020,Q4,에너지_화학,-0.05476992263658534,-0.00718019023103178,-0.24573201788691912,0.05737943298338144,-0.0037075974442730697,-0.055458309580984966,-0.019811290479407107,-0.14166211592505534,011170
18,금호석유,2020,Q4,에너지_화학,0.4796880327309922,0.07963505446077002,0.27683541014396074,0.21945656592918628,0.08004780132854017,-0.14164931483631749,0.02011909973641357,-0.011446247758757615,011780
18,SKC,2020,Q4,에너지_화학,0.18512281533968783,-0.006645483900757698,-1.4055732536247583,-0.044234100625165196,-0.00043542357143588895,-0.03270534459417784,0.0015027203697204339,0.09443715074817449,011790
18,한화테크윈,2020,Q4,중공업,0.2580457642148433,0.019333717757846758,-6.725578716452479,0.19583877640802738,0.017391306481808977,-0.0044704712703645955,0.011037805610154994,0.03212037737733037,012450
18,한솔케미칼,2020,Q4,에너지_화학,0.13644362653477876,0.023775813359762976,-0.45710156461747975,-0.037804949820761435,0.02344603518479227,0.14295253233103655,0.01397860437220455,0.05316464540792426,014680
18,동원시스템즈,2020,Q4,에너지_화학,0.3257737470167064,0.04040990789890353,-0.11307211509568771,-0.0750834246781037,0.015969850458499968,-0.42733477636993145,0.02592428821106285,-0.14915791918673757,014820
18,유니드,2020,Q4,에너지_화학,0.2739862302124046,0.005350834861782561,-0.778617891583447,-0.06026111104801657,-0.011641991969464027,-0.11570309814764568,-0.007360011363233165,0.14756737875873854,014830
18,현대엘리베이,2020,Q4,중공업,-0.12530485994846768,-0.01828498866400996,0.2249335855327501,0.10066755909254765,0.01941067705757149,-0.09202570728812398,0.03983437799211176,0.0957239652533798,017800
18,남해화학,2020,Q4,에너지_화학,-0.15891086836790894,-0.015894865522510293,-1.6315954627039226,-0.06116655796213166,-0.011893286487269172,-0.0521098667545149,0.015110655532499129,0.062233202103824006,025860
18,두산중공업,2020,Q4,중공업,-0.505396080515039,0.5584287126207501,8.76518480383775,0.15398410126085893,0.3642322174860946,-0.17000741467895641,0.019184783781795334,0.007407038624129447,034020
18,대우조선해양,2020,Q4,중공업,-0.16063625434217382,-0.17603220657068086,-7.961921181766261,0.13800262913210748,-0.03220020084621822,-0.4511351903963211,-0.006414850754917878,0.3482239041023641,042660
18,두산인프라코어,2020,Q4,중공업,-0.08442724036672744,-0.3047475907927446,-1.351711138508752,0.1628993587072869,-0.020019334491156893,0.10442461367109157,-0.001026760516697589,0.025877373138461262,042670
18,LG화학,2020,Q4,에너지_화학,-0.05067434682493577,-0.05964763375930726,-0.7085776159070775,-0.10571029955109235,-0.024716937448231113,-0.31281162308103405,-0.0017408079479428462,0.037992412672218645,051910
18,현대로템,2020,Q4,중공업,0.06644210144708618,0.35747699790544796,-1.9312304013723998,0.09222409692967926,-0.035827189841924456,0.22356265882243198,-0.0165978559758857,-0.044266197335652846,064350
18,휴켐스,2020,Q4,에너지_화학,-0.28770641492661336,0.00565496441774993,0.7229956651894853,0.10629605379330154,0.004872341369464017,-0.015142473825875413,-0.0827824882195155,-0.08754706900635502,069260
18,GS,2020,Q4,에너지_화학,-0.16299904209893978,-0.06855842608113827,-0.005062473071951734,0.0330669944683466,-0.04635869227090683,0.03441834340718719,-0.04198148221762332,0.20388717257270525,078930
18,휴비스,2020,Q4,에너지_화학,-0.22183085068444297,0.29187348481812236,-23.06616041878443,0.2635357575574706,0.14156118199289724,-0.15249323671815262,-0.217734152794967,0.23662471190516693,079980
18,두산엔진,2020,Q4,중공업,0.25099149573225993,-0.04985239697227606,0.695528170419569,-0.08158063307461771,0.008627420259814444,0.14873780677039217,0.019291986894650837,0.21879140620471588,082740
18,후성,2020,Q4,에너지_화학,-0.14972882081778777,-0.0033581171422456535,-0.0030078352174429668,-0.03563632537705297,-0.004776855290671955,-0.20636148126070397,-0.007640627294808855,-0.08299692147784285,093370
18,SK이노베이션,2020,Q4,에너지_화학,0.08833222372673583,0.0027326195943213616,-3.1856522924262096,-0.6516481471956954,0.0016122393712607597,-0.15513638254948003,0.0276565730970304,0.28820015772134966,096770
18,한진중공업,2020,Q4,중공업,-0.37962552216721557,0.024762346199224572,-1.2343964527673366,-0.15239869724002697,-0.08648015258687791,1.7910442286659376,-0.012019002124264211,0.15951104237379024,097230
18,코오롱인더,2020,Q4,에너지_화학,0.2552122791267982,0.017980083681825354,2.496562851681683,0.27030117336983017,0.024957315957001125,-0.13761467336560074,0.009367791412506765,0.036469406871421764,120110
