Variable,VIF
const,1.262990973814172
F_유동자산 변화율,1.1241464315335448
F_비유동자산 변화율,1.5560315756372165
F_자산총계 변화율,2.8186289209825492
F_유동부채 변화율,1.5887568112082275
F_비유동부채 변화율,1.1532641087437139
F_부채총계 변화율,2.8179778026541302
F_이익잉여금 변화율,1.0146914904809552
F_자본총계 변화율,1.1026468622248147
F_매출액 변화율,1.0335283465366802
F_영업이익 변화율,1.0227310803764635
F_법인세차감전 순이익 변화율,4.153816571207723
F_당기순이익(손실) 변화율,4.181391444452355
M_소비자물가지수 변화율,2.285000618200162
M_환율 변화율,1.4286217619372639
M_GDP 변화율,2.82820740431641
M_금리 변화율,1.9281999880395675
M_수출액 변화율,2.604752412659406
M_실업률 변화율,2.4991937237173185
M_국제유가 변화율,2.040735126200464
M_주택가격 변화율,1.7499716004855335
