code,name,year,quarter,sector,F_당기순이익 변화율,M_소비자물가지수 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,Relative Return,Label,Code
50,경방,2024,Q4,경기소비재,-0.16777092961378992,-0.9944473918520956,-0.9958466164561746,-0.996084784611394,-0.9933179486843279,-0.9956226920709641,-0.02886037179999912,-0.02886037179999912,000050
50,경방,2024,Q3,경기소비재,-0.1713467741489284,-0.2377021247854798,-0.11983510689291532,-0.0051857654838392,-0.09523809523809512,-0.05674568795778523,0.09305574478690715,-0.02886037179999912,000050
50,경방,2024,Q2,경기소비재,-0.13359580281931638,-0.110334699467731,0.02546205269366908,0.05808429975732232,-3.3306690738754696e-16,0.01979840167061564,-0.13327121036347922,0.09305574478690715,000050
50,경방,2024,Q1,경기소비재,-1.3804650283123965,-0.11265192787422551,-0.12136131985833976,0.023680694141577696,-0.011764705882352788,-0.008599753155233536,-0.10878884492008238,-0.13327121036347922,000050
50,경방,2023,Q4,경기소비재,-5.73043317612189,0.10965773361610065,0.00757180156657955,0.05902989272759007,0.0625,-0.03388722209400741,-0.06536116314323508,-0.10878884492008238,000050
50,경방,2023,Q3,경기소비재,7.218992879623158,-0.028955398190522508,0.11207897793263655,0.001535787938867772,0.03896103896103886,0.106533304958502,-0.08219063219063219,-0.06536116314323508,000050
50,경방,2023,Q2,경기소비재,-0.9565712867084321,-0.3075171004307199,0.0022310602386272915,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.1480480934124126,-0.08219063219063219,000050
50,경방,2023,Q1,경기소비재,-2.006824047566152,-0.11353477832962133,-0.12061758935426237,-0.06497623491867566,-0.05813953488372092,-0.08337411073888668,-0.05075163065633926,-0.1480480934124126,000050
50,경방,2022,Q4,경기소비재,-3.068304614311116,-0.11456608043309557,0.11445954938682568,-0.08414558489005308,0.023809523809523725,-0.12070563315019511,-0.015779626136757832,-0.05075163065633926,000050
50,경방,2022,Q3,경기소비재,112.91561869372485,0.09093510066157107,0.0359464250541639,0.02779144307122383,-0.023255813953488302,-0.11299650647329962,-0.13229381994235823,-0.015779626136757832,000050
50,경방,2022,Q2,경기소비재,-0.9868599458197971,0.38636857995042173,0.2746673361787626,0.056550678111290775,-0.033707865168539186,0.13207484462760455,-0.10140683498790896,-0.13229381994235823,000050
50,경방,2022,Q1,경기소비재,-0.3237428870330856,0.09364288108448604,0.14767324592997877,0.03864674909181387,-0.09183673469387776,0.2602194672474454,0.11273574077530271,-0.10140683498790896,000050
50,경방,2021,Q4,경기소비재,0.8452698844508264,0.4025512712822732,0.16812521036687933,0.08222487497304898,0.02083333333333348,0.08325393584683072,0.11458560288894182,0.11273574077530271,000050
50,경방,2021,Q3,경기소비재,-0.1143638149114069,0.01761921683046319,-0.05306772908366497,0.06937716438105035,-0.1504424778761062,0.06736077481840197,0.055764862783849796,0.11458560288894182,000050
50,경방,2021,Q2,경기소비재,-0.5750431531020174,0.7421096287815034,0.11734330484330613,0.06502616415047213,-0.11023622047244086,0.131754905184698,-0.0030792581925372384,0.055764862783849796,000050
