,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,매출액 변화율,자본총계 변화율,비유동부채 변화율,비유동자산 변화율,Label,Code
4,한화,2024,Q2,에너지_화학,0.1710416810461864,-0.02161412988362743,-1.118314168735572,-0.05805450155225944,-0.06657711051794535,-0.06445141484056305,-0.0027387968531801254,0.027770030501192852,000880
4,한국쉘석유,2024,Q2,에너지_화학,0.22873722460745433,0.1149495836272858,0.045009840675567014,0.09248229452932444,0.1061295043225936,0.010272694607664778,0.007238056854931951,0.12008604781721018,002960
4,태광산업,2024,Q2,에너지_화학,-0.0866324514371064,0.007260880714557105,-412.49299605437415,0.020812893098196783,0.007366769185843447,0.01813628933649669,0.012458139497939946,0.19670176248602217,003240
4,삼성정밀화학,2024,Q2,에너지_화학,0.001697904255601096,0.01261022241204346,0.3572604808734716,0.04818513682583947,0.00999695803388656,0.03455895050318869,0.002990704856092874,-0.03877385162564892,004000
4,효성,2024,Q2,에너지_화학,-0.051704850260482584,-0.004039420110977354,0.07025528214476062,-0.44817251559111326,-0.3026422581077255,-0.024931968163332985,-0.16172372511903865,0.28848431621547854,004800
4,SK케미칼,2024,Q2,에너지_화학,-0.16396234951086583,-0.006287468789559214,-1.0924464087895132,-0.24825209162954254,-0.02061564385228476,-0.22772481266049138,-0.11109725555128902,0.12280287122368874,006120
4,대한유화,2024,Q2,에너지_화학,-0.28016393748226676,-0.0026057374400801914,-0.5117901081228046,0.11668200162225961,-0.002147993548102023,2.5056067746275765,-0.021540651601903105,-0.00892081771309286,006650
4,국도화학,2024,Q2,에너지_화학,-0.059206351063547845,0.014309665388153814,2.077578214023198,0.23652413731896682,0.01228386514424118,0.08530854095804119,0.012481082433299928,0.0016711294022917489,007690
4,현대중공업,2024,Q2,중공업,0.47399972928725354,0.006765231313940134,-5.504277458036454,0.018316737534410432,0.009400955029616576,-0.041431927696905846,-0.028585628597791235,0.05632699984763589,009540
4,한화케미칼,2024,Q2,에너지_화학,-0.056542329146519445,-0.013771070335748314,0.7355720888076223,-0.05475358613988235,0.0643644635629026,-0.0009173997913426435,0.08752399533457722,-0.25890053936609836,009830
4,OCI,2024,Q2,에너지_화학,-0.20880069879619348,-0.012221740358350552,-1.0191001816807146,-0.9891385404572803,-0.023982800225806344,0.0892282854935631,0.011453069366971214,-0.1191115966435922,010060
4,삼성중공업,2024,Q2,중공업,0.10666313721558776,-0.025811324371774358,3.4127752103314313,0.0886535177516512,0.06280803840761529,0.024100576100451798,0.028208259536337987,0.15207878626156152,010140
4,현대미포조선,2024,Q2,중공업,0.4355049531430463,0.01744456509775194,-1.713393770032857,0.12827046939957132,0.012231135521482361,0.07792508670186793,0.02636593604256232,0.09890692446022838,010620
4,S-Oil,2024,Q2,에너지_화학,0.002323417907322399,-0.0031327482345312463,-0.6474951654123566,0.025754941743406423,-0.0025541099094386066,-0.007490776934864218,0.039066440064674746,-0.05363911926143122,010950
4,롯데케미칼,2024,Q2,에너지_화학,-0.26910866888493923,-0.0019522302710692774,-0.48637716198759684,0.032303068142205404,-0.0024775852547725963,-0.110559074978407,0.002932216986276437,0.04915451021900591,011170
4,금호석유,2024,Q2,에너지_화학,-0.05750911088488723,0.02518069433251169,0.41543862854746405,0.10782195575828113,0.01097262411207156,0.3288496157060148,0.005444741797880903,-0.08354305760830244,011780
4,SKC,2024,Q2,에너지_화학,0.14374381996085936,-0.03233498206178598,0.7307936625128626,-0.15473521095806198,-0.024385754790975267,-0.25078444791258125,-0.012746225349065887,0.01559470582586818,011790
4,한화테크윈,2024,Q2,중공업,0.4602285331151815,0.061221122366269976,124.66097586324345,0.7881985876153965,0.046791071275524176,0.02616133653909114,0.006602788555958972,0.3625791401786238,012450
4,한솔케미칼,2024,Q2,에너지_화학,-0.11512902962294033,0.0369864279300236,-0.013224034104035387,-0.014825915801530476,0.11966634421993327,-0.4822590143144845,0.08914494696247632,-0.18218186639479553,014680
4,동원시스템즈,2024,Q2,에너지_화학,0.021380604386268487,0.18242343314281917,0.867271444073469,0.10667390198414428,0.0672904519983124,-0.29465025041496073,-0.004882174354753244,0.16699629175480252,014820
4,유니드,2024,Q2,에너지_화학,-0.1547098386917543,0.020852345419390295,0.30178117353958056,0.12087475885101728,0.029669085630751102,0.8547257667389765,0.03138879238898129,-0.15282377328538202,014830
4,현대엘리베이,2024,Q2,중공업,0.06220879736300331,0.09705861081592415,0.22091255096421136,0.08882455401253919,0.03838079129395333,-0.11589146882635581,0.06495072518847045,0.2528290623784065,017800
4,남해화학,2024,Q2,에너지_화학,0.007477249223327605,0.023890306702334385,-0.35082767585536967,-0.02364425148667615,0.019848087424547467,-0.09251859753047764,-0.0025239498579329167,0.030924357925593268,025860
4,두산중공업,2024,Q2,중공업,0.06835882263387019,0.6368353053418792,0.8716872964466689,0.08803787097707194,0.020015771723288278,-0.01123235047391502,0.006114131080935614,0.24232689446152753,034020
