F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_자본금 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_현재까지 감소한 주식의 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,P_발행금액 변화율,Relative Return
1.0,-0.0858930849231303,0.33633046916320536,0.1831620167845633,0.033731747840805376,0.1263547931779233,0.0860225162835175,0.006365006732384985,0.09793879142344118,0.13918139537195756,0.07664446506962908,0.0733020015507917,0.015037139346765784,0.015037139346765784,0.027188451103748398,-0.06734780769383333,-0.062133357498900615,-0.0553863442053165,-0.04116494977962409,-0.06828839518118185,-0.03137794751941606,-0.06432984624875311,-0.011140439082610606,-0.06754795738287565,-0.012871987010247353,-0.00785248459410572,-0.002946954153395738,0.0009719560544334164,-0.014353263727836477,-0.01395000713202933,-0.0032294020518524955,-0.01465191756944902,-0.02262965715771105,-0.013950861506904152,-0.018337645101004215,0.025577540650615137,-5.088320170403064e-05,0.06194896432907825
-0.0858930849231303,1.0,0.498890904599715,-0.021395821072445434,0.057897175432760614,-0.004163345875478081,0.16615540345259885,0.06994349668851034,0.172593861576163,-0.010258302132565515,-0.019997301341722482,-0.003764245388202241,0.014252836145572658,0.014252836145572658,-0.018325101913461293,-0.0033765418718027145,-0.0036978325899920754,0.021419077875356532,-0.02689028483231576,-0.031497116692227684,-0.012908548884725075,-0.006613150311776029,-0.00985891816657211,0.035693811536719765,-0.014917006598256845,-0.06066775370749327,-0.01981373589515961,-0.028626108930343404,0.012517566775666275,0.0017928757952609187,-0.004021697028120228,0.0023541293134677287,-0.013190110155305397,0.002216815571354637,0.0388985705069878,0.022677054908082635,0.01175200424703819,0.04152010667307954
0.33633046916320536,0.498890904599715,1.0,0.1943277320049865,0.08677771624621657,0.23624310919167477,0.30386746711853857,0.04124344811388247,0.19863643211459425,0.12258116892879564,0.0017770571256388334,0.007464253333323059,0.032191574437663656,0.032191574437663656,0.017047562100275585,0.02489194582765251,0.02439055954491447,0.02810030261339566,0.047997103212291295,-0.023870097423923473,0.04905356421287496,0.02291373948272713,-0.019212287694302898,0.026678779455695856,-0.017856301643412585,-0.02850648017178127,-0.009806071593215065,-0.0012315644407736343,0.00107479889019613,-0.005767953428999946,-0.006219928611114378,-0.0055000275844756955,-0.04397559323111978,-0.005292695700508064,-0.00721379401988205,0.04775763989104365,0.01280817358358994,0.07883653358000722
0.1831620167845633,-0.021395821072445434,0.1943277320049865,1.0,-0.11060267578022298,0.9290448855491187,0.01759523685100266,-0.031209296242508178,-0.08963969970936764,0.46566933749080236,0.037223605251761174,-0.002350566249022576,-0.002472337882488038,-0.002472337882488038,0.003355708678772381,0.02058200602891048,0.03177423717081707,0.03525701012255604,0.03697063656889488,0.018269671478966767,0.0489517815116337,0.02672517403966255,-0.009352203628435125,0.01956149142500612,-0.005501541392375997,-0.004757024720062275,-0.011622448900060296,-0.005749753953828542,-0.005797189668689476,-0.006320643325558329,-0.007812633448211448,-0.0056506176591833894,-0.008829338845246034,-0.005801133131868022,-0.0030504783794065007,0.03966878805107026,0.002819379189276108,0.04617706815453042
0.033731747840805376,0.057897175432760614,0.08677771624621657,-0.11060267578022298,1.0,-0.01575599010231684,0.00019122618477962984,-0.025718882959908006,0.010554864480218522,-0.02027271004126169,-0.0030471327358143475,-0.0022301418140564036,0.010180066150003804,0.010180066150003804,-0.020308977895379457,0.018490835773951917,0.008359423945663299,-0.015103156076710896,0.011409965602421425,0.0040234836696529126,0.003255943960655182,0.002237480789604606,0.0025356135094792244,-0.00528110583993068,-0.012099238265757055,-0.007806086193920186,0.00969618799590888,-0.004438821676378772,0.02045258236243366,0.019911041772169038,0.01996830854121073,0.019751038395157197,-0.009275953532426561,0.019740515395936045,-0.025586730867351085,0.013467697277490146,-0.004657978771148327,0.1606125831849432
0.1263547931779233,-0.004163345875478081,0.23624310919167477,0.9290448855491187,-0.01575599010231684,1.0,0.024096648625150662,-0.03995595961994367,-0.0839626964392011,0.4118426901441219,0.027515855633037076,-0.0014729132609118663,0.00347154386969364,0.00347154386969364,0.0012251398708673174,0.009829209805876437,0.016744273378848477,0.010929257212743054,0.02192002815608747,0.005197284003778396,0.03264732099704232,0.012405766472906272,-0.00596585394960277,0.0020037181434279373,-0.007861076519803618,-0.006642458208710639,-0.011592473950102095,-0.006685996364817728,-0.00661271632050028,-0.006999308450987106,-0.00582188719659006,-0.006825008213933715,-0.012628399631175657,-0.006802696156745814,-0.018907807615944405,0.02405118936630008,0.0004873831900311351,0.037859329993630106
0.0860225162835175,0.16615540345259885,0.30386746711853857,0.01759523685100266,0.00019122618477962984,0.024096648625150662,1.0,0.00906281119726496,0.16818006473071676,0.041255320699279445,0.02624640257500867,0.018626732963488803,0.0043057555950261235,0.0043057555950261235,0.060485958396565634,-0.001449222630771013,0.010840182405676645,0.03759402321415636,0.042613069322657245,-0.03474482492730014,0.06841401809542001,0.004661538134307025,-0.003964373246290183,0.018403629603751834,0.035163728728759475,0.17737019657625064,0.17036426658462933,0.23763808295968644,0.007088167859010911,-0.0007324312228988498,-0.0021867158172389585,0.0028903775808773935,-0.005923594427672887,0.002365962306156881,0.0066988856184146675,0.009694546310428303,-0.0042475502769356525,0.019602267527360193
0.006365006732384985,0.06994349668851034,0.04124344811388247,-0.031209296242508178,-0.025718882959908006,-0.03995595961994367,0.00906281119726496,1.0,0.026811680090554534,-0.025600157304520574,0.027704222649102227,0.0029433770787906386,0.0013848660950206027,0.0013848660950206027,-0.0014020661045441782,-0.021661726723744168,-0.024101693714038506,-0.06619637152170643,-0.029630183199505406,-0.012613541720427638,-0.013593905811439405,-0.02668138421525436,-0.006257933337283037,-0.025857361082368295,-0.02064695591972358,-0.03086371324420739,-0.017627693116742622,-0.01077221271250366,-0.001800887914619673,-0.0146292458171621,0.00038299505907057744,-0.017433509470051615,-0.0006119649704005025,-0.016126858159030734,-0.0667276801125355,-0.011265797775451721,-0.0006751473493478204,-0.030220027768548784
0.09793879142344118,0.172593861576163,0.19863643211459425,-0.08963969970936764,0.010554864480218522,-0.0839626964392011,0.16818006473071676,0.026811680090554534,1.0,0.017175713736239974,-0.005018971690819182,0.001253180452690964,0.015599430905336631,0.015599430905336631,0.0009619015572311126,-0.00020380613415826358,0.011354861403229324,-0.011201550804550105,0.0018483173037075167,0.0015768278245301725,0.030202810931140706,0.014690373275180323,-0.007020214510640334,0.014336408859802715,0.0065249000606588175,0.027643015193206128,0.024226007442573003,0.03544991961418595,0.004387285053449189,-0.00010370668697768822,-0.007543608412102337,0.001322947156904524,-0.00489890688631712,0.0012161369771951642,0.027457012226010498,0.012579109926973139,-0.006296040863043743,0.03656847543092541
0.13918139537195756,-0.010258302132565515,0.12258116892879564,0.46566933749080236,-0.02027271004126169,0.4118426901441219,0.041255320699279445,-0.025600157304520574,0.017175713736239974,1.0,0.05636251243039319,-0.005163859827192081,-0.0016448710153379538,-0.0016448710153379538,0.03187805954300584,0.0096345545139064,0.026175462137211555,0.07814140352254793,0.05870001427917116,0.005863633219344731,0.1101468835582169,0.02715637439053765,-0.006166235254449762,0.04673446303854817,-0.006295061457622796,0.011001102691171697,-0.011002550520665687,-0.002196630845536466,-0.009394418505350981,-0.008960954728284776,-0.00855405526799525,-0.010034510530841697,-0.006413915529543742,-0.010071584130589097,-0.0008435662221416922,0.011066157563894705,0.02857073739831173,0.038448398150268695
