,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,매출액 변화율,자본총계 변화율,비유동부채 변화율,비유동자산 변화율,Label,Code
1,롯데케미칼,2025,Q1,에너지_화학,-0.1504296505303528,0.00816922907700346,-0.5676823532701786,0.02442640695944842,-0.0014788075934810685,0.2762642837760054,-0.06048056208917785,-0.22156778208455435,011170
1,금호석유,2025,Q1,에너지_화학,-0.008060856044784764,0.01423438398764798,3.7624387718276013,0.02945315643210611,0.012817683298052218,-0.012656557271681024,-0.012610008076936463,-0.2834668449116301,011780
1,SKC,2025,Q1,에너지_화학,-0.12985164200847715,-0.022390768371633674,-1.0649603154356402,-0.7673327084438124,-0.020995238526991256,-0.12515046320545808,-0.0011880030388394802,-0.3015675284994956,011790
1,한화테크윈,2025,Q1,중공업,0.31287740773183076,0.08592082905580511,-0.6246544551291027,-0.5972158472430416,0.07956124643938689,0.4396399302144389,0.5736804520931722,-0.16309219530894642,012450
1,한솔케미칼,2025,Q1,에너지_화학,-0.09411105018374054,0.018568637009665157,0.7555051709576373,0.10213638606777575,0.020112163794083093,0.3556090157603853,0.0018093550031297312,0.22026891105901766,014680
1,동원시스템즈,2025,Q1,에너지_화학,-0.1456777387258359,-0.023182174402535893,-0.32682580866568733,0.025549343869002872,-0.009293676054723976,-0.08418844439336337,-0.002139245735974793,-0.26764846116824614,014820
1,유니드,2025,Q1,에너지_화학,0.1107228808937583,0.006668422188063072,2.371811856688312,0.10750397888215724,0.0066928901206633196,-0.11490352403944204,-0.02518817544098484,-0.3762876621669977,014830
1,현대엘리베이,2025,Q1,중공업,0.42913657760934176,0.4628120769717614,-0.09576376783573692,-0.16603565540441934,-0.06918046815990575,0.13519513783991477,-0.005035668279233185,-0.1533130339955191,017800
1,남해화학,2025,Q1,에너지_화학,0.07716281701489155,0.02380415511678957,3.399995639215141,0.165076240441822,0.019831101841047527,0.17960666291703586,-0.01590937332804021,-0.14429935807343042,025860
1,두산중공업,2025,Q1,중공업,0.2446664639313073,-2.030316691085315,-0.6647695986921763,-0.2736712356881138,-0.0017676798051995402,0.023231520936359162,-0.008665805634504142,0.8394629473767155,034020
1,대우조선해양,2025,Q1,중공업,0.13272207800335284,2.8132193531592726,0.5075238773907353,-0.029142864152768233,0.048608581000393114,0.04337046083600238,-0.0036606824071258037,0.07532034335405133,042660
1,두산인프라코어,2025,Q1,중공업,-0.05419675572399153,0.052146008690541645,-3.4730074363986256,0.2936040976686658,0.0448675173716766,0.1313284714183247,-0.004405982175678447,0.6263830819716364,042670
1,LG화학,2025,Q1,에너지_화학,-0.20922321075044653,0.0016021600763109767,-0.6889467434995262,0.015090499449234906,-0.002006253894620613,-0.08114749675120747,-0.004153370280111979,0.13507036252436036,051910
1,현대로템,2025,Q1,중공업,0.04467603010531604,0.20088423452627646,0.18610537495710222,-0.19160433227316565,0.06771510583257068,-0.02042019777386106,-0.020668374741612205,0.4208768068097989,064350
1,휴켐스,2025,Q1,에너지_화학,0.000698413759706632,-0.031778939098033754,0.2910494290996235,-0.1426099632163651,-0.022301152683067205,-0.23020763837042402,-0.007651230464550296,-0.12557730246477822,069260
1,GS,2025,Q1,에너지_화학,0.06293598940337002,-0.020951722964849817,0.20169232383493463,0.16501173497021115,-0.015299734295698086,-0.17110167927661935,0.003386003138856397,-0.05183468165767913,078930
1,휴비스,2025,Q1,에너지_화학,0.08212672371875397,-0.03925897134338141,-1.260705685662903,0.12376929849853724,0.01723326319520746,-0.09629198475344436,-0.010564267051654364,-0.08674384236764124,079980
1,두산엔진,2025,Q1,중공업,0.2929745914473556,-0.27318435330403235,0.2262802639347632,-0.024783625337739923,0.050685262218998384,0.07404399491956459,0.008351912516946003,0.046348872672927005,082740
1,후성,2025,Q1,에너지_화학,-0.13012636326393706,0.3233102215779966,-7.694948955810068,0.018268727123494255,0.05336304069337405,-0.011109479663082067,-0.009311624041248523,-0.022954328833664356,093370
1,SK이노베이션,2025,Q1,에너지_화학,-0.2776851002985981,0.21526571636419378,31.043260131164516,4.750155601525133,0.11093570439075817,-0.0834070705903669,0.005448851709595859,-0.051012690225359064,096770
1,한진중공업,2025,Q1,중공업,0.10995760843037262,-0.0036157958448130856,1.7850129198966407,-0.14542706128874205,0.015458102929974737,0.01424834235508965,0.0008316247680706379,0.7689987066760722,097230
1,코오롱인더,2025,Q1,에너지_화학,-0.009314493269844092,-0.036157357529992384,2.4214061636144018,0.12070225840536719,0.006413372274374662,0.023260372049166422,0.04584957627388131,-0.06870596282059244,120110
