Variable,VIF
const,1.1934958394093174
F_유동자산 변화율,1.2444269722861534
F_비유동자산 변화율,4.892878314916503
F_자산총계 변화율,8.946884884603971
F_유동부채 변화율,1.1307196397127348
F_비유동부채 변화율,1.9085018843533532
F_부채총계 변화율,4.31333264598818
F_이익잉여금 변화율,1.0242637809982191
F_자본총계 변화율,1.192398986166461
F_매출액 변화율,1.2121395176389986
F_영업이익 변화율,1.225699047859531
F_법인세차감전 순이익 변화율,7.463592427600301
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4341450418405453
M_환율 변화율,35.58468383991813
M_GDP 변화율,96.05513128499109
M_금리 변화율,3.136281091404754
M_수출액 변화율,18.144272765152905
M_실업률 변화율,6.150855050363606
M_국제유가 변화율,4.828071678146361
M_주택가격 변화율,74.81454375596431
Relative Return,1.0512417972080066
