,name,year,quarter,sector,Relative Return,이익잉여금 변화율,유동자산 변화율,금리 변화율,법인세차감전 순이익 변화율,자본총계 변화율,비유동자산 변화율,Label,Code
14,조선내화,2021,Q2,철강_소재,-0.03153426773795297,0.057775907998172116,-0.20325461622947116,0.11734330484330613,11.392949269740228,0.08379124596242193,0.1428491299204011,0.07722297134182479,000480
14,영풍,2021,Q2,철강_소재,-0.008592319436373275,0.007155265214077167,0.019424154484484424,0.11734330484330613,-0.7839186298779928,0.00721359424695156,0.005959443926052632,0.0676530318612917,000670
14,동국제강,2021,Q2,철강_소재,-0.1763557107782743,0.19448464363902374,0.20459893344617974,0.11734330484330613,1.0649522672623637,0.08176790630498898,0.012402666656706085,-0.05809848383616125,001230
14,세아베스틸,2021,Q2,철강_소재,-0.1510698486409106,0.047450050783380826,0.15882835088921854,0.11734330484330613,0.09675080009415793,0.03152837834780531,-0.0037235963618701406,-0.21023237478733556,001430
14,고려제강,2021,Q2,철강_소재,0.012190068395831767,0.007799811136542045,0.005583083190845439,0.11734330484330613,-0.2948382631797133,0.008509185793398988,0.004734097415275862,-0.03614379296018116,002240
14,세아제강,2021,Q2,철강_소재,0.08333906833819155,0.0009958155317673079,-0.6368113011184764,0.11734330484330613,-0.8642524246396354,0.0011747466088687375,0.002356343687758722,0.7001081532030333,003030
14,현대제철,2021,Q2,철강_소재,-0.09218895526062851,0.02486202700969775,0.049674912170537544,0.11734330484330613,0.32256648843207025,0.01740135535497278,-0.012828336634824855,-0.11740833226314312,004020
14,삼광글라스,2021,Q2,철강_소재,0.052134764639286325,0.06939658009394067,-0.019578374025646883,0.11734330484330613,-0.5878806416918541,-0.004846504128421025,-0.0031056856629400054,0.08282846965586767,005090
14,POSCO,2021,Q2,철강_소재,-0.12454951514294245,0.023238128633400246,0.032354236345461196,0.11734330484330613,0.401463236037946,0.024574511292733803,0.001990649250672938,-0.07695380850330745,005490
14,현대중공업,2021,Q2,중공업,-0.19266093166180845,0.001055047851291624,0.0065114946509690075,0.11734330484330613,-2.201992639258896,0.005256697820388956,0.0048761634575711366,-0.08660154314433355,009540
14,무림P&P,2021,Q2,철강_소재,-0.13984041884129564,0.039191134838674646,0.01999638985880292,0.11734330484330613,-3.0981242087337186,0.020240404978283166,-0.0032531693111214066,-0.11170766806853002,009580
14,고려아연,2021,Q2,철강_소재,0.1590439029437895,0.027800893257592163,0.027774813803628895,0.11734330484330613,-0.08203166466799983,0.027730264026878615,0.0415633760745997,0.024197738400345406,010130
14,삼성중공업,2021,Q2,중공업,0.0747392888799497,0.6357375708582282,0.018032891803429596,0.11734330484330613,-0.18976607577949223,-0.11974023677659562,-0.0067960492210144,0.056452057940304744,010140
14,현대미포조선,2021,Q2,중공업,-0.11281805848560195,-0.08418596311000048,0.04985523452986529,0.11734330484330613,-6.745618373916622,-0.06426827148097058,0.031165635026128458,0.03603568655474404,010620
14,한화테크윈,2021,Q2,중공업,0.19907837896605596,-0.008862079334410411,-0.14940098241049204,0.11734330484330613,-1.113622822123445,-0.00651932860126514,0.14288956099495098,-0.13958243873285217,012450
14,현대엘리베이,2021,Q2,중공업,0.03388645071062363,0.020271091717910528,-0.05593215731215917,0.11734330484330613,-0.7288750435709658,0.004340561909264018,0.104720073134142,-0.018128181304509196,017800
14,두산중공업,2021,Q2,중공업,0.7244685390492225,0.34376332729869596,0.16945482565774794,0.11734330484330613,-0.22174761195334358,0.1994301103051217,-0.010264614260695804,0.2675322971535299,034020
14,대우조선해양,2021,Q2,중공업,-0.15944310887287957,-2.7873796573004848,-0.002442879313473534,0.11734330484330613,3.4402056759908692,-0.2852354763482673,-0.0433238867445378,-0.08847418608507654,042660
14,두산인프라코어,2021,Q2,중공업,0.4699380857375547,0.48196088230574907,1.0342077979630244,0.11734330484330613,0.9081142023752575,-0.5946689347372931,-0.5061657960009454,-0.3116409103990613,042670
14,현대로템,2021,Q2,중공업,0.22285094385006707,-0.0775049706911135,-0.07689549207219137,0.11734330484330613,-0.3652434666349701,0.009469947853607996,0.009104688957441764,-0.07015496451288097,064350
14,두산엔진,2021,Q2,중공업,-0.22223448239058458,0.06651730240552522,0.022321565780458075,0.11734330484330613,-0.5942203246908326,0.12643743500281945,0.0008832974060093424,0.07574179950245123,082740
14,한진중공업,2021,Q2,중공업,-0.012660931661808445,0.017545436611472454,-0.017842231088281313,0.11734330484330613,-0.5203944309868116,-0.08184037047906034,-0.020904681284568016,0.1921028500053314,097230
14,풍산,2021,Q2,철강_소재,-0.14676963557666972,0.09673380001830734,0.10787872395181708,0.11734330484330613,0.8301093991101607,0.0533373188961499,0.008253566238259236,-0.04943282950503166,103140
14,한국철강,2021,Q2,철강_소재,-0.19996806412177934,0.30455350221683597,-0.011185310895059142,0.11734330484330613,2.499410413144431,0.01453585554524639,-0.002120029513504207,0.023378628699684968,104700
