trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-04,2021-01-24,0.0,71600,75500,0.0545,
2021-02-02,2021-02-24,0.0,67000,70400,0.0507,
2021-03-01,2021-03-26,0.0,71000,66000,-0.0704,
2021-04-07,2021-04-30,1.0,65100,73300,0.126,PP
2021-05-03,2021-05-25,2.0,73000,68500,-0.0616,PN
2021-06-03,2021-06-24,0.0,73500,69100,-0.0599,
2021-07-04,2021-07-31,1.0,71800,72700,0.0125,PP
2021-08-04,2021-08-26,-2.0,70400,65300,-0.0724,NN
2021-09-02,2021-09-29,1.0,66500,63600,-0.0436,PN
2021-10-03,2021-10-31,1.0,62000,62600,0.0097,PP
2021-11-06,2021-11-26,0.0,60700,53900,-0.112,
2021-12-02,2021-12-23,1.0,49400,53800,0.0891,PP
2022-01-01,2022-01-24,0.0,54000,52400,-0.0296,
2022-02-04,2022-02-25,-1.0,50700,47800,-0.0572,NN
2022-03-04,2022-03-28,1.0,50000,51800,0.036,PP
2022-04-01,2022-04-28,1.0,52800,57100,0.0814,PP
2022-05-02,2022-05-29,3.0,57000,59600,0.0456,PP
2022-06-07,2022-06-23,3.0,68500,58500,-0.146,PN
2022-07-04,2022-07-28,4.0,63600,57000,-0.1038,PN
2022-08-01,2022-08-24,2.0,59300,67100,0.1315,PP
2022-09-02,2022-09-28,3.0,64800,56200,-0.1327,PN
2022-10-06,2022-10-27,2.0,58300,64900,0.1132,PP
2022-11-02,2022-11-22,0.0,69400,71300,0.0274,
2022-12-06,2022-12-25,2.0,69800,71700,0.0272,PP
2023-01-07,2023-01-30,-1.0,65400,69200,0.0581,NP
2023-02-03,2023-02-27,0.0,66600,67300,0.0105,
2023-03-06,2023-03-22,2.0,71100,72300,0.0169,PP
2023-04-03,2023-04-28,2.0,80500,89600,0.113,PP
2023-05-02,2023-05-25,3.0,89600,84500,-0.0569,PN
2023-06-07,2023-06-22,3.0,87400,92800,0.0618,PP
2023-07-04,2023-07-25,4.0,93000,120100,0.2914,PP
2023-08-07,2023-08-31,3.0,113500,107100,-0.0564,PN
2023-09-06,2023-09-26,0.0,100100,100000,-0.001,
2023-10-10,2023-10-24,2.0,93600,85300,-0.0887,PN
2023-11-01,2023-11-28,2.0,78300,84700,0.0817,PP
2023-12-04,2023-12-31,1.0,85500,93200,0.0901,PP
2024-01-07,2024-01-22,2.0,87200,78400,-0.1009,PN
2024-02-06,2024-02-29,1.0,103000,87900,-0.1466,PN
2024-03-06,2024-03-27,2.0,94400,115600,0.2246,PP
2024-04-01,2024-04-28,1.0,113300,127800,0.128,PP
2024-05-03,2024-05-24,1.0,138100,171000,0.2382,PP
2024-06-03,2024-06-25,3.0,170200,142800,-0.161,PN
2024-07-03,2024-07-22,3.0,132300,126300,-0.0454,PN
2024-08-01,2024-08-23,1.0,118600,115500,-0.0261,PN
2024-09-02,2024-09-30,1.0,112800,123200,0.0922,PP
2024-10-01,2024-10-30,3.0,120900,106300,-0.1208,PN
2024-11-05,2024-11-26,0.0,107600,91600,-0.1487,
2024-12-03,2024-12-27,-1.0,90300,93300,0.0332,NP
2025-01-05,2025-01-27,3.0,99500,127500,0.2814,PP
2025-02-07,2025-02-25,1.0,118500,116900,-0.0135,PN
2025-03-06,2025-03-26,-1.0,118000,115800,-0.0186,NN
