trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-08,2021-01-08,1.0,64000,70000,0.0938,PP
2021-02-08,2021-02-08,0.0,81500,91000,0.1166,
2021-03-05,2021-03-05,0.0,77400,75600,-0.0233,
2021-04-15,2021-04-15,0.0,83200,80100,-0.0373,
2021-05-14,2021-05-14,0.0,82000,83600,0.0195,
2021-06-07,2021-06-23,0.0,98900,107000,0.0819,
2021-12-13,2021-12-13,1.0,70800,72100,0.0184,PP
2022-06-19,2022-06-19,0.0,54100,53500,-0.0111,
2022-11-17,2022-11-17,0.0,60400,58800,-0.0265,
2023-01-16,2023-01-16,0.0,52800,52200,-0.0114,
2023-05-12,2023-05-12,1.0,63000,66200,0.0508,PP
2023-06-28,2023-06-28,0.0,59900,59600,-0.005,
2023-08-10,2023-08-10,0.0,56900,55700,-0.0211,
2023-10-11,2023-10-11,1.0,54800,55500,0.0128,PP
2023-12-26,2023-12-26,1.0,71200,71700,0.007,PP
2024-01-03,2024-01-03,1.0,76400,74200,-0.0288,PN
2024-03-13,2024-03-13,0.0,65400,65800,0.0061,
2024-05-24,2024-05-24,2.0,68700,69200,0.0073,PP
2024-06-17,2024-06-17,1.0,73000,74000,0.0137,PP
2024-08-14,2024-08-14,2.0,63800,73300,0.1489,PP
2024-09-10,2024-09-10,0.0,67500,67400,-0.0015,
2024-10-08,2024-10-25,1.0,70000,73500,0.05,PP
2024-11-11,2024-11-21,2.0,76000,70600,-0.0711,PN
2024-12-19,2024-12-19,1.0,68200,66700,-0.022,PN
2025-01-20,2025-01-22,1.0,74500,78000,0.047,PP
2025-02-18,2025-02-28,1.0,78700,72200,-0.0826,PN
2025-03-03,2025-04-01,-1.0,71600,66700,-0.0684,NN
