trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-06,2021-01-27,0.0,52300,56500,0.0803,
2021-02-03,2021-02-22,0.0,53100,49950,-0.0593,
2021-03-14,2021-03-29,0.0,50100,50200,0.002,
2021-04-06,2021-04-28,1.0,49750,61600,0.2382,PP
2021-05-06,2021-05-20,1.0,62000,77700,0.2532,PP
2021-06-07,2021-06-16,0.0,93300,92800,-0.0054,
2021-07-02,2021-07-26,-1.0,94500,99600,0.054,NP
2021-08-02,2021-08-20,0.0,96700,85700,-0.1138,
2021-09-02,2021-09-30,1.0,100000,99600,-0.004,PN
2021-10-07,2021-10-18,2.0,89700,98600,0.0992,PP
2021-11-07,2021-11-29,-2.0,133000,110500,-0.1692,NN
2021-12-02,2021-12-19,3.0,110000,120500,0.0955,PP
2022-01-06,2022-01-28,1.0,122000,96600,-0.2082,PN
2022-02-02,2022-02-28,2.0,99600,113500,0.1396,PP
2022-03-06,2022-03-25,2.0,126500,107500,-0.1502,PN
2022-04-12,2022-04-28,1.0,97700,89100,-0.088,PN
2022-05-03,2022-05-22,0.0,87600,79700,-0.0902,
2022-06-06,2022-06-27,-1.0,85900,68200,-0.2061,NN
2022-07-16,2022-07-22,0.0,64000,66400,0.0375,
2022-08-10,2022-08-24,0.0,77500,85500,0.1032,
2022-09-02,2022-09-26,0.0,78300,83900,0.0715,
2022-10-05,2022-10-25,-1.0,81700,77500,-0.0514,NN
2022-11-07,2022-11-22,1.0,86400,99700,0.1539,PP
2022-12-08,2022-12-28,2.0,85500,83600,-0.0222,PN
2023-01-02,2023-01-18,2.0,83100,87800,0.0566,PP
2023-02-06,2023-02-21,1.0,89300,88200,-0.0123,PN
2023-03-02,2023-03-23,2.0,101000,95100,-0.0584,PN
2023-04-07,2023-04-28,2.0,96500,93200,-0.0342,PN
2023-05-01,2023-05-24,0.0,93200,99000,0.0622,
2023-06-06,2023-06-29,1.0,104800,89100,-0.1498,PN
2023-07-04,2023-07-17,2.0,90800,86600,-0.0463,PN
2023-08-16,2023-08-16,1.0,110800,106900,-0.0352,PN
2023-09-07,2023-09-22,0.0,107900,114600,0.0621,
2023-10-05,2023-10-23,1.0,109100,75300,-0.3098,PN
2023-11-01,2023-11-16,1.0,74700,83200,0.1138,PP
2023-12-02,2023-12-26,3.0,89300,92200,0.0325,PP
2024-01-02,2024-01-11,0.0,93400,85600,-0.0835,
2024-02-08,2024-02-08,1.0,94300,93300,-0.0106,PN
2024-03-12,2024-03-15,1.0,109000,145000,0.3303,PP
2024-04-08,2024-04-26,2.0,143100,137600,-0.0384,PN
2024-05-03,2024-05-28,0.0,147600,220000,0.4905,
2024-06-03,2024-06-23,2.0,208000,212500,0.0216,PP
2024-07-12,2024-07-26,0.0,263500,163400,-0.3799,
2024-08-07,2024-08-29,-4.0,133500,147900,0.1079,NP
2024-09-01,2024-09-30,0.0,149000,169500,0.1376,
2024-10-02,2024-10-22,-2.0,165500,209000,0.2628,NP
2024-11-06,2024-11-22,3.0,213000,224000,0.0516,PP
2024-12-03,2024-12-23,-2.0,197000,251500,0.2766,NP
2025-01-02,2025-01-31,3.0,259000,284000,0.0965,PP
2025-02-06,2025-02-27,0.0,286000,354500,0.2395,
2025-03-05,2025-03-26,1.0,326500,323500,-0.0092,PN
