trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-04,2021-01-28,-1.0,26100,31150,0.1935,NP
2021-02-08,2021-03-01,1.0,39100,33100,-0.1535,PN
2021-03-07,2021-03-15,-1.0,33700,35850,0.0638,NP
2021-04-05,2021-04-22,1.0,36800,34250,-0.0693,PN
2021-05-06,2021-05-28,0.0,32050,33900,0.0577,
2021-06-03,2021-06-22,0.0,34200,34500,0.0088,
2021-07-01,2021-07-29,-2.0,32700,33600,0.0275,NP
2021-08-02,2021-08-17,-1.0,32700,31600,-0.0336,NN
2021-09-06,2021-09-25,0.0,32450,33150,0.0216,
2021-10-04,2021-10-27,0.0,33150,30900,-0.0679,
2021-11-05,2021-11-15,3.0,29750,30350,0.0202,PP
2021-12-01,2021-12-17,1.0,27100,30000,0.107,PP
2022-01-02,2022-01-19,2.0,32450,34800,0.0724,PP
2022-02-06,2022-02-22,0.0,36100,33450,-0.0734,
2022-03-03,2022-03-25,-1.0,37100,43400,0.1698,NP
2022-04-01,2022-04-24,0.0,42500,43350,0.02,
2022-05-01,2022-05-23,1.0,44500,48850,0.0978,PP
2022-06-06,2022-06-22,0.0,53300,51500,-0.0338,
2022-07-06,2022-07-27,2.0,50300,54300,0.0795,PP
2022-08-11,2022-08-18,1.0,56500,56100,-0.0071,PN
2022-09-10,2022-09-28,1.0,55700,47000,-0.1562,PN
2022-10-07,2022-10-27,1.0,50900,44550,-0.1248,PN
2022-11-07,2022-11-24,2.0,50300,46000,-0.0855,PN
2022-12-02,2022-12-29,1.0,48200,50900,0.056,PP
2023-01-01,2023-01-17,0.0,51500,47250,-0.0825,
2023-02-03,2023-02-22,1.0,48050,45750,-0.0479,PN
2023-03-06,2023-03-17,2.0,45200,42600,-0.0575,PN
2023-04-02,2023-04-26,1.0,47550,56000,0.1777,PP
2023-05-10,2023-05-26,-2.0,51000,51200,0.0039,NP
2023-06-03,2023-06-20,0.0,54300,57000,0.0497,
2023-07-07,2023-07-24,2.0,53200,51300,-0.0357,PN
2023-08-02,2023-08-30,2.0,49350,50200,0.0172,PP
2023-09-04,2023-09-22,1.0,50600,49200,-0.0277,PN
2023-10-04,2023-10-25,1.0,48750,48950,0.0041,PP
2023-11-07,2023-11-27,0.0,48950,46350,-0.0531,
2023-12-06,2023-12-26,2.0,46950,49100,0.0458,PP
2024-01-02,2024-01-22,3.0,49900,55500,0.1122,PP
2024-02-03,2024-02-26,-1.0,48400,53100,0.0971,NP
2024-03-05,2024-03-27,3.0,50400,51000,0.0119,PP
2024-04-05,2024-04-24,2.0,50100,52600,0.0499,PP
2024-05-02,2024-05-29,2.0,52300,56500,0.0803,PP
2024-06-05,2024-06-25,2.0,51900,53500,0.0308,PP
2024-07-01,2024-07-31,3.0,52900,57000,0.0775,PP
2024-08-07,2024-08-22,1.0,51500,55500,0.0777,PP
2024-09-05,2024-09-25,-1.0,53400,54200,0.015,NP
2024-10-02,2024-10-30,1.0,52500,60000,0.1429,PP
2024-11-07,2024-11-29,1.0,61800,58400,-0.055,PN
2024-12-04,2024-12-23,2.0,59500,55900,-0.0605,PN
2025-01-03,2025-01-30,0.0,56100,53400,-0.0481,
2025-02-05,2025-02-23,0.0,52500,61700,0.1752,
2025-03-06,2025-03-31,4.0,69500,75000,0.0791,PP
