trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-01,2021-01-29,0.0,14900,13650,-0.0839,
2021-02-05,2021-02-23,2.0,13800,17000,0.2319,PP
2021-03-04,2021-03-28,1.0,20150,34150,0.6948,PP
2021-04-04,2021-04-23,2.0,28050,32950,0.1747,PP
2021-05-02,2021-05-31,-1.0,39850,47900,0.202,NP
2021-06-06,2021-06-28,2.0,45800,44300,-0.0328,PN
2021-07-07,2021-07-22,-1.0,47600,41900,-0.1197,NN
2021-08-06,2021-08-25,-3.0,39550,39650,0.0025,NP
2021-09-03,2021-09-22,1.0,41050,38550,-0.0609,PN
2021-10-04,2021-10-22,3.0,30900,28950,-0.0631,PN
2021-11-02,2021-11-28,3.0,26950,24450,-0.0928,PN
2021-12-07,2021-12-29,1.0,27300,27600,0.011,PP
2022-01-06,2022-01-23,-3.0,27000,24650,-0.087,NN
2022-02-03,2022-02-23,1.0,22400,30750,0.3728,PP
2022-03-07,2022-03-31,0.0,35800,29150,-0.1858,
2022-04-04,2022-04-24,-1.0,28700,27400,-0.0453,NN
2022-05-02,2022-05-27,3.0,27750,33750,0.2162,PP
2022-06-05,2022-06-26,2.0,31000,24100,-0.2226,PN
2022-07-05,2022-07-31,2.0,23800,24850,0.0441,PP
2022-08-04,2022-08-29,2.0,25200,22100,-0.123,PN
2022-09-01,2022-09-26,-2.0,22050,18150,-0.1769,NN
2022-10-04,2022-10-27,1.0,18650,18950,0.0161,PP
2022-11-03,2022-11-23,-1.0,18700,22300,0.1925,NP
2022-12-07,2022-12-24,1.0,21100,21700,0.0284,PP
2023-01-04,2023-01-26,-2.0,19000,21800,0.1474,NP
2023-02-02,2023-02-22,2.0,22850,21950,-0.0394,PN
2023-03-03,2023-03-22,-3.0,22800,20300,-0.1096,NN
2023-04-04,2023-04-26,2.0,20050,20300,0.0125,PP
2023-05-02,2023-05-29,-2.0,20250,17620,-0.1299,NN
2023-06-01,2023-06-28,-1.0,17540,18840,0.0741,NP
2023-07-02,2023-07-25,1.0,18880,16300,-0.1367,PN
2023-08-03,2023-08-25,-1.0,17840,17000,-0.0471,NN
2023-09-05,2023-09-26,0.0,16790,16460,-0.0197,
2023-10-03,2023-10-22,-3.0,16220,14060,-0.1332,NN
2023-11-03,2023-11-23,-2.0,15030,16330,0.0865,NP
2023-12-06,2023-12-24,-1.0,16300,20200,0.2393,NP
2024-01-03,2024-01-24,-1.0,20850,20000,-0.0408,NN
2024-02-07,2024-02-22,-3.0,19030,19110,0.0042,NP
2024-03-07,2024-03-27,-2.0,17200,15510,-0.0983,NN
2024-04-01,2024-04-23,0.0,15900,14910,-0.0623,
2024-05-02,2024-05-22,0.0,15600,16800,0.0769,
2024-06-02,2024-06-27,1.0,18980,19010,0.0016,PP
2024-07-05,2024-07-31,-2.0,19950,18200,-0.0877,NN
2024-08-02,2024-08-22,1.0,18080,17970,-0.0061,PN
2024-09-02,2024-09-23,0.0,16970,17730,0.0448,
2024-10-04,2024-10-22,2.0,17540,17160,-0.0217,PN
2024-11-06,2024-11-26,0.0,17840,18500,0.037,
2024-12-01,2024-12-26,4.0,18110,18020,-0.005,PN
2025-01-06,2025-01-31,3.0,18500,19040,0.0292,PP
2025-02-03,2025-02-24,4.0,18660,20000,0.0718,PP
2025-03-05,2025-03-31,1.0,20850,19560,-0.0619,PN
