trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-04,2021-01-24,1.0,63300,69900,0.1043,PP
2021-02-09,2021-02-25,1.0,64000,59900,-0.0641,PN
2021-03-14,2021-03-24,1.0,61000,57800,-0.0525,PN
2021-04-05,2021-04-22,2.0,60200,59800,-0.0066,PN
2021-05-17,2021-05-25,0.0,55300,55500,0.0036,
2021-06-03,2021-06-30,3.0,58000,55900,-0.0362,PN
2021-07-14,2021-07-30,3.0,56500,64900,0.1487,PP
2021-08-03,2021-08-27,3.0,63800,68400,0.0721,PP
2021-09-03,2021-09-29,2.0,68500,66500,-0.0292,PN
2021-10-04,2021-10-28,4.0,66700,61300,-0.081,PN
2021-11-07,2021-11-26,0.0,59600,55200,-0.0738,
2021-12-01,2021-12-22,2.0,52200,55100,0.0556,PP
2022-02-02,2022-02-23,1.0,49500,42200,-0.1475,PN
2022-03-04,2022-03-28,1.0,44250,45250,0.0226,PP
2022-04-01,2022-04-28,1.0,44700,48800,0.0917,PP
2022-05-03,2022-05-29,2.0,50100,48700,-0.0279,PN
2022-06-09,2022-06-09,0.0,53700,54200,0.0093,
2022-07-21,2022-07-26,2.0,51000,52700,0.0333,PP
2022-08-12,2022-08-30,0.0,59300,56900,-0.0405,
2022-09-01,2022-09-19,0.0,55300,50600,-0.085,
2022-10-14,2022-10-24,3.0,47700,50000,0.0482,PP
2022-11-02,2022-11-25,3.0,56000,60000,0.0714,PP
2022-12-05,2022-12-09,1.0,55700,55100,-0.0108,PN
2023-01-06,2023-01-31,1.0,49400,53300,0.0789,PP
2023-02-03,2023-02-28,0.0,49100,50200,0.0224,
2023-03-02,2023-03-27,3.0,50400,57100,0.1329,PP
2023-04-04,2023-04-28,3.0,56600,63200,0.1166,PP
2023-05-02,2023-05-26,1.0,63200,64300,0.0174,PP
2023-06-07,2023-06-18,1.0,69100,73700,0.0666,PP
2023-07-04,2023-07-25,4.0,80300,115500,0.4384,PP
2023-08-16,2023-08-24,1.0,102500,96600,-0.0576,PN
2023-09-06,2023-09-24,3.0,96100,100800,0.0489,PP
2023-10-12,2023-10-25,0.0,85900,75200,-0.1246,
2023-11-07,2023-11-22,-2.0,71000,75400,0.062,NP
2023-12-01,2023-12-29,0.0,75900,73200,-0.0356,
2024-01-02,2024-01-26,3.0,73200,68600,-0.0628,PN
2024-02-07,2024-02-29,0.0,65800,64100,-0.0258,
2024-03-06,2024-03-31,4.0,78600,97800,0.2443,PP
2024-04-01,2024-04-24,4.0,98700,156600,0.5866,PP
2024-05-07,2024-05-24,2.0,163000,231000,0.4172,PP
2024-06-12,2024-06-24,1.0,194200,196300,0.0108,PP
2024-07-04,2024-07-24,2.0,207000,260000,0.256,PP
2024-08-05,2024-08-30,0.0,161000,166900,0.0366,
2024-09-02,2024-09-24,0.0,166000,164100,-0.0114,
2024-10-07,2024-10-23,4.0,161400,156300,-0.0316,PN
2024-11-06,2024-11-25,5.0,147600,150100,0.0169,PP
2024-12-02,2024-12-26,3.0,145300,159400,0.097,PP
2025-01-01,2025-01-27,3.0,163600,244000,0.4914,PP
2025-02-04,2025-02-26,3.0,226500,262500,0.1589,PP
2025-03-05,2025-03-30,1.0,248000,179500,-0.2762,PN
