trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-06,2021-01-27,0.0,177000,169000,-0.0452,
2021-02-04,2021-02-24,2.0,193000,165500,-0.1425,PN
2021-03-04,2021-03-25,1.0,168000,178500,0.0625,PP
2021-04-08,2021-04-27,0.0,183000,179000,-0.0219,
2021-05-07,2021-05-28,0.0,170500,170000,-0.0029,
2021-06-07,2021-06-22,1.0,167000,175500,0.0509,PP
2021-07-07,2021-07-15,0.0,180000,183000,0.0167,
2021-08-05,2021-08-26,-1.0,176500,167500,-0.051,NN
2021-09-03,2021-09-23,-3.0,169000,167500,-0.0089,NN
2021-10-04,2021-10-21,1.0,150000,151500,0.01,PP
2021-11-03,2021-11-23,1.0,150000,135000,-0.1,PN
2021-12-04,2021-12-30,-2.0,131500,126000,-0.0418,NN
2022-01-07,2022-01-26,-3.0,125500,117000,-0.0677,NN
2022-02-07,2022-02-28,-4.0,121000,124000,0.0248,NP
2022-03-02,2022-03-31,0.0,124500,129500,0.0402,
2022-04-01,2022-04-28,1.0,128000,121500,-0.0508,PN
2022-05-05,2022-05-25,2.0,120500,125500,0.0415,PP
2022-06-07,2022-06-23,1.0,128000,110000,-0.1406,PN
2022-07-01,2022-07-28,1.0,117000,116000,-0.0085,PN
2022-08-01,2022-08-29,1.0,116000,119500,0.0302,PP
2022-09-01,2022-09-23,0.0,118500,100500,-0.1519,
2022-10-05,2022-10-26,0.0,92800,80100,-0.1369,
2022-11-03,2022-11-22,0.0,85300,88700,0.0399,
2022-12-07,2022-12-25,-2.0,84800,93200,0.0991,NP
2023-01-12,2023-01-26,-1.0,89600,90200,0.0067,NP
2023-02-06,2023-02-22,1.0,91400,83400,-0.0875,PN
2023-03-02,2023-03-20,2.0,82000,78500,-0.0427,PN
2023-04-10,2023-04-17,1.0,77900,79900,0.0257,PP
2023-05-04,2023-05-30,3.0,77000,82200,0.0675,PP
2023-06-01,2023-06-28,1.0,81500,78300,-0.0393,PN
2023-07-03,2023-07-25,-1.0,76300,73700,-0.0341,NN
2023-08-07,2023-08-28,-2.0,81600,81000,-0.0074,NN
2023-09-07,2023-09-25,0.0,79300,79800,0.0063,
2023-10-05,2023-10-27,1.0,81200,74400,-0.0837,PN
2023-11-07,2023-11-24,3.0,77700,95800,0.2329,PP
2023-12-04,2023-12-26,3.0,113100,125600,0.1105,PP
2024-01-03,2024-01-25,0.0,127900,129600,0.0133,
2024-02-04,2024-02-22,-2.0,146000,129200,-0.1151,NN
2024-03-04,2024-03-26,4.0,125900,117100,-0.0699,PN
2024-04-08,2024-04-26,1.0,118900,125100,0.0521,PP
2024-05-02,2024-05-29,3.0,121900,104600,-0.1419,PN
2024-06-05,2024-06-25,1.0,102800,97200,-0.0545,PN
2024-07-04,2024-07-22,-1.0,95500,91200,-0.045,NN
2024-08-05,2024-08-30,3.0,99700,94300,-0.0542,PN
2024-09-03,2024-09-23,2.0,93800,98400,0.049,PP
2024-10-02,2024-10-22,2.0,92000,87100,-0.0533,PN
2024-11-04,2024-11-28,-2.0,88100,82900,-0.059,NN
2024-12-04,2024-12-27,0.0,83800,85700,0.0227,
2025-01-03,2025-01-22,1.0,83700,81200,-0.0299,PN
2025-02-04,2025-02-28,-1.0,79000,93600,0.1848,NP
2025-03-07,2025-03-27,-1.0,96200,85300,-0.1133,NN
