,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,법인세차감전 순이익 변화율,자본총계 변화율,매출액 변화율,금리 변화율,Label,Code
7,SK하이닉스,2023,Q1,정보기술,-0.0008162829245996137,0.02111640788017044,0.015295222616700688,-0.611503620130966,-0.024557408560389682,-0.18484023622613488,-0.12061758935426237,0.2757811796600229,000660
7,LG,2023,Q1,정보기술,-0.021585208806486254,-0.0030955713945300944,0.05109626207583573,3.738615101768544,0.003081208006277203,3.6608867691752174,-0.12061758935426237,-0.11107972284197581,003550
7,한솔테크닉스,2023,Q1,정보기술,0.17818140706246596,-0.007377268671741155,0.03129638616118102,1.1148401795494212,0.025471381415631766,0.06578013600895716,-0.12061758935426237,-0.057082373844836325,004710
7,삼성전자,2023,Q1,정보기술,0.03281908572503358,0.027071124456930162,0.05508470636862173,0.37016739150801126,0.007412573939901357,-0.01454087336708254,-0.12061758935426237,0.0035359450230512124,005930
7,삼성SDI,2023,Q1,정보기술,-0.1574954555911215,0.02016483799240487,0.05679824569154235,2.1761352974467014,0.03253772426798052,-0.1019003001415858,-0.12061758935426237,-0.0990541303759573,006400
7,대덕전자,2023,Q1,정보기술,-0.07024964463828759,0.05124464971143383,0.02042908665677956,-1.7721271656262974,-0.00502244005040231,0.5728016294475622,-0.12061758935426237,-0.020139870633995475,008060
7,삼성전기,2023,Q1,정보기술,-0.11883706181507349,0.009651510921475204,0.028584731915548334,-1.1421405673979055,-0.02123464802366315,0.03849231054398916,-0.12061758935426237,0.06783699676991814,009150
7,LG이노텍,2023,Q1,정보기술,-0.03873947684560829,0.02017679313790044,-0.05261481402833823,-0.0719373654170149,-0.01604391155677265,-0.3369158028545498,-0.12061758935426237,-0.13046491604285593,011070
7,삼성에스디에스,2023,Q1,정보기술,-0.07979013098223055,-0.007518134971503998,-0.014653301236014049,2.72238518594831,-0.023498395647811088,-0.03570285843613463,-0.12061758935426237,0.115007173898046,018260
7,일진머티리얼즈,2023,Q1,정보기술,-0.1345877356486627,-0.04398175663048931,-0.1290231337797657,-0.5692600459062714,-0.019118109213101087,0.09589884922363212,-0.12061758935426237,-0.13558241959374598,020150
7,신도리코,2023,Q1,정보기술,0.02003855357259586,0.011127066627836246,0.024182449427271546,-2.089047022823376,0.004546604121105968,0.038831083520129095,-0.12061758935426237,-0.08558121273685226,029530
7,LG디스플레이,2023,Q1,정보기술,-0.03526271081562244,0.014362473849923507,-0.006469419586883851,0.6986667809195244,-0.19132177003305517,-0.38665683142766505,-0.12061758935426237,-0.09839049844690133,034220
7,SK,2023,Q1,정보기술,-0.02972122647696558,0.007716413695713298,0.011226818591578036,-5.7749099726664,0.05041352801605803,0.5905528600588119,-0.12061758935426237,-0.1270397541953937,034730
7,한미반도체,2023,Q1,정보기술,0.3726371736468788,0.7634980613626727,0.32174449342735767,48.1686671733182,0.3077827221030509,-0.565008006919415,-0.12061758935426237,1.307790103929623,042700
7,LG전자,2023,Q1,정보기술,-0.09705128688246607,0.0274635714009015,0.06333259429047944,-8.539671811368535,0.04973946380377692,0.27465567876473274,-0.12061758935426237,-0.1177287978467354,066570
