,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,법인세차감전 순이익 변화율,자본총계 변화율,매출액 변화율,금리 변화율,Label,Code
23,SK하이닉스,2019,Q1,정보기술,0.022116044834338114,0.02546417436596471,-0.00026738008253379686,-0.7182688967561215,-0.0019071900323981428,-0.35725895646644346,-0.09282764948769218,0.05406992473683393,000660
23,LG,2019,Q1,정보기술,-0.03998054592638056,-0.00019484830051963442,0.056556415865874676,47.293836246550136,0.01632489593889974,4.507242044358727,-0.09282764948769218,0.023270959911615076,003550
23,한솔테크닉스,2019,Q1,정보기술,-0.10454769372988504,0.00025668055969596537,0.033265111504171774,-1.1777907432831272,0.020152569026490097,0.05689076661678927,-0.09282764948769218,0.19375434320305918,004710
23,삼성전자,2019,Q1,정보기술,-0.02107237114168848,-0.0046526489470549715,0.00742210724226311,-0.4706505056940352,0.004401411946629352,-0.04576691434691327,-0.09282764948769218,0.06510638104812148,005930
23,삼성SDI,2019,Q1,정보기술,0.035160041458900955,-0.00230524209128935,-0.020738986136830895,-0.7825801155636836,-0.0001851679233083603,-0.1837452870127676,-0.09282764948769218,0.20260305304368428,006400
23,대덕전자,2019,Q1,정보기술,0.09486984104543747,-0.01152349080411097,0.035988948246126196,-0.9218722916194702,-0.006337641170000685,0.4698258658638197,-0.09282764948769218,0.006173116752958632,008060
23,삼성전기,2019,Q1,정보기술,-0.03290288743577899,0.024658703262156578,0.009498902108180385,-0.9375431810907813,-0.01542706022153506,-0.0403579852050967,-0.09282764948769218,-0.06240130778684366,009150
23,LG이노텍,2019,Q1,정보기술,-0.036996867470063546,-0.028503652076313113,-0.05316644097621237,-2.1179032307853745,-0.0286702096374708,-0.4451433038782272,-0.09282764948769218,-0.03872303304403682,011070
23,삼성에스디에스,2019,Q1,정보기술,-0.09472040782301007,0.10402229325083101,0.044912654874621705,-0.05522795970640826,-0.00590696041821237,-0.101792630208839,-0.09282764948769218,0.03847277678674481,018260
23,일진머티리얼즈,2019,Q1,정보기술,-0.07611249262822245,0.01846955422943264,0.02141084508032831,0.2838396548624842,0.025087682461174765,-0.12884478384222164,-0.09282764948769218,0.1998716647001191,020150
23,신도리코,2019,Q1,정보기술,0.09859518580070091,-0.01120984876180997,-0.0026467341517909526,0.10004062971060401,-0.01194454570178749,-0.2072347059472751,-0.09282764948769218,-0.1475082024312897,029530
23,LG디스플레이,2019,Q1,정보기술,-0.06921067875846332,0.0651167168920439,0.05618121516485086,-8.690990289670996,-0.008785414447033513,-0.17447289805554445,-0.09282764948769218,-0.21489537808619802,034220
23,SK,2019,Q1,정보기술,-0.03859359535774201,0.023801410333540662,0.043298936953130474,1.1721112766813522,0.06237617837482845,-0.10262547077479067,-0.09282764948769218,-0.16481094634106053,034730
23,한미반도체,2019,Q1,정보기술,0.020535195476559645,0.14625466256133346,-0.05361782521807745,-0.8295875665322162,-0.05557316527978873,-0.5024125821496823,-0.09282764948769218,-0.16919210734872756,042700
23,LG전자,2019,Q1,정보기술,-0.017636574388479785,0.0025622755543484033,0.03718463246061976,-1.1629334378770289,-0.0057808067603131175,0.1344666154291636,-0.09282764948769218,-0.10555574371236393,066570
