,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,법인세차감전 순이익 변화율,자본총계 변화율,매출액 변화율,금리 변화율,Label,Code
20,SK하이닉스,2019,Q4,정보기술,0.17186527887685207,-0.0015672630805119159,0.0064018133974956815,-1.9296723754520682,-0.00681027555144853,0.01759797450843692,0.191387559808615,-0.12209308332041942,000660
20,LG,2019,Q4,정보기술,-0.026056770304569987,-0.01524098173652133,0.0024186667065766443,0.11460026439546622,0.001835082931591181,0.031184455261387578,0.191387559808615,-0.07293920663140668,003550
20,한솔테크닉스,2019,Q4,정보기술,-0.16385875546968584,-0.034101062316815645,-0.15240029688122414,-2.6074264885870004,-0.07302259708452719,-0.2462059900980208,0.191387559808615,0.5194818832059939,004710
20,삼성전자,2019,Q4,정보기술,0.10129919395021802,0.022245280693010683,-0.004908924766689138,-0.1727480218033246,0.0018000441203684936,-0.11432394680325231,0.191387559808615,-0.09696352584938125,005930
20,삼성SDI,2019,Q4,정보기술,0.22598516810216482,0.008609848036744472,0.015935068968686128,-1.4126710656050037,-0.0003542591238347992,0.08711553834276686,0.191387559808615,0.17155230146981043,006400
20,대덕전자,2019,Q4,정보기술,-0.18100158147013987,-0.017899688428284377,0.004736753225047519,0.38431858580737166,0.01799220415154501,-0.08963566571593595,0.191387559808615,0.134552061293167,008060
20,삼성전기,2019,Q4,정보기술,0.07248153761811083,0.08507508518281548,-0.017453358621037474,-1.4590136223110022,-0.01766889134435423,-0.01096572182089961,0.191387559808615,0.1276368549511855,009150
20,LG이노텍,2019,Q4,정보기술,0.08242806168228194,-0.04681539220327324,-0.07695580816937408,-0.33100290243103236,0.026990624635847338,0.2151124494115777,0.191387559808615,0.2512662409160978,011070
20,삼성에스디에스,2019,Q4,정보기술,-0.08633409967080893,-0.01346139489428444,-0.0007541664498353917,0.6094119793460115,0.020867639777302882,0.05753343300129399,0.191387559808615,0.09045764503192369,018260
20,일진머티리얼즈,2019,Q4,정보기술,-0.04097030756640763,0.7400150186415595,-0.010792076331886502,-0.9239113590578025,-0.0035830759439507975,-0.09256466329839375,0.191387559808615,0.2907399251266241,020150
20,신도리코,2019,Q4,정보기술,-0.28160462578843937,-0.020506789349662213,-0.0018035946500094546,-1.5551429413107694,-0.006561741709558033,0.01530360439020928,0.191387559808615,0.18616272382954258,029530
20,LG디스플레이,2019,Q4,정보기술,-0.04806081581326507,-0.0602062426635942,-0.06970578332925081,1.5156096858071226,-0.1189712191238903,0.08718115706866714,0.191387559808615,-0.1678129688754333,034220
20,SK,2019,Q4,정보기술,-0.21643341839361938,0.012437324558915108,0.007067589908984484,1.5393165786178886,-0.049409214372000854,-0.008730407331512202,0.191387559808615,0.04683232654818445,034730
20,한미반도체,2019,Q4,정보기술,0.24713102901755674,-0.009227566001862475,0.051155487816305634,-0.6609969710181436,0.016310171956138042,-0.04138947928166725,0.191387559808615,0.0741773931405178,042700
20,LG전자,2019,Q4,정보기술,-0.1049964682469918,0.002631524642029648,-0.03397669510073931,0.8074933924115026,-0.041369313185409484,-0.023434356935009615,0.191387559808615,0.002679899028320512,066570
