,name,year,quarter,sector,Relative Return,이익잉여금 변화율,유동자산 변화율,금리 변화율,법인세차감전 순이익 변화율,자본총계 변화율,비유동자산 변화율,Label,Code
13,조선내화,2021,Q3,철강_소재,0.07722297134182479,0.01057154540238181,-0.1226849721192278,-0.05306772908366497,-0.8332733176566087,0.009695614851841894,0.02752406064733104,-0.015945313905378677,000480
13,영풍,2021,Q3,철강_소재,0.0676530318612917,-0.024098209214644895,0.06088687756597455,-0.05306772908366497,-4.44721830406009,-0.02429324856046955,0.014534610649000301,0.051367048840005515,000670
13,동국제강,2021,Q3,철강_소재,-0.05809848383616125,0.261980072055898,0.1871126516456989,-0.05306772908366497,0.6093143534215519,0.07461865786190969,-0.0003160013938388051,0.06570784103928433,001230
13,세아베스틸,2021,Q3,철강_소재,-0.21023237478733556,0.030196093010528502,0.052021888830047214,-0.05306772908366497,-0.36642160591983386,0.01973672725628539,-0.00021310203392377325,-0.04342548840018298,001430
13,고려제강,2021,Q3,철강_소재,-0.03614379296018116,0.01794497848282206,0.11274330749354311,-0.05306772908366497,1.318638952818536,0.02259102625035081,0.011515020832151945,0.024999428476657454,002240
13,세아제강,2021,Q3,철강_소재,0.7001081532030333,0.0013909361513366747,-0.6232677163115262,-0.05306772908366497,0.49855586167136967,0.0012089922104496775,0.05332499781856481,0.0568436038234696,003030
13,현대제철,2021,Q3,철강_소재,-0.11740833226314312,0.05011397420031449,0.0992152674187683,-0.05306772908366497,0.9200993656082881,0.023453139412391355,-0.0170127112555295,0.042357343369467206,004020
13,삼광글라스,2021,Q3,철강_소재,0.08282846965586767,0.10713755782696444,0.3475249411514707,-0.05306772908366497,0.507298280524952,0.005447202621667202,-0.024350397298711024,0.24352357672666586,005090
13,POSCO,2021,Q3,철강_소재,-0.07695380850330745,0.03229180397285725,0.17973968972386434,-0.05306772908366497,0.35180844220470986,0.03239041148582378,0.014970873384150485,0.07595374521403123,005490
13,현대중공업,2021,Q3,중공업,-0.08660154314433355,0.006068808486112021,0.10207036055779484,-0.05306772908366497,5.064220187462211,0.006712067175380421,-0.0052805235439767895,0.014377788943521305,009540
13,무림P&P,2021,Q3,철강_소재,-0.11170766806853002,0.007948189327138921,0.03255731956395236,-0.05306772908366497,-0.7603855370285255,0.00418111849766678,0.0020229608215200923,0.22413216103739997,009580
13,고려아연,2021,Q3,철강_소재,0.024197738400345406,0.03286161819919586,0.07010502353208747,-0.05306772908366497,0.009363807309372252,0.028533108047797073,0.012527073185296667,0.2576458304115508,010130
13,삼성중공업,2021,Q3,중공업,0.056452057940304744,0.032822346693940574,-0.010043061943040166,-0.05306772908366497,-0.8801759893622156,0.044645634875146945,0.04517134533879941,0.09813076558043005,010140
13,현대미포조선,2021,Q3,중공업,0.03603568655474404,0.026832475613334683,0.0990172815797441,-0.05306772908366497,-1.2950733199176192,0.020039647106479874,0.011357169186265503,0.19278336169893925,010620
13,한화테크윈,2021,Q3,중공업,-0.13958243873285217,0.031639964087302186,0.006850567188391388,-0.05306772908366497,-4.126352188395003,0.022012632179458036,0.0032411781267029927,0.3251562160011686,012450
13,현대엘리베이,2021,Q3,중공업,-0.018128181304509196,0.08236669432133881,-0.10095021070873855,-0.05306772908366497,2.211588549313595,0.01791657663870616,0.09315844129418238,-0.12345843558989766,017800
13,두산중공업,2021,Q3,중공업,0.2675322971535299,-0.18720447695973141,-0.07540033132428303,-0.05306772908366497,-1.6323618373947122,0.31260098143202386,0.25225652925902575,-0.0499100355135033,034020
13,대우조선해양,2021,Q3,중공업,-0.08847418608507654,0.0737747144747467,0.07181836232921013,-0.05306772908366497,-0.9524863777260294,-0.018549690344634162,0.006067369850182303,0.07025224122731291,042660
13,두산인프라코어,2021,Q3,중공업,-0.3116409103990613,0.061792559057201046,-0.6112471636222261,-0.05306772908366497,-0.6399856112794645,-0.32440329951853575,-0.024959311100784976,-0.06718842603163429,042670
13,현대로템,2021,Q3,중공업,-0.07015496451288097,-0.028735023670310778,0.049658133509207,-0.05306772908366497,-0.5003063292332344,0.0028752819385573503,0.008453542503785716,-0.00797121099134522,064350
13,두산엔진,2021,Q3,중공업,0.07574179950245123,0.3872564697127874,0.11427825643057554,-0.05306772908366497,5.151475084466599,-0.06493895722131171,0.02940826320318468,0.19756654369731502,082740
13,한진중공업,2021,Q3,중공업,0.1921028500053314,-0.0032590860018777423,-0.08854843994026285,-0.05306772908366497,-1.2244273251364726,0.016846355932863988,0.0025222572755059236,-0.06747440851467687,097230
13,풍산,2021,Q3,철강_소재,-0.04943282950503166,0.06646825393640032,0.0729730644785962,-0.05306772908366497,-0.1934466420995421,0.04562424441787427,0.019949530286762496,0.09013242909216072,103140
13,한국철강,2021,Q3,철강_소재,0.023378628699684968,0.20132538147150325,0.07106682986151891,-0.05306772908366497,-0.09636896632835423,0.04362494091121949,-0.003639362630677323,0.0708570287246102,104700
