code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
210,DL_Holdings,건설,2023,Q3,"296,528,042,486","3,334,384,484,174","3,630,912,526,660","199,336,653,377","340,216,230,617","539,552,883,994","5,670,740,811,804","3,091,359,642,666",5341148707.0,1523401252.0,238269584.0,-1759004852.0,-1759004852.0,"138,709,995,000",-1675438152.0,,,,,,,,,
720,Hyundai_E&C,건설,2023,Q3,"10,458,817,000,000","4,053,320,000,000","14,512,137,000,000","5,262,467,000,000","2,464,604,000,000","7,727,071,000,000","5,141,654,000,000","6,785,066,000,000",4030550000000.0,108288000000.0,136911000000.0,104425000000.0,104425000000.0,"562,052,000,000",139869000000.0,,,,,,,,,
2380,KCC,건설,2023,Q3,"2,401,533,059,820","6,915,116,852,934","9,316,649,912,754","2,598,171,753,872","1,572,846,799,280","4,171,018,553,152","4,880,830,568,315","5,145,631,359,602",755998435490.0,110269273176.0,136560707257.0,99994531999.0,99994531999.0,"48,084,660,000",98471559516.0,,,,,,,,,
3300,Hanil_Cement,건설,2023,Q3,"121,364,054,891","775,507,412,125","896,871,467,016","63,337,083,244","23,093,755,833","86,430,839,077","1,768,058,298,339","810,440,627,939",4044769729.0,530872619.0,2083339345.0,1615523219.0,1615523219.0,"33,359,554,000",2902618184.0,,,,,,,,,
3410,Ssangyong_Cement,건설,2023,Q3,"749,558,852,098","2,646,078,803,777","3,395,637,655,875","944,671,174,968","772,099,311,644","1,716,770,486,612","1,640,513,966,344","1,678,867,169,263",331172537231.0,32961938095.0,295246470770.0,231472670512.0,231472670512.0,"50,385,959,500",231073046913.0,,,,,,,,,
10780,IS_Dongseo,건설,2023,Q3,"2,167,884,105,537","1,503,797,100,748","3,671,681,206,285","1,386,392,344,919","667,196,271,048","2,053,588,615,967","1,203,169,029,888","1,618,092,590,318",282163509158.0,60675880212.0,34413004638.0,29087643876.0,29087643876.0,"15,446,303,000",28329414495.0,,,,,,,,,
12630,Hyundai_Development_Company,건설,2023,Q3,"151,376,693,611","2,287,037,669,508","2,438,414,363,119","96,478,500,535","256,901,330,134","353,379,830,669","3,246,335,108,970","2,085,034,532,450",10203185255.0,5849979117.0,11489067366.0,8530407244.0,8530407244.0,"298,708,605,000",7933517458.0,,,,,,,,,
28050,Samsung_Engineering,건설,2023,Q3,"3,205,411,517,365","1,648,715,949,145","4,854,127,466,510","2,425,401,198,104","81,922,654,260","2,507,323,852,364","1,301,964,042,269","2,346,803,614,146",1434970765158.0,162605889686.0,139972674840.0,102077556812.0,102077556812.0,"980,000,000,000",105200870830.0,,,,,,,,,
47040,Daewoo_E&C,건설,2023,Q3,"6,621,299,512,013","2,998,948,593,995","9,620,248,106,008","4,628,753,196,439","1,784,218,906,520","6,412,972,102,959","925,652,114,067","3,207,276,003,049",2735008525456.0,138786737482.0,87393683210.0,69230903776.0,69230903776.0,"2,078,113,190,000",81574108162.0,,,,,,,,,
52690,KEPCO_E&C,건설,2023,Q3,"464,987,296,965","414,232,198,842","879,219,495,807","282,735,310,213","43,420,026,496","326,155,336,709","556,105,194,221","553,064,159,098",119368534287.0,4832163081.0,6233945272.0,4890115778.0,4890115778.0,"7,644,000,000",6936171059.0,,,,,,,,,
108670,LG_Hausys,건설,2023,Q3,"1,034,105,000,000","1,137,610,000,000","2,171,715,000,000","966,162,000,000","438,133,000,000","1,404,295,000,000","105,657,000,000","767,420,000,000",751893000000.0,26725000000.0,25246000000.0,24907000000.0,24907000000.0,"50,000,000,000",25094000000.0,,,,,,,,,
