year,quarter,month,week,code,name,sector,upload_dt,score
2021,Q1,1,1,5930,삼성전자,정보기술,2021-01-07,0.0
2021,Q1,1,2,5930,삼성전자,정보기술,2021-01-12,1.0
2021,Q1,1,3,5930,삼성전자,정보기술,2021-01-21,1.0
2021,Q1,1,4,5930,삼성전자,정보기술,,
2021,Q1,2,1,5930,삼성전자,정보기술,,
2021,Q1,2,2,5930,삼성전자,정보기술,2021-02-14,0.0
2021,Q1,2,3,5930,삼성전자,정보기술,,
2021,Q1,2,4,5930,삼성전자,정보기술,,
2021,Q1,3,1,5930,삼성전자,정보기술,,
2021,Q1,3,2,5930,삼성전자,정보기술,,
2021,Q1,3,3,5930,삼성전자,정보기술,2021-03-18,1.0
2021,Q1,3,4,5930,삼성전자,정보기술,,
2021,Q2,4,1,5930,삼성전자,정보기술,,
2021,Q2,4,2,5930,삼성전자,정보기술,,
2021,Q2,4,3,5930,삼성전자,정보기술,,
2021,Q2,4,4,5930,삼성전자,정보기술,,
2021,Q2,5,1,5930,삼성전자,정보기술,,
2021,Q2,5,2,5930,삼성전자,정보기술,,
2021,Q2,5,3,5930,삼성전자,정보기술,,
2021,Q2,5,4,5930,삼성전자,정보기술,,
2021,Q2,6,1,5930,삼성전자,정보기술,2021-06-03,-1.0
2021,Q2,6,2,5930,삼성전자,정보기술,,
2021,Q2,6,3,5930,삼성전자,정보기술,,
2021,Q2,6,4,5930,삼성전자,정보기술,2021-06-29,0.0
2021,Q3,7,1,5930,삼성전자,정보기술,2021-07-07,-1.0
2021,Q3,7,2,5930,삼성전자,정보기술,,
2021,Q3,7,3,5930,삼성전자,정보기술,,
2021,Q3,7,4,5930,삼성전자,정보기술,,
2021,Q3,8,1,5930,삼성전자,정보기술,2021-08-07,0.0
2021,Q3,8,2,5930,삼성전자,정보기술,2021-08-12,-1.0
2021,Q3,8,3,5930,삼성전자,정보기술,,
2021,Q3,8,4,5930,삼성전자,정보기술,,
2021,Q3,9,1,5930,삼성전자,정보기술,,
2021,Q3,9,2,5930,삼성전자,정보기술,2021-09-10,0.0
2021,Q3,9,3,5930,삼성전자,정보기술,,
2021,Q3,9,4,5930,삼성전자,정보기술,,
2021,Q4,10,1,5930,삼성전자,정보기술,,
2021,Q4,10,2,5930,삼성전자,정보기술,,
2021,Q4,10,3,5930,삼성전자,정보기술,,
2021,Q4,10,4,5930,삼성전자,정보기술,,
2021,Q4,11,1,5930,삼성전자,정보기술,,
2021,Q4,11,2,5930,삼성전자,정보기술,,
2021,Q4,11,3,5930,삼성전자,정보기술,,
2021,Q4,11,4,5930,삼성전자,정보기술,2021-11-30,-1.0
2021,Q4,12,1,5930,삼성전자,정보기술,,
2021,Q4,12,2,5930,삼성전자,정보기술,,
2021,Q4,12,3,5930,삼성전자,정보기술,2021-12-18,1.0
2021,Q4,12,4,5930,삼성전자,정보기술,,
2022,Q1,1,1,5930,삼성전자,정보기술,,
2022,Q1,1,2,5930,삼성전자,정보기술,,
2022,Q1,1,3,5930,삼성전자,정보기술,,
2022,Q1,1,4,5930,삼성전자,정보기술,2022-01-31,1.0
2022,Q1,2,1,5930,삼성전자,정보기술,,
2022,Q1,2,2,5930,삼성전자,정보기술,,
2022,Q1,2,3,5930,삼성전자,정보기술,,
2022,Q1,2,4,5930,삼성전자,정보기술,,
2022,Q1,3,1,5930,삼성전자,정보기술,2022-03-06,1.0
2022,Q1,3,2,5930,삼성전자,정보기술,,
2022,Q1,3,3,5930,삼성전자,정보기술,,
2022,Q1,3,4,5930,삼성전자,정보기술,,
2022,Q2,4,1,5930,삼성전자,정보기술,,
2022,Q2,4,2,5930,삼성전자,정보기술,,
2022,Q2,4,3,5930,삼성전자,정보기술,,
2022,Q2,4,4,5930,삼성전자,정보기술,,
2022,Q2,5,1,5930,삼성전자,정보기술,,
2022,Q2,5,2,5930,삼성전자,정보기술,,
2022,Q2,5,3,5930,삼성전자,정보기술,,
2022,Q2,5,4,5930,삼성전자,정보기술,,
2022,Q2,6,1,5930,삼성전자,정보기술,,
2022,Q2,6,2,5930,삼성전자,정보기술,,
2022,Q2,6,3,5930,삼성전자,정보기술,,
2022,Q2,6,4,5930,삼성전자,정보기술,,
2022,Q3,7,1,5930,삼성전자,정보기술,,
2022,Q3,7,2,5930,삼성전자,정보기술,,
2022,Q3,7,3,5930,삼성전자,정보기술,,
2022,Q3,7,4,5930,삼성전자,정보기술,,
2022,Q3,8,1,5930,삼성전자,정보기술,2022-08-04,1.0
2022,Q3,8,2,5930,삼성전자,정보기술,,
2022,Q3,8,3,5930,삼성전자,정보기술,,
2022,Q3,8,4,5930,삼성전자,정보기술,,
2022,Q3,9,1,5930,삼성전자,정보기술,,
2022,Q3,9,2,5930,삼성전자,정보기술,,
2022,Q3,9,3,5930,삼성전자,정보기술,,
2022,Q3,9,4,5930,삼성전자,정보기술,,
2022,Q4,10,1,5930,삼성전자,정보기술,,
2022,Q4,10,2,5930,삼성전자,정보기술,,
2022,Q4,10,3,5930,삼성전자,정보기술,,
2022,Q4,10,4,5930,삼성전자,정보기술,,
2022,Q4,11,1,5930,삼성전자,정보기술,,
2022,Q4,11,2,5930,삼성전자,정보기술,,
2022,Q4,11,3,5930,삼성전자,정보기술,,
2022,Q4,11,4,5930,삼성전자,정보기술,2022-11-23,1.0
2022,Q4,12,1,5930,삼성전자,정보기술,,
2022,Q4,12,2,5930,삼성전자,정보기술,,
2022,Q4,12,3,5930,삼성전자,정보기술,,
2022,Q4,12,4,5930,삼성전자,정보기술,,
2023,Q1,1,1,5930,삼성전자,정보기술,2023-01-07,1.0
2023,Q1,1,2,5930,삼성전자,정보기술,2023-01-12,-1.0
2023,Q1,1,3,5930,삼성전자,정보기술,2023-01-20,-1.0
2023,Q1,1,4,5930,삼성전자,정보기술,2023-01-29,0.0
2023,Q1,2,1,5930,삼성전자,정보기술,,
2023,Q1,2,2,5930,삼성전자,정보기술,2023-02-12,1.0
2023,Q1,2,3,5930,삼성전자,정보기술,2023-02-21,-1.0
2023,Q1,2,4,5930,삼성전자,정보기술,,
2023,Q1,3,1,5930,삼성전자,정보기술,,
2023,Q1,3,2,5930,삼성전자,정보기술,2023-03-14,-1.0
2023,Q1,3,3,5930,삼성전자,정보기술,,
2023,Q1,3,4,5930,삼성전자,정보기술,,
2023,Q2,4,1,5930,삼성전자,정보기술,,
2023,Q2,4,2,5930,삼성전자,정보기술,2023-04-11,1.0
2023,Q2,4,3,5930,삼성전자,정보기술,2023-04-20,-1.0
2023,Q2,4,4,5930,삼성전자,정보기술,2023-04-28,1.0
2023,Q2,5,1,5930,삼성전자,정보기술,2023-05-06,1.0
2023,Q2,5,2,5930,삼성전자,정보기술,,
2023,Q2,5,3,5930,삼성전자,정보기술,,
2023,Q2,5,4,5930,삼성전자,정보기술,,
2023,Q2,6,1,5930,삼성전자,정보기술,,
2023,Q2,6,2,5930,삼성전자,정보기술,2023-06-13,-1.0
2023,Q2,6,3,5930,삼성전자,정보기술,2023-06-21,0.0
2023,Q2,6,4,5930,삼성전자,정보기술,,
2023,Q3,7,1,5930,삼성전자,정보기술,2023-07-04,1.0
2023,Q3,7,2,5930,삼성전자,정보기술,,
2023,Q3,7,3,5930,삼성전자,정보기술,2023-07-21,1.0
2023,Q3,7,4,5930,삼성전자,정보기술,2023-07-26,0.0
2023,Q3,8,1,5930,삼성전자,정보기술,,
