,name,year,quarter,sector,Relative Return,자본금 변화율,금리 변화율,보유 주식 수 변화율,증자주식수 변화율,1인평균급여 변화율,기말 소유주식 수 변화율,Label,Code
29,경방,2017,Q3,경기소비재,-0.12313590234177786,0.18113668010798056,0.03346456692913535,0.0,0.0,0.0,0.0,0.041282164991423786,000050
29,하이트진로,2017,Q3,생활소비재,-0.001981459988192033,0.0,0.03346456692913535,0.0,0.0,0.0,0.0,-0.07153284189618661,000080
29,유한양행,2017,Q3,헬스케어,-0.15957438856395717,-0.012657730686636115,0.03346456692913535,0.0,0.0,0.0,0.0,0.15012014823915726,000100
29,CJ대한통운,2017,Q3,산업재,-0.18818800596954915,-0.11087145113570873,0.03346456692913535,0.0,0.0,0.0,0.0,-0.041479917630222414,000120
29,두산,2017,Q3,산업재,-0.0906428996630934,0.0,0.03346456692913535,0.0,0.0,0.0,0.0,-0.12720228105803708,000150
29,대림산업,2017,Q3,건설,-0.11560459519957578,0.19621795199830827,0.03346456692913535,0.0,0.03490878086161642,0.0,0.0,-0.11154265413313096,000210
29,일동제약,2017,Q3,헬스케어,-0.08256152990791404,0.0983634634948245,0.03346456692913535,0.0,0.0,0.0,0.0,0.006155543183324279,000230
29,한국타이어월드와이드,2017,Q3,경기소비재,-0.15109247683773183,0.16699775606548695,0.03346456692913535,0.0,0.0,0.0,0.0,0.001746463831453167,000240
29,기아차,2017,Q3,경기소비재,-0.07915442086029638,0.03073475032165085,0.03346456692913535,0.0,0.0,0.0,0.0,-0.07666297878411757,000270
29,조선내화,2017,Q3,철강_소재,-0.11991074077387812,0.16052765527056279,0.03346456692913535,0.0,0.0,0.0,0.0,0.017869906518189704,000480
29,동아쏘시오홀딩스,2017,Q3,헬스케어,-0.048003219157301255,0.1591404660377398,0.03346456692913535,0.0,0.0,0.0,0.0,0.0943149267201811,000640
29,SK하이닉스,2017,Q3,정보기술,0.21014933094345545,0.1545198740942073,0.03346456692913535,0.0,0.0,0.0,0.0,0.03934534420141787,000660
29,영풍,2017,Q3,철강_소재,-0.27665695512988575,0.18048959197734882,0.03346456692913535,0.0,0.0,0.0,0.0,-0.05246661892109041,000670
29,현대건설,2017,Q3,건설,-0.1900207477224205,0.165214959337735,0.03346456692913535,0.0,0.033788122004968946,0.0,0.0,0.20833757687430982,000720
29,한화,2017,Q3,에너지_화학,-0.270728296711916,0.17468616872153842,0.03346456692913535,0.0,0.0,0.0,0.0,0.004338731502128559,000880
29,CJ,2017,Q3,생활소비재,0.045448715919286786,0.0,0.03346456692913535,0.0,0.0,0.0,0.0,-0.14833598925198915,001040
29,LG상사,2017,Q3,산업재,-0.10129325401356078,0.1795575270806895,0.03346456692913535,0.0,0.0,0.0,0.0,-0.011568343910626756,001120
29,동국제강,2017,Q3,철강_소재,-0.28486405848185525,0.17264141377794417,0.03346456692913535,0.0,0.0,0.0,0.0,-0.0005269813131925025,001230
29,세아베스틸,2017,Q3,철강_소재,-0.17756082215131305,0.1806744265654341,0.03346456692913535,0.0,0.0,0.0,0.0,-0.10925485369160348,001430
29,대상,2017,Q3,생활소비재,-0.124502577508572,0.17289483937798655,0.03346456692913535,0.0,0.0,0.0,0.0,0.12800909009407943,001680
29,SK네트웍스,2017,Q3,경기소비재,-0.1960592284296609,-0.999999,0.03346456692913535,0.0,0.0,0.0,0.0,-0.037047728087738756,001740
