,name,year,quarter,sector,Relative Return,자본금 변화율,금리 변화율,보유 주식 수 변화율,증자주식수 변화율,1인평균급여 변화율,기말 소유주식 수 변화율,Label,Code
33,경방,2016,Q3,경기소비재,0.05179556550348005,-0.05061484244509129,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.2813695647129345,000050
33,하이트진로,2016,Q3,생활소비재,-0.03598531033709729,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.17068264442794995,000080
33,유한양행,2016,Q3,헬스케어,-0.28882475635575133,-0.0506067101899218,-0.16954353663214605,0.0,-0.0506067101899218,0.0,0.0,-0.0777993263259322,000100
33,CJ대한통운,2016,Q3,산업재,-0.10884308667554576,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.23530932741448607,000120
33,두산,2016,Q3,산업재,0.010615777412827014,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.284123174556213,000150
33,대림산업,2016,Q3,건설,-0.01695130941694848,-0.04087427196665694,-0.16954353663214605,0.0,-0.051585951370210936,0.0,0.0,-0.13911732572419963,000210
33,일동제약,2016,Q3,헬스케어,0.0,-0.0506317396614665,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.44602156784564295,000230
33,한국타이어월드와이드,2016,Q3,경기소비재,0.07960487395138752,-0.050588762492604356,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.19368253315611283,000240
33,기아차,2016,Q3,경기소비재,-0.08762965356279914,-0.050931536211586415,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.15636195899343341,000270
33,조선내화,2016,Q3,철강_소재,0.05567980570589828,-0.05061968268137684,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.14737252375136384,000480
33,동아쏘시오홀딩스,2016,Q3,헬스케어,-0.09565615732344623,-0.050619925791448694,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.2526357168042266,000640
33,SK하이닉스,2016,Q3,정보기술,0.159503652536732,-0.04624934219923005,-0.16954353663214605,0.0,0.0,0.0,0.0,0.1529801462697245,000660
33,영풍,2016,Q3,철강_소재,-0.025629221514891963,-0.05058983437088638,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.23635428470249803,000670
33,현대건설,2016,Q3,건설,0.17336626894697518,-0.05021533028736869,-0.16954353663214605,0.0,-0.0502153302873688,0.0,0.0,0.01665776516054719,000720
33,한화,2016,Q3,에너지_화학,-0.008169161058828388,-0.05036996964100526,-0.16954353663214605,0.0,-0.050369969641005485,0.0,0.0,-0.1480524624259277,000880
33,CJ,2016,Q3,생활소비재,-0.1523368496930036,0.0005924984875447237,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.06228555020128465,001040
33,LG상사,2016,Q3,산업재,-0.10499041889703539,-0.050635256099837544,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.0869465638279954,001120
33,동국제강,2016,Q3,철강_소재,-0.011003397168905325,9.389295196671199e-06,-0.16954353663214605,0.0,0.0,0.0,0.0,0.2366102338807522,001230
33,세아베스틸,2016,Q3,철강_소재,-0.055046075965483075,-0.05059687378447364,-0.16954353663214605,0.0,0.0,0.0,0.0,0.013813479603057802,001430
33,대상,2016,Q3,생활소비재,-0.13602207737328315,-0.050597884640379176,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.27888938087563453,001680
33,SK네트웍스,2016,Q3,경기소비재,0.10632868286939529,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.058738377608712575,001740
33,오리온,2016,Q3,생활소비재,-0.18535685414290062,0.005389476164268547,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.17317446296599925,001800
33,고려제강,2016,Q3,철강_소재,0.10708222189381547,-0.05061168186560483,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.1449928696559611,002240
33,넥센타이어,2016,Q3,경기소비재,0.0014462235565562281,-0.05059521792533195,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.12315621736663916,002350
33,KCC,2016,Q3,건설,-0.055202335069408956,-0.04967596923048545,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.2071485078598309,002380
33,아모레G,2016,Q3,생활소비재,0.025949920262107042,-0.050603041058700504,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.3155265935223543,002790
33,한국쉘석유,2016,Q3,에너지_화학,-0.00914302308301864,-0.050622275240923775,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.22900066637135905,002960
33,부광약품,2016,Q3,헬스케어,-0.1251943868695893,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.15125339957992842,003000
33,세아제강,2016,Q3,철강_소재,0.2198907026207437,-0.05061187890626362,-0.16954353663214605,0.0,-0.05061187890626384,0.0,0.0,-0.010978750295810732,003030
33,일신방직,2016,Q3,경기소비재,0.12247796958830226,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.3281529472554554,003200
33,태광산업,2016,Q3,에너지_화학,0.003052012134175792,-0.05057886722503635,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.10714640041194032,003240
33,한일시멘트,2016,Q3,건설,-0.0743844073816016,-0.05060712544482704,-0.16954353663214605,0.0,-0.05060712544482693,0.0,0.0,0.1901894167030761,003300
33,대한항공,2016,Q3,산업재,-0.028690139370241032,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,0.020052186212663123,003490
33,영진약품,2016,Q3,헬스케어,-0.17987018730530918,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.2861865203969422,003520
33,LG,2016,Q3,정보기술,-0.06569475201101335,-0.05005913540559315,-0.16954353663214605,0.0,-0.050059135405593036,0.0,0.0,0.051086683713398015,003550
33,S&T중공업,2016,Q3,산업재,-0.07835715774132139,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.05398689182014529,003570
33,쌍용차,2016,Q3,경기소비재,0.03183520841879381,-0.050618785294826996,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.021960996984554046,003620
33,남양유업,2016,Q3,생활소비재,0.005181239854440141,-0.05061649056240125,-0.16954353663214605,0.0,-0.05061649056240114,0.0,0.0,0.1127092949915663,003920
33,삼성정밀화학,2016,Q3,에너지_화학,-0.16505417548574225,-0.050611467176995606,-0.16954353663214605,0.0,0.0,0.0,0.0,0.1852746668176697,004000
33,현대제철,2016,Q3,철강_소재,0.0024716832453822515,-0.017599406185927147,-0.16954353663214605,0.0,0.0,0.0,0.0,0.04664328826368218,004020
33,한솔홀딩스,2016,Q3,경기소비재,-0.10595135441227563,-0.05061946934431982,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.10450812581784394,004150
33,신세계,2016,Q3,경기소비재,0.027715898034637036,-0.050344375207273306,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.1250910976894108,004170
33,농심,2016,Q3,생활소비재,-0.1457451772756213,-0.050591510310449506,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.12867600189882653,004370
33,세방전지,2016,Q3,경기소비재,-0.006007403880872824,-0.05061346246587106,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.15849834835393145,004490
33,조광피혁,2016,Q3,경기소비재,-0.1192573210191688,0.0,-0.16954353663214605,0.0,0.0,-0.050621818788661455,0.0,-0.14332937753979935,004700
33,한솔테크닉스,2016,Q3,정보기술,-0.20891271278621495,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.0410300375355413,004710
33,효성,2016,Q3,에너지_화학,0.008662089460464695,0.0,-0.16954353663214605,0.0,-0.050600130585154446,0.0,0.0,-0.14818608010383277,004800
33,삼광글라스,2016,Q3,철강_소재,-0.22475170242234596,0.0,-0.16954353663214605,-0.05061900464490976,-0.05061900464490976,0.0,0.0,-0.149271919845978,005090
33,빙그레,2016,Q3,생활소비재,-0.015148782523825285,-0.05061989844325543,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.039775037143353675,005180
33,롯데칠성,2016,Q3,생활소비재,-0.04036610090069271,-0.05052555113279544,-0.16954353663214605,0.0,-0.050525551132795665,0.0,0.0,-0.208945235739463,005300
33,현대차,2016,Q3,경기소비재,-0.013784868880418563,-0.014960697128401534,-0.16954353663214605,0.0,0.0,0.0,0.0,0.08123772202730022,005380
33,현대그린푸드,2016,Q3,생활소비재,-0.06730279186944621,0.0,-0.16954353663214605,0.0,0.0,0.0,0.0,-0.18310686026381745,005440
33,POSCO,2016,Q3,철강_소재,0.13813744713118786,-0.015622732803209582,-0.16954353663214605,0.0,0.0,0.0,0.0,0.025641436592305125,005490
33,삼립식품,2016,Q3,생활소비재,-0.08257330918951808,-0.05061959745813982,-0.16954353663214605,0.0,0.0,0.0,0.0,0.15027343740866905,005610
33,크라운제과,2016,Q3,생활소비재,-0.20353549157697867,0.0,-0.16954353663214605,0.0,-0.050620338458312375,0.0,0.0,0.03330212457718697,005740
33,에스엘,2016,Q3,경기소비재,0.039512190933739505,-0.05061905341521633,-0.16954353663214605,0.0,0.0,-0.05061905341521633,0.0,0.15441191175498448,005850
33,삼성전자,2016,Q3,정보기술,0.053607573533440186,-0.013391527640821743,-0.16954353663214605,-0.011002164607868958,0.0,0.0,0.0,0.1965088619034434,005930
