Feature,Importance
F_자본금 변화율,0.2493284903836183
M_금리 변화율,0.19089406647726362
P_보유 주식 수 변화율,0.17106888611244567
P_증자주식수 변화율,0.14800315183566295
P_1인평균급여 변화율,0.12749443833512838
P_기말 소유주식 수 변화율,0.11321096685588117
